time (ms),grandi (cai),time (ms),grandi (cass),time (ms),grandi (cad)
886,8.97E-05,886,0.000114892,886,0.000189642
886.1,8.97E-05,886.1,0.00011489,886.1,0.000189641
886.2,8.97E-05,886.2,0.000114888,886.2,0.000189639
886.3,8.97E-05,886.3,0.000114886,886.3,0.000189638
886.4,8.97E-05,886.4,0.000114884,886.4,0.000189637
886.5,8.97E-05,886.5,0.000114881,886.5,0.000189635
886.6,8.97E-05,886.6,0.000114879,886.6,0.000189634
886.7,8.97E-05,886.7,0.000114877,886.7,0.000189632
886.8,8.97E-05,886.8,0.000114875,886.8,0.000189631
886.9,8.97E-05,886.9,0.000114873,886.9,0.00018963
887,8.97E-05,887,0.000114871,887,0.000189628
887.1,8.97E-05,887.1,0.000114868,887.1,0.000189627
887.2,8.97E-05,887.2,0.000114866,887.2,0.000189625
887.3,8.97E-05,887.3,0.000114864,887.3,0.000189624
887.4,8.97E-05,887.4,0.000114862,887.4,0.000189623
887.5,8.97E-05,887.5,0.00011486,887.5,0.000189621
887.6,8.97E-05,887.6,0.000114858,887.6,0.00018962
887.7,8.97E-05,887.7,0.000114856,887.7,0.000189618
887.8,8.97E-05,887.8,0.000114853,887.8,0.000189617
887.9,8.97E-05,887.9,0.000114851,887.9,0.000189616
888,8.97E-05,888,0.000114849,888,0.000189614
888.1,8.97E-05,888.1,0.000114847,888.1,0.000189613
888.2,8.97E-05,888.2,0.000114845,888.2,0.000189611
888.3,8.97E-05,888.3,0.000114843,888.3,0.00018961
888.4,8.97E-05,888.4,0.000114841,888.4,0.000189609
888.5,8.97E-05,888.5,0.000114838,888.5,0.000189607
888.6,8.97E-05,888.6,0.000114836,888.6,0.000189606
888.7,8.97E-05,888.7,0.000114834,888.7,0.000189605
888.8,8.97E-05,888.8,0.000114832,888.8,0.000189603
888.9,8.97E-05,888.9,0.00011483,888.9,0.000189602
889,8.97E-05,889,0.000114828,889,0.0001896
889.1,8.97E-05,889.1,0.000114826,889.1,0.000189599
889.2,8.97E-05,889.2,0.000114823,889.2,0.000189598
889.3,8.97E-05,889.3,0.000114821,889.3,0.000189596
889.4,8.97E-05,889.4,0.000114819,889.4,0.000189595
889.5,8.97E-05,889.5,0.000114817,889.5,0.000189593
889.6,8.97E-05,889.6,0.000114815,889.6,0.000189592
889.7,8.97E-05,889.7,0.000114813,889.7,0.000189591
889.8,8.97E-05,889.8,0.000114811,889.8,0.000189589
889.9,8.97E-05,889.9,0.000114809,889.9,0.000189588
890,8.97E-05,890,0.000114806,890,0.000189587
890.1,8.97E-05,890.1,0.000114804,890.1,0.000189585
890.2,8.97E-05,890.2,0.000114802,890.2,0.000189584
890.3,8.97E-05,890.3,0.0001148,890.3,0.000189582
890.4,8.97E-05,890.4,0.000114798,890.4,0.000189581
890.5,8.97E-05,890.5,0.000114796,890.5,0.00018958
890.6,8.97E-05,890.6,0.000114794,890.6,0.000189578
890.7,8.97E-05,890.7,0.000114792,890.7,0.000189577
890.8,8.97E-05,890.8,0.00011479,890.8,0.000189576
890.9,8.97E-05,890.9,0.000114787,890.9,0.000189574
891,8.97E-05,891,0.000114785,891,0.000189573
891.1,8.97E-05,891.1,0.000114783,891.1,0.000189572
891.2,8.97E-05,891.2,0.000114781,891.2,0.00018957
891.3,8.97E-05,891.3,0.000114779,891.3,0.000189569
891.4,8.97E-05,891.4,0.000114777,891.4,0.000189567
891.5,8.97E-05,891.5,0.000114775,891.5,0.000189566
891.6,8.97E-05,891.6,0.000114773,891.6,0.000189565
891.7,8.97E-05,891.7,0.000114771,891.7,0.000189563
891.8,8.97E-05,891.8,0.000114768,891.8,0.000189562
891.9,8.97E-05,891.9,0.000114766,891.9,0.000189561
892,8.97E-05,892,0.000114764,892,0.000189559
892.1,8.97E-05,892.1,0.000114762,892.1,0.000189558
892.2,8.97E-05,892.2,0.00011476,892.2,0.000189557
892.3,8.97E-05,892.3,0.000114758,892.3,0.000189555
892.4,8.97E-05,892.4,0.000114756,892.4,0.000189554
892.5,8.97E-05,892.5,0.000114754,892.5,0.000189552
892.6,8.97E-05,892.6,0.000114752,892.6,0.000189551
892.7,8.97E-05,892.7,0.00011475,892.7,0.00018955
892.8,8.96E-05,892.8,0.000114748,892.8,0.000189548
892.9,8.96E-05,892.9,0.000114745,892.9,0.000189547
893,8.96E-05,893,0.000114743,893,0.000189546
893.1,8.96E-05,893.1,0.000114741,893.1,0.000189544
893.2,8.96E-05,893.2,0.000114739,893.2,0.000189543
893.3,8.96E-05,893.3,0.000114737,893.3,0.000189542
893.4,8.96E-05,893.4,0.000114735,893.4,0.00018954
893.5,8.96E-05,893.5,0.000114733,893.5,0.000189539
893.6,8.96E-05,893.6,0.000114731,893.6,0.000189538
893.7,8.96E-05,893.7,0.000114729,893.7,0.000189536
893.8,8.96E-05,893.8,0.000114727,893.8,0.000189535
893.9,8.96E-05,893.9,0.000114725,893.9,0.000189533
894,8.96E-05,894,0.000114722,894,0.000189532
894.1,8.96E-05,894.1,0.00011472,894.1,0.000189531
894.2,8.96E-05,894.2,0.000114718,894.2,0.000189529
894.3,8.96E-05,894.3,0.000114716,894.3,0.000189528
894.4,8.96E-05,894.4,0.000114714,894.4,0.000189527
894.5,8.96E-05,894.5,0.000114712,894.5,0.000189525
894.6,8.96E-05,894.6,0.00011471,894.6,0.000189524
894.7,8.96E-05,894.7,0.000114708,894.7,0.000189523
894.8,8.96E-05,894.8,0.000114706,894.8,0.000189521
894.9,8.96E-05,894.9,0.000114704,894.9,0.00018952
895,8.96E-05,895,0.000114702,895,0.000189519
895.1,8.96E-05,895.1,0.0001147,895.1,0.000189517
895.2,8.96E-05,895.2,0.000114698,895.2,0.000189516
895.3,8.96E-05,895.3,0.000114696,895.3,0.000189515
895.4,8.96E-05,895.4,0.000114693,895.4,0.000189513
895.5,8.96E-05,895.5,0.000114691,895.5,0.000189512
895.6,8.96E-05,895.6,0.000114689,895.6,0.000189511
895.7,8.96E-05,895.7,0.000114687,895.7,0.000189509
895.8,8.96E-05,895.8,0.000114685,895.8,0.000189508
895.9,8.96E-05,895.9,0.000114683,895.9,0.000189507
896,8.96E-05,896,0.000114681,896,0.000189505
896.1,8.96E-05,896.1,0.000114679,896.1,0.000189504
896.2,8.96E-05,896.2,0.000114677,896.2,0.000189503
896.3,8.96E-05,896.3,0.000114675,896.3,0.000189501
896.4,8.96E-05,896.4,0.000114673,896.4,0.0001895
896.5,8.96E-05,896.5,0.000114671,896.5,0.000189499
896.6,8.96E-05,896.6,0.000114669,896.6,0.000189497
896.7,8.96E-05,896.7,0.000114667,896.7,0.000189496
896.8,8.96E-05,896.8,0.000114665,896.8,0.000189495
896.9,8.96E-05,896.9,0.000114663,896.9,0.000189493
897,8.96E-05,897,0.000114661,897,0.000189492
897.1,8.96E-05,897.1,0.000114659,897.1,0.000189491
897.2,8.96E-05,897.2,0.000114656,897.2,0.000189489
897.3,8.96E-05,897.3,0.000114654,897.3,0.000189488
897.4,8.96E-05,897.4,0.000114652,897.4,0.000189487
897.5,8.96E-05,897.5,0.00011465,897.5,0.000189485
897.6,8.96E-05,897.6,0.000114648,897.6,0.000189484
897.7,8.96E-05,897.7,0.000114646,897.7,0.000189483
897.8,8.96E-05,897.8,0.000114644,897.8,0.000189481
897.9,8.96E-05,897.9,0.000114642,897.9,0.00018948
898,8.96E-05,898,0.00011464,898,0.000189479
898.1,8.96E-05,898.1,0.000114638,898.1,0.000189477
898.2,8.96E-05,898.2,0.000114636,898.2,0.000189476
898.3,8.96E-05,898.3,0.000114634,898.3,0.000189475
898.4,8.96E-05,898.4,0.000114632,898.4,0.000189473
898.5,8.96E-05,898.5,0.00011463,898.5,0.000189472
898.6,8.96E-05,898.6,0.000114628,898.6,0.000189471
898.7,8.96E-05,898.7,0.000114626,898.7,0.00018947
898.8,8.96E-05,898.8,0.000114624,898.8,0.000189468
898.9,8.96E-05,898.9,0.000114622,898.9,0.000189467
899,8.96E-05,899,0.00011462,899,0.000189466
899.1,8.96E-05,899.1,0.000114618,899.1,0.000189464
899.2,8.96E-05,899.2,0.000114616,899.2,0.000189463
899.3,8.96E-05,899.3,0.000114614,899.3,0.000189462
899.4,8.96E-05,899.4,0.000114612,899.4,0.00018946
899.5,8.96E-05,899.5,0.00011461,899.5,0.000189459
899.6,8.96E-05,899.6,0.000114608,899.6,0.000189458
899.7,8.96E-05,899.7,0.000114606,899.7,0.000189456
899.8,8.96E-05,899.8,0.000114604,899.8,0.000189455
899.9,8.96E-05,899.9,0.000114602,899.9,0.000189454
900,8.96E-05,900,0.0001146,900,0.000189452
900.1,8.96E-05,900.1,0.000114598,900.1,0.000189451
900.2,8.96E-05,900.2,0.000114596,900.2,0.00018945
900.3,8.96E-05,900.3,0.000114594,900.3,0.000189449
900.4,8.96E-05,900.4,0.000114591,900.4,0.000189447
900.5,8.96E-05,900.5,0.000114589,900.5,0.000189446
900.6,8.95E-05,900.6,0.000114587,900.6,0.000189445
900.7,8.95E-05,900.7,0.000114585,900.7,0.000189443
900.8,8.95E-05,900.8,0.000114583,900.8,0.000189442
900.9,8.95E-05,900.9,0.000114581,900.9,0.000189441
901,8.95E-05,901,0.000114579,901,0.000189439
901.1,8.95E-05,901.1,0.000114577,901.1,0.000189438
901.2,8.95E-05,901.2,0.000114575,901.2,0.000189437
901.3,8.95E-05,901.3,0.000114573,901.3,0.000189436
901.4,8.95E-05,901.4,0.000114571,901.4,0.000189434
901.5,8.95E-05,901.5,0.000114569,901.5,0.000189433
901.6,8.95E-05,901.6,0.000114567,901.6,0.000189432
901.7,8.95E-05,901.7,0.000114565,901.7,0.00018943
901.8,8.95E-05,901.8,0.000114563,901.8,0.000189429
901.9,8.95E-05,901.9,0.000114561,901.9,0.000189428
902,8.95E-05,902,0.000114559,902,0.000189426
902.1,8.95E-05,902.1,0.000114557,902.1,0.000189425
902.2,8.95E-05,902.2,0.000114555,902.2,0.000189424
902.3,8.95E-05,902.3,0.000114553,902.3,0.000189423
902.4,8.95E-05,902.4,0.000114551,902.4,0.000189421
902.5,8.95E-05,902.5,0.000114549,902.5,0.00018942
902.6,8.95E-05,902.6,0.000114547,902.6,0.000189419
902.7,8.95E-05,902.7,0.000114545,902.7,0.000189417
902.8,8.95E-05,902.8,0.000114543,902.8,0.000189416
902.9,8.95E-05,902.9,0.000114541,902.9,0.000189415
903,8.95E-05,903,0.000114539,903,0.000189414
903.1,8.95E-05,903.1,0.000114537,903.1,0.000189412
903.2,8.95E-05,903.2,0.000114535,903.2,0.000189411
903.3,8.95E-05,903.3,0.000114533,903.3,0.00018941
903.4,8.95E-05,903.4,0.000114532,903.4,0.000189408
903.5,8.95E-05,903.5,0.00011453,903.5,0.000189407
903.6,8.95E-05,903.6,0.000114528,903.6,0.000189406
903.7,8.95E-05,903.7,0.000114526,903.7,0.000189405
903.8,8.95E-05,903.8,0.000114524,903.8,0.000189403
903.9,8.95E-05,903.9,0.000114522,903.9,0.000189402
904,8.95E-05,904,0.00011452,904,0.000189401
904.1,8.95E-05,904.1,0.000114518,904.1,0.000189399
904.2,8.95E-05,904.2,0.000114516,904.2,0.000189398
904.3,8.95E-05,904.3,0.000114514,904.3,0.000189397
904.4,8.95E-05,904.4,0.000114512,904.4,0.000189396
904.5,8.95E-05,904.5,0.00011451,904.5,0.000189394
904.6,8.95E-05,904.6,0.000114508,904.6,0.000189393
904.7,8.95E-05,904.7,0.000114506,904.7,0.000189392
904.8,8.95E-05,904.8,0.000114504,904.8,0.00018939
904.9,8.95E-05,904.9,0.000114502,904.9,0.000189389
905,8.95E-05,905,0.0001145,905,0.000189388
905.1,8.95E-05,905.1,0.000114498,905.1,0.000189387
905.2,8.95E-05,905.2,0.000114496,905.2,0.000189385
905.3,8.95E-05,905.3,0.000114494,905.3,0.000189384
905.4,8.95E-05,905.4,0.000114492,905.4,0.000189383
905.5,8.95E-05,905.5,0.00011449,905.5,0.000189382
905.6,8.95E-05,905.6,0.000114488,905.6,0.00018938
905.7,8.95E-05,905.7,0.000114486,905.7,0.000189379
905.8,8.95E-05,905.8,0.000114484,905.8,0.000189378
905.9,8.95E-05,905.9,0.000114482,905.9,0.000189376
906,8.95E-05,906,0.00011448,906,0.000189375
906.1,8.95E-05,906.1,0.000114478,906.1,0.000189374
906.2,8.95E-05,906.2,0.000114476,906.2,0.000189373
906.3,8.95E-05,906.3,0.000114474,906.3,0.000189371
906.4,8.95E-05,906.4,0.000114472,906.4,0.00018937
906.5,8.95E-05,906.5,0.00011447,906.5,0.000189369
906.6,8.95E-05,906.6,0.000114468,906.6,0.000189368
906.7,8.95E-05,906.7,0.000114467,906.7,0.000189366
906.8,8.95E-05,906.8,0.000114465,906.8,0.000189365
906.9,8.95E-05,906.9,0.000114463,906.9,0.000189364
907,8.95E-05,907,0.000114461,907,0.000189363
907.1,8.95E-05,907.1,0.000114459,907.1,0.000189361
907.2,8.95E-05,907.2,0.000114457,907.2,0.00018936
907.3,8.95E-05,907.3,0.000114455,907.3,0.000189359
907.4,8.95E-05,907.4,0.000114453,907.4,0.000189357
907.5,8.95E-05,907.5,0.000114451,907.5,0.000189356
907.6,8.95E-05,907.6,0.000114449,907.6,0.000189355
907.7,8.95E-05,907.7,0.000114447,907.7,0.000189354
907.8,8.95E-05,907.8,0.000114445,907.8,0.000189352
907.9,8.95E-05,907.9,0.000114443,907.9,0.000189351
908,8.95E-05,908,0.000114441,908,0.00018935
908.1,8.95E-05,908.1,0.000114439,908.1,0.000189349
908.2,8.95E-05,908.2,0.000114437,908.2,0.000189347
908.3,8.95E-05,908.3,0.000114435,908.3,0.000189346
908.4,8.95E-05,908.4,0.000114433,908.4,0.000189345
908.5,8.95E-05,908.5,0.000114432,908.5,0.000189344
908.6,8.95E-05,908.6,0.00011443,908.6,0.000189342
908.7,8.94E-05,908.7,0.000114428,908.7,0.000189341
908.8,8.94E-05,908.8,0.000114426,908.8,0.00018934
908.9,8.94E-05,908.9,0.000114424,908.9,0.000189339
909,8.94E-05,909,0.000114422,909,0.000189337
909.1,8.94E-05,909.1,0.00011442,909.1,0.000189336
909.2,8.94E-05,909.2,0.000114418,909.2,0.000189335
909.3,8.94E-05,909.3,0.000114416,909.3,0.000189334
909.4,8.94E-05,909.4,0.000114414,909.4,0.000189332
909.5,8.94E-05,909.5,0.000114412,909.5,0.000189331
909.6,8.94E-05,909.6,0.00011441,909.6,0.00018933
909.7,8.94E-05,909.7,0.000114408,909.7,0.000189329
909.8,8.94E-05,909.8,0.000114406,909.8,0.000189327
909.9,8.94E-05,909.9,0.000114405,909.9,0.000189326
910,8.94E-05,910,0.000114403,910,0.000189325
910.1,8.94E-05,910.1,0.000114401,910.1,0.000189324
910.2,8.94E-05,910.2,0.000114399,910.2,0.000189322
910.3,8.94E-05,910.3,0.000114397,910.3,0.000189321
910.4,8.94E-05,910.4,0.000114395,910.4,0.00018932
910.5,8.94E-05,910.5,0.000114393,910.5,0.000189319
910.6,8.94E-05,910.6,0.000114391,910.6,0.000189318
910.7,8.94E-05,910.7,0.000114389,910.7,0.000189316
910.8,8.94E-05,910.8,0.000114387,910.8,0.000189315
910.9,8.94E-05,910.9,0.000114385,910.9,0.000189314
911,8.94E-05,911,0.000114383,911,0.000189313
911.1,8.94E-05,911.1,0.000114382,911.1,0.000189311
911.2,8.94E-05,911.2,0.00011438,911.2,0.00018931
911.3,8.94E-05,911.3,0.000114378,911.3,0.000189309
911.4,8.94E-05,911.4,0.000114376,911.4,0.000189308
911.5,8.94E-05,911.5,0.000114374,911.5,0.000189306
911.6,8.94E-05,911.6,0.000114372,911.6,0.000189305
911.7,8.94E-05,911.7,0.00011437,911.7,0.000189304
911.8,8.94E-05,911.8,0.000114368,911.8,0.000189303
911.9,8.94E-05,911.9,0.000114366,911.9,0.000189301
912,8.94E-05,912,0.000114364,912,0.0001893
912.1,8.94E-05,912.1,0.000114362,912.1,0.000189299
912.2,8.94E-05,912.2,0.000114361,912.2,0.000189298
912.3,8.94E-05,912.3,0.000114359,912.3,0.000189297
912.4,8.94E-05,912.4,0.000114357,912.4,0.000189295
912.5,8.94E-05,912.5,0.000114355,912.5,0.000189294
912.6,8.94E-05,912.6,0.000114353,912.6,0.000189293
912.7,8.94E-05,912.7,0.000114351,912.7,0.000189292
912.8,8.94E-05,912.8,0.000114349,912.8,0.00018929
912.9,8.94E-05,912.9,0.000114347,912.9,0.000189289
913,8.94E-05,913,0.000114345,913,0.000189288
913.1,8.94E-05,913.1,0.000114344,913.1,0.000189287
913.2,8.94E-05,913.2,0.000114342,913.2,0.000189285
913.3,8.94E-05,913.3,0.00011434,913.3,0.000189284
913.4,8.94E-05,913.4,0.000114338,913.4,0.000189283
913.5,8.94E-05,913.5,0.000114336,913.5,0.000189282
913.6,8.94E-05,913.6,0.000114334,913.6,0.000189281
913.7,8.94E-05,913.7,0.000114332,913.7,0.000189279
913.8,8.94E-05,913.8,0.00011433,913.8,0.000189278
913.9,8.94E-05,913.9,0.000114328,913.9,0.000189277
914,8.94E-05,914,0.000114327,914,0.000189276
914.1,8.94E-05,914.1,0.000114325,914.1,0.000189274
914.2,8.94E-05,914.2,0.000114323,914.2,0.000189273
914.3,8.94E-05,914.3,0.000114321,914.3,0.000189272
914.4,8.94E-05,914.4,0.000114319,914.4,0.000189271
914.5,8.94E-05,914.5,0.000114317,914.5,0.00018927
914.6,8.94E-05,914.6,0.000114315,914.6,0.000189268
914.7,8.94E-05,914.7,0.000114313,914.7,0.000189267
914.8,8.94E-05,914.8,0.000114312,914.8,0.000189266
914.9,8.94E-05,914.9,0.00011431,914.9,0.000189265
915,8.94E-05,915,0.000114308,915,0.000189264
915.1,8.94E-05,915.1,0.000114306,915.1,0.000189262
915.2,8.94E-05,915.2,0.000114304,915.2,0.000189261
915.3,8.94E-05,915.3,0.000114302,915.3,0.00018926
915.4,8.94E-05,915.4,0.0001143,915.4,0.000189259
915.5,8.94E-05,915.5,0.000114298,915.5,0.000189257
915.6,8.94E-05,915.6,0.000114297,915.6,0.000189256
915.7,8.94E-05,915.7,0.000114295,915.7,0.000189255
915.8,8.94E-05,915.8,0.000114293,915.8,0.000189254
915.9,8.94E-05,915.9,0.000114291,915.9,0.000189253
916,8.94E-05,916,0.000114289,916,0.000189251
916.1,8.94E-05,916.1,0.000114287,916.1,0.00018925
916.2,8.94E-05,916.2,0.000114285,916.2,0.000189249
916.3,8.94E-05,916.3,0.000114283,916.3,0.000189248
916.4,8.94E-05,916.4,0.000114282,916.4,0.000189247
916.5,8.94E-05,916.5,0.00011428,916.5,0.000189245
916.6,8.94E-05,916.6,0.000114278,916.6,0.000189244
916.7,8.94E-05,916.7,0.000114276,916.7,0.000189243
916.8,8.94E-05,916.8,0.000114274,916.8,0.000189242
916.9,8.94E-05,916.9,0.000114272,916.9,0.000189241
917,8.94E-05,917,0.00011427,917,0.000189239
917.1,8.93E-05,917.1,0.000114269,917.1,0.000189238
917.2,8.93E-05,917.2,0.000114267,917.2,0.000189237
917.3,8.93E-05,917.3,0.000114265,917.3,0.000189236
917.4,8.93E-05,917.4,0.000114263,917.4,0.000189235
917.5,8.93E-05,917.5,0.000114261,917.5,0.000189233
917.6,8.93E-05,917.6,0.000114259,917.6,0.000189232
917.7,8.93E-05,917.7,0.000114257,917.7,0.000189231
917.8,8.93E-05,917.8,0.000114256,917.8,0.00018923
917.9,8.93E-05,917.9,0.000114254,917.9,0.000189229
918,8.93E-05,918,0.000114252,918,0.000189227
918.1,8.93E-05,918.1,0.00011425,918.1,0.000189226
918.2,8.93E-05,918.2,0.000114248,918.2,0.000189225
918.3,8.93E-05,918.3,0.000114246,918.3,0.000189224
918.4,8.93E-05,918.4,0.000114245,918.4,0.000189223
918.5,8.93E-05,918.5,0.000114243,918.5,0.000189221
918.6,8.93E-05,918.6,0.000114241,918.6,0.00018922
918.7,8.93E-05,918.7,0.000114239,918.7,0.000189219
918.8,8.93E-05,918.8,0.000114237,918.8,0.000189218
918.9,8.93E-05,918.9,0.000114235,918.9,0.000189217
919,8.93E-05,919,0.000114234,919,0.000189216
919.1,8.93E-05,919.1,0.000114232,919.1,0.000189214
919.2,8.93E-05,919.2,0.00011423,919.2,0.000189213
919.3,8.93E-05,919.3,0.000114228,919.3,0.000189212
919.4,8.93E-05,919.4,0.000114226,919.4,0.000189211
919.5,8.93E-05,919.5,0.000114224,919.5,0.00018921
919.6,8.93E-05,919.6,0.000114223,919.6,0.000189208
919.7,8.93E-05,919.7,0.000114221,919.7,0.000189207
919.8,8.93E-05,919.8,0.000114219,919.8,0.000189206
919.9,8.93E-05,919.9,0.000114217,919.9,0.000189205
920,8.93E-05,920,0.000114215,920,0.000189204
920.1,8.93E-05,920.1,0.000114213,920.1,0.000189202
920.2,8.93E-05,920.2,0.000114212,920.2,0.000189201
920.3,8.93E-05,920.3,0.00011421,920.3,0.0001892
920.4,8.93E-05,920.4,0.000114208,920.4,0.000189199
920.5,8.93E-05,920.5,0.000114206,920.5,0.000189198
920.6,8.93E-05,920.6,0.000114204,920.6,0.000189197
920.7,8.93E-05,920.7,0.000114202,920.7,0.000189195
920.8,8.93E-05,920.8,0.000114201,920.8,0.000189194
920.9,8.93E-05,920.9,0.000114199,920.9,0.000189193
921,8.93E-05,921,0.000114197,921,0.000189192
921.1,8.93E-05,921.1,0.000114195,921.1,0.000189191
921.2,8.93E-05,921.2,0.000114193,921.2,0.00018919
921.3,8.93E-05,921.3,0.000114192,921.3,0.000189188
921.4,8.93E-05,921.4,0.00011419,921.4,0.000189187
921.5,8.93E-05,921.5,0.000114188,921.5,0.000189186
921.6,8.93E-05,921.6,0.000114186,921.6,0.000189185
921.7,8.93E-05,921.7,0.000114184,921.7,0.000189184
921.8,8.93E-05,921.8,0.000114182,921.8,0.000189182
921.9,8.93E-05,921.9,0.000114181,921.9,0.000189181
922,8.93E-05,922,0.000114179,922,0.00018918
922.1,8.93E-05,922.1,0.000114177,922.1,0.000189179
922.2,8.93E-05,922.2,0.000114175,922.2,0.000189178
922.3,8.93E-05,922.3,0.000114173,922.3,0.000189177
922.4,8.93E-05,922.4,0.000114172,922.4,0.000189175
922.5,8.93E-05,922.5,0.00011417,922.5,0.000189174
922.6,8.93E-05,922.6,0.000114168,922.6,0.000189173
922.7,8.93E-05,922.7,0.000114166,922.7,0.000189172
922.8,8.93E-05,922.8,0.000114164,922.8,0.000189171
922.9,8.93E-05,922.9,0.000114163,922.9,0.00018917
923,8.93E-05,923,0.000114161,923,0.000189168
923.1,8.93E-05,923.1,0.000114159,923.1,0.000189167
923.2,8.93E-05,923.2,0.000114157,923.2,0.000189166
923.3,8.93E-05,923.3,0.000114155,923.3,0.000189165
923.4,8.93E-05,923.4,0.000114154,923.4,0.000189164
923.5,8.93E-05,923.5,0.000114152,923.5,0.000189163
923.6,8.93E-05,923.6,0.00011415,923.6,0.000189161
923.7,8.93E-05,923.7,0.000114148,923.7,0.00018916
923.8,8.93E-05,923.8,0.000114146,923.8,0.000189159
923.9,8.93E-05,923.9,0.000114145,923.9,0.000189158
924,8.93E-05,924,0.000114143,924,0.000189157
924.1,8.93E-05,924.1,0.000114141,924.1,0.000189156
924.2,8.93E-05,924.2,0.000114139,924.2,0.000189155
924.3,8.93E-05,924.3,0.000114137,924.3,0.000189153
924.4,8.93E-05,924.4,0.000114136,924.4,0.000189152
924.5,8.93E-05,924.5,0.000114134,924.5,0.000189151
924.6,8.93E-05,924.6,0.000114132,924.6,0.00018915
924.7,8.93E-05,924.7,0.00011413,924.7,0.000189149
924.8,8.93E-05,924.8,0.000114128,924.8,0.000189148
924.9,8.93E-05,924.9,0.000114127,924.9,0.000189146
925,8.93E-05,925,0.000114125,925,0.000189145
925.1,8.93E-05,925.1,0.000114123,925.1,0.000189144
925.2,8.93E-05,925.2,0.000114121,925.2,0.000189143
925.3,8.93E-05,925.3,0.00011412,925.3,0.000189142
925.4,8.93E-05,925.4,0.000114118,925.4,0.000189141
925.5,8.93E-05,925.5,0.000114116,925.5,0.00018914
925.6,8.93E-05,925.6,0.000114114,925.6,0.000189138
925.7,8.93E-05,925.7,0.000114112,925.7,0.000189137
925.8,8.93E-05,925.8,0.000114111,925.8,0.000189136
925.9,8.92E-05,925.9,0.000114109,925.9,0.000189135
926,8.92E-05,926,0.000114107,926,0.000189134
926.1,8.92E-05,926.1,0.000114105,926.1,0.000189133
926.2,8.92E-05,926.2,0.000114104,926.2,0.000189131
926.3,8.92E-05,926.3,0.000114102,926.3,0.00018913
926.4,8.92E-05,926.4,0.0001141,926.4,0.000189129
926.5,8.92E-05,926.5,0.000114098,926.5,0.000189128
926.6,8.92E-05,926.6,0.000114096,926.6,0.000189127
926.7,8.92E-05,926.7,0.000114095,926.7,0.000189126
926.8,8.92E-05,926.8,0.000114093,926.8,0.000189125
926.9,8.92E-05,926.9,0.000114091,926.9,0.000189123
927,8.92E-05,927,0.000114089,927,0.000189122
927.1,8.92E-05,927.1,0.000114088,927.1,0.000189121
927.2,8.92E-05,927.2,0.000114086,927.2,0.00018912
927.3,8.92E-05,927.3,0.000114084,927.3,0.000189119
927.4,8.92E-05,927.4,0.000114082,927.4,0.000189118
927.5,8.92E-05,927.5,0.000114081,927.5,0.000189117
927.6,8.92E-05,927.6,0.000114079,927.6,0.000189115
927.7,8.92E-05,927.7,0.000114077,927.7,0.000189114
927.8,8.92E-05,927.8,0.000114075,927.8,0.000189113
927.9,8.92E-05,927.9,0.000114074,927.9,0.000189112
928,8.92E-05,928,0.000114072,928,0.000189111
928.1,8.92E-05,928.1,0.00011407,928.1,0.00018911
928.2,8.92E-05,928.2,0.000114068,928.2,0.000189109
928.3,8.92E-05,928.3,0.000114067,928.3,0.000189108
928.4,8.92E-05,928.4,0.000114065,928.4,0.000189106
928.5,8.92E-05,928.5,0.000114063,928.5,0.000189105
928.6,8.92E-05,928.6,0.000114061,928.6,0.000189104
928.7,8.92E-05,928.7,0.00011406,928.7,0.000189103
928.8,8.92E-05,928.8,0.000114058,928.8,0.000189102
928.9,8.92E-05,928.9,0.000114056,928.9,0.000189101
929,8.92E-05,929,0.000114054,929,0.0001891
929.1,8.92E-05,929.1,0.000114053,929.1,0.000189098
929.2,8.92E-05,929.2,0.000114051,929.2,0.000189097
929.3,8.92E-05,929.3,0.000114049,929.3,0.000189096
929.4,8.92E-05,929.4,0.000114047,929.4,0.000189095
929.5,8.92E-05,929.5,0.000114046,929.5,0.000189094
929.6,8.92E-05,929.6,0.000114044,929.6,0.000189093
929.7,8.92E-05,929.7,0.000114042,929.7,0.000189092
929.8,8.92E-05,929.8,0.00011404,929.8,0.000189091
929.9,8.92E-05,929.9,0.000114039,929.9,0.000189089
930,8.92E-05,930,0.000114037,930,0.000189088
930.1,8.92E-05,930.1,0.000114035,930.1,0.000189087
930.2,8.92E-05,930.2,0.000114033,930.2,0.000189086
930.3,8.92E-05,930.3,0.000114032,930.3,0.000189085
930.4,8.92E-05,930.4,0.00011403,930.4,0.000189084
930.5,8.92E-05,930.5,0.000114028,930.5,0.000189083
930.6,8.92E-05,930.6,0.000114026,930.6,0.000189082
930.7,8.92E-05,930.7,0.000114025,930.7,0.00018908
930.8,8.92E-05,930.8,0.000114023,930.8,0.000189079
930.9,8.92E-05,930.9,0.000114021,930.9,0.000189078
931,8.92E-05,931,0.000114019,931,0.000189077
931.1,8.92E-05,931.1,0.000114018,931.1,0.000189076
931.2,8.92E-05,931.2,0.000114016,931.2,0.000189075
931.3,8.92E-05,931.3,0.000114014,931.3,0.000189074
931.4,8.92E-05,931.4,0.000114013,931.4,0.000189073
931.5,8.92E-05,931.5,0.000114011,931.5,0.000189071
931.6,8.92E-05,931.6,0.000114009,931.6,0.00018907
931.7,8.92E-05,931.7,0.000114007,931.7,0.000189069
931.8,8.92E-05,931.8,0.000114006,931.8,0.000189068
