Inactivation: Test Potentials (mV),Calcium Concenteration = 1e-9 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 3e-9 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 1e-8 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 3e-8 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 1e-7 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 3e-7 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.000001 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.000003 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.00001 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.00003 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.0001 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.0003 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.001 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.003 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.01 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.03 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.1 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.3 mM
-90.01,1,-90.01,1,-90.01,1,-90.01,1,-90.01,1,-90.01,1,-90.01,0.999999,-90.01,0.999996,-90.01,0.999985,-90.01,0.999956,-90.01,0.999848,-90.01,0.999428,-90.01,0.993888,-90.01,0.938728,-90.01,0.769652,-90.01,0.232836,-90.01,0.163844,-90.01,0.107233
-88.01,0.997697,-88.01,0.997697,-88.01,0.997697,-88.01,0.997697,-88.01,0.997697,-88.01,0.997696,-88.01,0.997695,-88.01,0.997692,-88.01,0.997682,-88.01,0.997653,-88.01,0.997545,-88.01,0.997123,-88.01,0.991489,-88.01,0.935124,-88.01,0.765605,-88.01,0.231622,-88.01,0.162995,-88.01,0.106678
-86.01,0.994962,-86.01,0.994962,-86.01,0.994962,-86.01,0.994962,-86.01,0.994962,-86.01,0.994961,-86.01,0.99496,-86.01,0.994957,-86.01,0.994947,-86.01,0.994918,-86.01,0.994811,-86.01,0.994385,-86.01,0.988638,-86.01,0.930823,-86.01,0.760776,-86.01,0.230173,-86.01,0.161983,-86.01,0.106015
-84.01,0.991717,-84.01,0.991717,-84.01,0.991717,-84.01,0.991717,-84.01,0.991717,-84.01,0.991717,-84.01,0.991716,-84.01,0.991713,-84.01,0.991703,-84.01,0.991673,-84.01,0.991566,-84.01,0.991138,-84.01,0.985254,-84.01,0.925697,-84.01,0.755023,-84.01,0.228447,-84.01,0.160776,-84.01,0.105225
-82.01,0.987872,-82.01,0.987872,-82.01,0.987872,-82.01,0.987872,-82.01,0.987872,-82.01,0.987872,-82.01,0.987871,-82.01,0.987868,-82.01,0.987858,-82.01,0.987829,-82.01,0.987722,-82.01,0.98729,-82.01,0.98124,-82.01,0.919597,-82.01,0.748181,-82.01,0.226395,-82.01,0.159342,-82.01,0.104287
-80.01,0.983322,-80.01,0.983322,-80.01,0.983322,-80.01,0.983322,-80.01,0.983322,-80.01,0.983322,-80.01,0.983321,-80.01,0.983318,-80.01,0.983308,-80.01,0.983279,-80.01,0.983172,-80.01,0.982736,-80.01,0.976487,-80.01,0.91235,-80.01,0.740068,-80.01,0.223961,-80.01,0.157641,-80.01,0.103174
-78.01,0.977946,-78.01,0.977946,-78.01,0.977946,-78.01,0.977946,-78.01,0.977946,-78.01,0.977945,-78.01,0.977944,-78.01,0.977941,-78.01,0.977931,-78.01,0.977902,-78.01,0.977796,-78.01,0.977355,-78.01,0.970867,-78.01,0.903761,-78.01,0.730476,-78.01,0.221084,-78.01,0.15563,-78.01,0.101858
-76.01,0.971606,-76.01,0.971606,-76.01,0.971606,-76.01,0.971606,-76.01,0.971606,-76.01,0.971605,-76.01,0.971604,-76.01,0.971601,-76.01,0.971591,-76.01,0.971563,-76.01,0.971457,-76.01,0.971009,-76.01,0.964235,-76.01,0.893612,-76.01,0.719185,-76.01,0.217698,-76.01,0.153264,-76.01,0.100309
-74.01,0.964147,-74.01,0.964147,-74.01,0.964147,-74.01,0.964147,-74.01,0.964146,-74.01,0.964146,-74.01,0.964145,-74.01,0.964142,-74.01,0.964132,-74.01,0.964104,-74.01,0.963998,-74.01,0.963543,-74.01,0.956429,-74.01,0.881668,-74.01,0.705964,-74.01,0.213735,-74.01,0.150494,-74.01,0.0984967
-72.01,0.955396,-72.01,0.955396,-72.01,0.955396,-72.01,0.955396,-72.01,0.955396,-72.01,0.955396,-72.01,0.955395,-72.01,0.955392,-72.01,0.955382,-72.01,0.955354,-72.01,0.955249,-72.01,0.954785,-72.01,0.947268,-72.01,0.867683,-72.01,0.690589,-72.01,0.209127,-72.01,0.147274,-72.01,0.0963895
-70.01,0.945169,-70.01,0.945169,-70.01,0.945169,-70.01,0.945169,-70.01,0.945168,-70.01,0.945168,-70.01,0.945167,-70.01,0.945164,-70.01,0.945155,-70.01,0.945127,-70.01,0.945022,-70.01,0.944548,-70.01,0.936561,-70.01,0.851422,-70.01,0.672864,-70.01,0.203817,-70.01,0.143564,-70.01,0.0939611
-68.01,0.933271,-68.01,0.933271,-68.01,0.933271,-68.01,0.933271,-68.01,0.933271,-68.01,0.933271,-68.01,0.93327,-68.01,0.933267,-68.01,0.933257,-68.01,0.93323,-68.01,0.933126,-68.01,0.932639,-68.01,0.924111,-68.01,0.832679,-68.01,0.65265,-68.01,0.197764,-68.01,0.139336,-68.01,0.0911936
-66.01,0.919517,-66.01,0.919517,-66.01,0.919517,-66.01,0.919517,-66.01,0.919517,-66.01,0.919517,-66.01,0.919516,-66.01,0.919513,-66.01,0.919504,-66.01,0.919476,-66.01,0.919373,-66.01,0.918873,-66.01,0.909733,-66.01,0.811314,-66.01,0.6299,-66.01,0.190956,-66.01,0.134579,-66.01,0.0880809
-64.01,0.903748,-64.01,0.903748,-64.01,0.903748,-64.01,0.903748,-64.01,0.903748,-64.01,0.903748,-64.01,0.903747,-64.01,0.903744,-64.01,0.903735,-64.01,0.903708,-64.01,0.903606,-64.01,0.903091,-64.01,0.893275,-64.01,0.787285,-64.01,0.604689,-64.01,0.183414,-64.01,0.129311,-64.01,0.0846333
