Inactivation: Test Potentials (mV),Calcium Concenteration = 1e-9 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 3e-9 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 1e-8 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 3e-8 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 1e-7 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 3e-7 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.000001 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.000003 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.00001 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.00003 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.0001 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.0003 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.001 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.003 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.01 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.03 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.1 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.3 mM
-90.01,1,-90.01,0.999999,-90.01,0.999998,-90.01,0.999992,-90.01,0.999974,-90.01,0.999922,-90.01,0.999741,-90.01,0.999222,-90.01,0.997412,-90.01,0.992295,-90.01,0.974969,-90.01,0.929846,-90.01,0.807687,-90.01,0.608389,-90.01,0.372066,-90.01,0.237127,-90.01,0.175167,-90.01,0.155745
-88.01,1,-88.01,0.999999,-88.01,0.999998,-88.01,0.999992,-88.01,0.999974,-88.01,0.999922,-88.01,0.999741,-88.01,0.999222,-88.01,0.997412,-88.01,0.992295,-88.01,0.974969,-88.01,0.929846,-88.01,0.807687,-88.01,0.608389,-88.01,0.372066,-88.01,0.237127,-88.01,0.175167,-88.01,0.155745
-86.01,1,-86.01,0.999999,-86.01,0.999998,-86.01,0.999992,-86.01,0.999974,-86.01,0.999922,-86.01,0.999741,-86.01,0.999222,-86.01,0.997412,-86.01,0.992295,-86.01,0.974969,-86.01,0.929846,-86.01,0.807687,-86.01,0.608389,-86.01,0.372066,-86.01,0.237127,-86.01,0.175167,-86.01,0.155745
-84.01,1,-84.01,0.999999,-84.01,0.999998,-84.01,0.999992,-84.01,0.999974,-84.01,0.999922,-84.01,0.999741,-84.01,0.999222,-84.01,0.997412,-84.01,0.992295,-84.01,0.974969,-84.01,0.929846,-84.01,0.807687,-84.01,0.608389,-84.01,0.372066,-84.01,0.237127,-84.01,0.175167,-84.01,0.155745
-82.01,1,-82.01,0.999999,-82.01,0.999998,-82.01,0.999992,-82.01,0.999974,-82.01,0.999922,-82.01,0.999741,-82.01,0.999222,-82.01,0.997412,-82.01,0.992295,-82.01,0.974969,-82.01,0.929846,-82.01,0.807687,-82.01,0.608389,-82.01,0.372066,-82.01,0.237127,-82.01,0.175167,-82.01,0.155745
-80.01,1,-80.01,0.999999,-80.01,0.999998,-80.01,0.999992,-80.01,0.999974,-80.01,0.999922,-80.01,0.999741,-80.01,0.999222,-80.01,0.997412,-80.01,0.992295,-80.01,0.974969,-80.01,0.929846,-80.01,0.807687,-80.01,0.608389,-80.01,0.372066,-80.01,0.237127,-80.01,0.175167,-80.01,0.155745
-78.01,1,-78.01,0.999999,-78.01,0.999998,-78.01,0.999992,-78.01,0.999974,-78.01,0.999922,-78.01,0.999741,-78.01,0.999222,-78.01,0.997412,-78.01,0.992295,-78.01,0.974969,-78.01,0.929846,-78.01,0.807687,-78.01,0.608389,-78.01,0.372066,-78.01,0.237127,-78.01,0.175167,-78.01,0.155745
-76.01,1,-76.01,0.999999,-76.01,0.999998,-76.01,0.999992,-76.01,0.999974,-76.01,0.999922,-76.01,0.999741,-76.01,0.999222,-76.01,0.997412,-76.01,0.992295,-76.01,0.974969,-76.01,0.929846,-76.01,0.807687,-76.01,0.608389,-76.01,0.372066,-76.01,0.237127,-76.01,0.175167,-76.01,0.155745
-74.01,1,-74.01,0.999999,-74.01,0.999998,-74.01,0.999992,-74.01,0.999974,-74.01,0.999922,-74.01,0.999741,-74.01,0.999222,-74.01,0.997412,-74.01,0.992295,-74.01,0.974969,-74.01,0.929846,-74.01,0.807687,-74.01,0.608389,-74.01,0.372066,-74.01,0.237127,-74.01,0.175167,-74.01,0.155745
-72.01,1,-72.01,0.999999,-72.01,0.999998,-72.01,0.999992,-72.01,0.999974,-72.01,0.999922,-72.01,0.999741,-72.01,0.999222,-72.01,0.997412,-72.01,0.992295,-72.01,0.974969,-72.01,0.929846,-72.01,0.807687,-72.01,0.608389,-72.01,0.372066,-72.01,0.237127,-72.01,0.175167,-72.01,0.155745
