Inactivation: Test Potentials (mV),Calcium Concenteration = 1e-9 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 3e-9 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 1e-8 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 3e-8 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 1e-7 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 3e-7 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.000001 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.000003 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.00001 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.00003 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.0001 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.0003 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.001 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.003 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.01 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.03 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.1 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.3 mM
-90.01,1,-90.01,1,-90.01,1,-90.01,1,-90.01,1,-90.01,1,-90.01,1,-90.01,1,-90.01,1,-90.01,1,-90.01,1,-90.01,1,-90.01,1,-90.01,1,-90.01,1,-90.01,1,-90.01,1,-90.01,1
-88.01,0.995349,-88.01,0.995349,-88.01,0.995349,-88.01,0.995349,-88.01,0.995349,-88.01,0.995349,-88.01,0.995349,-88.01,0.995349,-88.01,0.995349,-88.01,0.995349,-88.01,0.995349,-88.01,0.995349,-88.01,0.995349,-88.01,0.995349,-88.01,0.995349,-88.01,0.995349,-88.01,0.995349,-88.01,0.995349
-86.01,0.989775,-86.01,0.989775,-86.01,0.989775,-86.01,0.989775,-86.01,0.989775,-86.01,0.989775,-86.01,0.989775,-86.01,0.989775,-86.01,0.989775,-86.01,0.989775,-86.01,0.989775,-86.01,0.989775,-86.01,0.989775,-86.01,0.989775,-86.01,0.989775,-86.01,0.989775,-86.01,0.989775,-86.01,0.989775
-84.01,0.983111,-84.01,0.983111,-84.01,0.983111,-84.01,0.983111,-84.01,0.983111,-84.01,0.983111,-84.01,0.983111,-84.01,0.983111,-84.01,0.983111,-84.01,0.983111,-84.01,0.983111,-84.01,0.983111,-84.01,0.983111,-84.01,0.983111,-84.01,0.983111,-84.01,0.983111,-84.01,0.983111,-84.01,0.983111
-82.01,0.975163,-82.01,0.975163,-82.01,0.975163,-82.01,0.975163,-82.01,0.975163,-82.01,0.975163,-82.01,0.975163,-82.01,0.975163,-82.01,0.975163,-82.01,0.975163,-82.01,0.975163,-82.01,0.975163,-82.01,0.975163,-82.01,0.975163,-82.01,0.975163,-82.01,0.975163,-82.01,0.975163,-82.01,0.975163
-80.01,0.96571,-80.01,0.96571,-80.01,0.96571,-80.01,0.96571,-80.01,0.96571,-80.01,0.96571,-80.01,0.96571,-80.01,0.96571,-80.01,0.96571,-80.01,0.96571,-80.01,0.96571,-80.01,0.96571,-80.01,0.96571,-80.01,0.96571,-80.01,0.96571,-80.01,0.96571,-80.01,0.96571,-80.01,0.96571
-78.01,0.954505,-78.01,0.954505,-78.01,0.954505,-78.01,0.954505,-78.01,0.954505,-78.01,0.954505,-78.01,0.954505,-78.01,0.954505,-78.01,0.954505,-78.01,0.954505,-78.01,0.954505,-78.01,0.954505,-78.01,0.954505,-78.01,0.954505,-78.01,0.954505,-78.01,0.954505,-78.01,0.954505,-78.01,0.954505
-76.01,0.941273,-76.01,0.941273,-76.01,0.941273,-76.01,0.941273,-76.01,0.941273,-76.01,0.941273,-76.01,0.941273,-76.01,0.941273,-76.01,0.941273,-76.01,0.941273,-76.01,0.941273,-76.01,0.941273,-76.01,0.941273,-76.01,0.941273,-76.01,0.941273,-76.01,0.941273,-76.01,0.941273,-76.01,0.941273
-74.01,0.925717,-74.01,0.925717,-74.01,0.925717,-74.01,0.925717,-74.01,0.925717,-74.01,0.925717,-74.01,0.925717,-74.01,0.925717,-74.01,0.925717,-74.01,0.925717,-74.01,0.925717,-74.01,0.925717,-74.01,0.925717,-74.01,0.925717,-74.01,0.925717,-74.01,0.925717,-74.01,0.925717,-74.01,0.925717
-72.01,0.907522,-72.01,0.907522,-72.01,0.907522,-72.01,0.907522,-72.01,0.907522,-72.01,0.907522,-72.01,0.907522,-72.01,0.907522,-72.01,0.907522,-72.01,0.907522,-72.01,0.907522,-72.01,0.907522,-72.01,0.907522,-72.01,0.907522,-72.01,0.907522,-72.01,0.907522,-72.01,0.907522,-72.01,0.907522
