Inactivation: Test Potentials (mV),Calcium Concenteration = 1e-9 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 3e-9 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 1e-8 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 3e-8 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 1e-7 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 3e-7 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.000001 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.000003 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.00001 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.00003 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.0001 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.0003 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.001 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.003 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.01 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.03 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.1 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.3 mM
-90.01,1,-90.01,1,-90.01,0.999999,-90.01,0.999996,-90.01,0.999986,-90.01,0.999957,-90.01,0.999857,-90.01,0.99957,-90.01,0.998568,-90.01,0.995717,-90.01,0.985865,-90.01,0.958755,-90.01,0.874546,-90.01,0.698911,-90.01,0.409629,-90.01,0.186246,-90.01,0.0620278,-90.01,0.0192539
-88.01,0.999516,-88.01,0.999515,-88.01,0.999514,-88.01,0.999511,-88.01,0.999501,-88.01,0.999473,-88.01,0.999372,-88.01,0.999086,-88.01,0.998085,-88.01,0.995235,-88.01,0.985387,-88.01,0.958291,-88.01,0.874123,-88.01,0.698573,-88.01,0.409431,-88.01,0.186156,-88.01,0.0619978,-88.01,0.0192445
-86.01,0.998903,-86.01,0.998903,-86.01,0.998902,-86.01,0.998899,-86.01,0.998889,-86.01,0.998861,-86.01,0.99876,-86.01,0.998474,-86.01,0.997473,-86.01,0.994625,-86.01,0.984783,-86.01,0.957704,-86.01,0.873587,-86.01,0.698145,-86.01,0.40918,-86.01,0.186042,-86.01,0.0619598,-86.01,0.0192327
-84.01,0.998131,-84.01,0.998131,-84.01,0.99813,-84.01,0.998127,-84.01,0.998117,-84.01,0.998088,-84.01,0.997988,-84.01,0.997702,-84.01,0.996702,-84.01,0.993856,-84.01,0.984022,-84.01,0.956963,-84.01,0.872912,-84.01,0.697605,-84.01,0.408864,-84.01,0.185898,-84.01,0.0619119,-84.01,0.0192179
-82.01,0.997159,-82.01,0.997159,-82.01,0.997158,-82.01,0.997155,-82.01,0.997145,-82.01,0.997116,-82.01,0.997016,-82.01,0.99673,-82.01,0.995731,-82.01,0.992888,-82.01,0.983063,-82.01,0.956031,-82.01,0.872062,-82.01,0.696925,-82.01,0.408465,-82.01,0.185717,-82.01,0.0618516,-82.01,0.0191991
-80.01,0.995937,-80.01,0.995936,-80.01,0.995935,-80.01,0.995932,-80.01,0.995922,-80.01,0.995894,-80.01,0.995794,-80.01,0.995509,-80.01,0.994511,-80.01,0.991671,-80.01,0.981859,-80.01,0.954859,-80.01,0.870993,-80.01,0.696071,-80.01,0.407965,-80.01,0.185489,-80.01,0.0617758,-80.01,0.0191756
-78.01,0.994403,-78.01,0.994403,-78.01,0.994402,-78.01,0.994399,-78.01,0.994389,-78.01,0.99436,-78.01,0.994261,-78.01,0.993976,-78.01,0.99298,-78.01,0.990144,-78.01,0.980347,-78.01,0.953389,-78.01,0.869652,-78.01,0.694999,-78.01,0.407337,-78.01,0.185203,-78.01,0.0616807,-78.01,0.0191461
-76.01,0.992482,-76.01,0.992482,-76.01,0.992481,-76.01,0.992478,-76.01,0.992468,-76.01,0.992439,-76.01,0.99234,-76.01,0.992055,-76.01,0.991061,-76.01,0.988231,-76.01,0.978453,-76.01,0.951547,-76.01,0.867972,-76.01,0.693657,-76.01,0.40655,-76.01,0.184846,-76.01,0.0615615,-76.01,0.0191091
-74.01,0.99008,-74.01,0.99008,-74.01,0.990079,-74.01,0.990076,-74.01,0.990066,-74.01,0.990037,-74.01,0.989938,-74.01,0.989654,-74.01,0.988663,-74.01,0.98584,-74.01,0.976085,-74.01,0.949244,-74.01,0.865871,-74.01,0.691978,-74.01,0.405566,-74.01,0.184398,-74.01,0.0614125,-74.01,0.0190629
-72.01,0.987082,-72.01,0.987081,-72.01,0.987081,-72.01,0.987078,-72.01,0.987068,-72.01,0.987039,-72.01,0.98694,-72.01,0.986658,-72.01,0.985669,-72.01,0.982854,-72.01,0.973129,-72.01,0.94637,-72.01,0.863249,-72.01,0.689882,-72.01,0.404338,-72.01,0.18384,-72.01,0.0612265,-72.01,0.0190051
-70.01,0.983348,-70.01,0.983347,-70.01,0.983346,-70.01,0.983343,-70.01,0.983334,-70.01,0.983305,-70.01,0.983207,-70.01,0.982925,-70.01,0.98194,-70.01,0.979136,-70.01,0.969447,-70.01,0.942789,-70.01,0.859983,-70.01,0.687272,-70.01,0.402808,-70.01,0.183144,-70.01,0.0609949,-70.01,0.0189332
-68.01,0.978707,-68.01,0.978707,-68.01,0.978706,-68.01,0.978703,-68.01,0.978693,-68.01,0.978665,-68.01,0.978567,-68.01,0.978287,-68.01,0.977306,-68.01,0.974516,-68.01,0.964873,-68.01,0.938341,-68.01,0.855925,-68.01,0.684029,-68.01,0.400907,-68.01,0.18228,-68.01,0.0607071,-68.01,0.0188439
-66.01,0.972957,-66.01,0.972956,-66.01,0.972955,-66.01,0.972953,-66.01,0.972943,-66.01,0.972915,-66.01,0.972817,-66.01,0.972539,-66.01,0.971564,-66.01,0.96879,-66.01,0.959203,-66.01,0.932827,-66.01,0.850896,-66.01,0.68001,-66.01,0.398552,-66.01,0.181209,-66.01,0.0603504,-66.01,0.0187332
-64.01,0.965852,-64.01,0.965852,-64.01,0.965851,-64.01,0.965848,-64.01,0.965839,-64.01,0.965811,-64.01,0.965714,-64.01,0.965437,-64.01,0.96447,-64.01,0.961716,-64.01,0.9522,-64.01,0.926016,-64.01,0.844683,-64.01,0.675045,-64.01,0.395641,-64.01,0.179886,-64.01,0.0599097,-64.01,0.0185964
-62.01,0.957108,-62.01,0.957108,-62.01,0.957107,-62.01,0.957104,-62.01,0.957094,-62.01,0.957067,-62.01,0.956971,-62.01,0.956697,-62.01,0.955738,-62.01,0.953009,-62.01,0.943579,-62.01,0.917632,-62.01,0.837035,-62.01,0.668933,-62.01,0.39206,-62.01,0.178257,-62.01,0.0593673,-62.01,0.018428
-60.01,0.946393,-60.01,0.946393,-60.01,0.946392,-60.01,0.946389,-60.01,0.946379,-60.01,0.946352,-60.01,0.946257,-60.01,0.945986,-60.01,0.945038,-60.01,0.94234,-60.01,0.933015,-60.01,0.907359,-60.01,0.827664,-60.01,0.661444,-60.01,0.38767,-60.01,0.176262,-60.01,0.0587027,-60.01,0.0182217
-58.01,0.933332,-58.01,0.933331,-58.01,0.93333,-58.01,0.933328,-58.01,0.933318,-58.01,0.933292,-58.01,0.933198,-58.01,0.932931,-58.01,0.931996,-58.01,0.929334,-58.01,0.920139,-58.01,0.894836,-58.01,0.816242,-58.01,0.652316,-58.01,0.38232,-58.01,0.173829,-58.01,0.0578925,-58.01,0.0179702
-56.01,0.917511,-56.01,0.917511,-56.01,0.91751,-56.01,0.917507,-56.01,0.917498,-56.01,0.917472,-56.01,0.91738,-56.01,0.917117,-56.01,0.916198,-56.01,0.913582,-56.01,0.904542,-56.01,0.879668,-56.01,0.802406,-56.01,0.641259,-56.01,0.37584,-56.01,0.170883,-56.01,0.0569112,-56.01,0.0176656
-54.01,0.898493,-54.01,0.898493,-54.01,0.898492,-54.01,0.898489,-54.01,0.89848,-54.01,0.898454,-54.01,0.898364,-54.01,0.898107,-54.01,0.897207,-54.01,0.894645,-54.01,0.885792,-54.01,0.861435,-54.01,0.785774,-54.01,0.627967,-54.01,0.368049,-54.01,0.167341,-54.01,0.0557316,-54.01,0.0172995
-52.01,0.875836,-52.01,0.875835,-52.01,0.875835,-52.01,0.875832,-52.01,0.875823,-52.01,0.875798,-52.01,0.87571,-52.01,0.875459,-52.01,0.874582,-52.01,0.872085,-52.01,0.863455,-52.01,0.839712,-52.01,0.765959,-52.01,0.612131,-52.01,0.358768,-52.01,0.163121,-52.01,0.0543262,-52.01,0.0168632
-50.01,0.849128,-50.01,0.849128,-50.01,0.849127,-50.01,0.849125,-50.01,0.849116,-50.01,0.849092,-50.01,0.849007,-50.01,0.848763,-50.01,0.847913,-50.01,0.845492,-50.01,0.837125,-50.01,0.814106,-50.01,0.742602,-50.01,0.593465,-50.01,0.347828,-50.01,0.158147,-50.01,0.0526696,-50.01,0.016349
-48.01,0.818037,-48.01,0.818037,-48.01,0.818036,-48.01,0.818034,-48.01,0.818026,-48.01,0.818002,-48.01,0.81792,-48.01,0.817686,-48.01,0.816866,-48.01,0.814534,-48.01,0.806474,-48.01,0.784297,-48.01,0.715412,-48.01,0.571735,-48.01,0.335092,-48.01,0.152356,-48.01,0.0507411,-48.01,0.0157504
-46.01,0.782363,-46.01,0.782362,-46.01,0.782362,-46.01,0.782359,-46.01,0.782351,-46.01,0.782329,-46.01,0.782251,-46.01,0.782026,-46.01,0.781243,-46.01,0.779012,-46.01,0.771304,-46.01,0.750094,-46.01,0.684212,-46.01,0.546802,-46.01,0.320479,-46.01,0.145712,-46.01,0.0485283,-46.01,0.0150635
-44.01,0.7421,-44.01,0.7421,-44.01,0.742099,-44.01,0.742097,-44.01,0.742089,-44.01,0.742068,-44.01,0.741993,-44.01,0.741781,-44.01,0.741037,-44.01,0.738921,-44.01,0.73161,-44.01,0.711492,-44.01,0.649001,-44.01,0.518662,-44.01,0.303986,-44.01,0.138213,-44.01,0.0460308,-44.01,0.0142883
-42.01,0.697497,-42.01,0.697497,-42.01,0.697496,-42.01,0.697494,-42.01,0.697487,-42.01,0.697467,-42.01,0.697397,-42.01,0.697197,-42.01,0.696499,-42.01,0.69451,-42.01,0.687638,-42.01,0.668729,-42.01,0.609994,-42.01,0.487488,-42.01,0.285715,-42.01,0.129906,-42.01,0.0432642,-42.01,0.0134295
-40.01,0.649095,-40.01,0.649095,-40.01,0.649094,-40.01,0.649092,-40.01,0.649086,-40.01,0.649067,-40.01,0.649002,-40.01,0.648816,-40.01,0.648166,-40.01,0.646315,-40.01,0.63992,-40.01,0.622323,-40.01,0.567664,-40.01,0.45366,-40.01,0.265888,-40.01,0.120891,-40.01,0.040262,-40.01,0.0124976
