Inactivation: Test Potentials (mV),Calcium Concenteration = 1e-9 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 3e-9 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 1e-8 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 3e-8 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 1e-7 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 3e-7 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.000001 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.000003 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.00001 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.00003 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.0001 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.0003 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.001 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.003 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.01 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.03 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.1 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.3 mM
-90.01,1,-90.01,0.999997,-90.01,0.999985,-90.01,0.999952,-90.01,0.999835,-90.01,0.999502,-90.01,0.998336,-90.01,0.995022,-90.01,0.983595,-90.01,0.952343,-90.01,0.857026,-90.01,0.666391,-90.01,0.374481,-90.01,0.165975,-90.01,0.0558202,-90.01,0.0187935,-90.01,0.0051385,-90.01,0.00116699
-88.01,0.999624,-88.01,0.999621,-88.01,0.999609,-88.01,0.999576,-88.01,0.999459,-88.01,0.999126,-88.01,0.997961,-88.01,0.994649,-88.01,0.983225,-88.01,0.951985,-88.01,0.856704,-88.01,0.66614,-88.01,0.374341,-88.01,0.165912,-88.01,0.0557992,-88.01,0.0187864,-88.01,0.00513657,-88.01,0.00116655
-86.01,0.999142,-86.01,0.999138,-86.01,0.999127,-86.01,0.999093,-86.01,0.998977,-86.01,0.998644,-86.01,0.99748,-86.01,0.994168,-86.01,0.98275,-86.01,0.951526,-86.01,0.85629,-86.01,0.665819,-86.01,0.37416,-86.01,0.165832,-86.01,0.0557723,-86.01,0.0187774,-86.01,0.00513409,-86.01,0.00116599
-84.01,0.998524,-84.01,0.998521,-84.01,0.998509,-84.01,0.998476,-84.01,0.998359,-84.01,0.998026,-84.01,0.996863,-84.01,0.993554,-84.01,0.982143,-84.01,0.950937,-84.01,0.855761,-84.01,0.665407,-84.01,0.373929,-84.01,0.16573,-84.01,0.0557378,-84.01,0.0187657,-84.01,0.00513092,-84.01,0.00116527
-82.01,0.997735,-82.01,0.997732,-82.01,0.99772,-82.01,0.997687,-82.01,0.99757,-82.01,0.997238,-82.01,0.996075,-82.01,0.992769,-82.01,0.981367,-82.01,0.950186,-82.01,0.855085,-82.01,0.664882,-82.01,0.373633,-82.01,0.165599,-82.01,0.0556938,-82.01,0.0187509,-82.01,0.00512686,-82.01,0.00116435
-80.01,0.99673,-80.01,0.996726,-80.01,0.996715,-80.01,0.996682,-80.01,0.996565,-80.01,0.996233,-80.01,0.995072,-80.01,0.991768,-80.01,0.980378,-80.01,0.949229,-80.01,0.854223,-80.01,0.664212,-80.01,0.373257,-80.01,0.165432,-80.01,0.0556377,-80.01,0.018732,-80.01,0.0051217,-80.01,0.00116317
-78.01,0.995451,-78.01,0.995448,-78.01,0.995437,-78.01,0.995403,-78.01,0.995287,-78.01,0.994955,-78.01,0.993795,-78.01,0.990496,-78.01,0.979121,-78.01,0.948011,-78.01,0.853127,-78.01,0.66336,-78.01,0.372778,-78.01,0.16522,-78.01,0.0555663,-78.01,0.018708,-78.01,0.00511513,-78.01,0.00116168
-76.01,0.993829,-76.01,0.993826,-76.01,0.993814,-76.01,0.993781,-76.01,0.993665,-76.01,0.993334,-76.01,0.992176,-76.01,0.988882,-76.01,0.977525,-76.01,0.946466,-76.01,0.851737,-76.01,0.662279,-76.01,0.372171,-76.01,0.164951,-76.01,0.0554758,-76.01,0.0186775,-76.01,0.00510679,-76.01,0.00115979
-74.01,0.991775,-74.01,0.991772,-74.01,0.99176,-74.01,0.991727,-74.01,0.991611,-74.01,0.99128,-74.01,0.990125,-74.01,0.986838,-74.01,0.975504,-74.01,0.94451,-74.01,0.849976,-74.01,0.66091,-74.01,0.371401,-74.01,0.16461,-74.01,0.0553611,-74.01,0.0186389,-74.01,0.00509624,-74.01,0.00115739
-72.01,0.989178,-72.01,0.989175,-72.01,0.989164,-72.01,0.989131,-72.01,0.989015,-72.01,0.988685,-72.01,0.987533,-72.01,0.984255,-72.01,0.972951,-72.01,0.942037,-72.01,0.847751,-72.01,0.659179,-72.01,0.370429,-72.01,0.164179,-72.01,0.0552161,-72.01,0.0185901,-72.01,0.00508289,-72.01,0.00115436
