Inactivation: Test Potentials (mV),Calcium Concenteration = 1e-9 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 3e-9 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 1e-8 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 3e-8 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 1e-7 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 3e-7 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.000001 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.000003 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.00001 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.00003 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.0001 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.0003 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.001 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.003 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.01 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.03 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.1 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.3 mM
-90.01,1,-90.01,0.930475,-90.01,0.854197,-90.01,0.784464,-90.01,0.707633,-90.01,0.636497,-90.01,0.555436,-90.01,0.474335,-90.01,0.368036,-90.01,0.248267,-90.01,0.116303,-90.01,0.040368,-90.01,0.00876547,-90.01,0.00136842,-90.01,-0.00000181169,-90.01,-0.00000270683,-90.01,-0.00000150507,-90.01,-7.12406e-7
-88.01,0.999994,-88.01,0.93044,-88.01,0.854164,-88.01,0.784434,-88.01,0.707606,-88.01,0.636473,-88.01,0.555415,-88.01,0.474317,-88.01,0.368022,-88.01,0.248258,-88.01,0.116298,-88.01,0.0403664,-88.01,0.00876514,-88.01,0.00136837,-88.01,-0.00000181191,-88.01,-0.00000270716,-88.01,-0.00000150525,-88.01,-7.12491e-7
-86.01,0.99999,-86.01,0.930436,-86.01,0.854161,-86.01,0.784431,-86.01,0.707603,-86.01,0.636471,-86.01,0.555413,-86.01,0.474315,-86.01,0.36802,-86.01,0.248257,-86.01,0.116298,-86.01,0.0403663,-86.01,0.0087651,-86.01,0.00136837,-86.01,-0.00000181228,-86.01,-0.00000270772,-86.01,-0.00000150556,-86.01,-7.12639e-7
-84.01,0.999984,-84.01,0.930431,-84.01,0.854156,-84.01,0.784427,-84.01,0.707599,-84.01,0.636467,-84.01,0.55541,-84.01,0.474313,-84.01,0.368018,-84.01,0.248256,-84.01,0.116297,-84.01,0.0403661,-84.01,0.00876505,-84.01,0.00136836,-84.01,-0.00000181279,-84.01,-0.00000270848,-84.01,-0.00000150599,-84.01,-7.12839e-7
-82.01,0.999976,-82.01,0.930423,-82.01,0.854149,-82.01,0.78442,-82.01,0.707593,-82.01,0.636462,-82.01,0.555405,-82.01,0.474309,-82.01,0.368015,-82.01,0.248254,-82.01,0.116296,-82.01,0.0403657,-82.01,0.00876498,-82.01,0.00136835,-82.01,-0.00000181348,-82.01,-0.0000027095,-82.01,-0.00000150656,-82.01,-7.13109e-7
-80.01,0.999965,-80.01,0.930413,-80.01,0.85414,-80.01,0.784412,-80.01,0.707586,-80.01,0.636455,-80.01,0.555399,-80.01,0.474304,-80.01,0.368011,-80.01,0.248251,-80.01,0.116295,-80.01,0.0403653,-80.01,0.00876489,-80.01,0.00136833,-80.01,-0.00000181441,-80.01,-0.00000271089,-80.01,-0.00000150733,-80.01,-7.13475e-7
-78.01,0.99995,-78.01,0.930398,-78.01,0.854127,-78.01,0.784399,-78.01,0.707575,-78.01,0.636445,-78.01,0.55539,-78.01,0.474296,-78.01,0.368006,-78.01,0.248247,-78.01,0.116293,-78.01,0.0403647,-78.01,0.00876475,-78.01,0.00136831,-78.01,-0.00000181567,-78.01,-0.00000271278,-78.01,-0.00000150838,-78.01,-7.1397e-7
-76.01,0.999928,-76.01,0.930378,-76.01,0.854108,-76.01,0.784382,-76.01,0.707559,-76.01,0.636431,-76.01,0.555378,-76.01,0.474286,-76.01,0.367998,-76.01,0.248242,-76.01,0.116291,-76.01,0.0403638,-76.01,0.00876456,-76.01,0.00136828,-76.01,-0.00000181737,-76.01,-0.00000271532,-76.01,-0.00000150979,-76.01,-7.1464e-7
-74.01,0.999897,-74.01,0.93035,-74.01,0.854082,-74.01,0.784358,-74.01,0.707538,-74.01,0.636412,-74.01,0.555361,-74.01,0.474272,-74.01,0.367986,-74.01,0.248234,-74.01,0.116287,-74.01,0.0403625,-74.01,0.00876429,-74.01,0.00136824,-74.01,-0.00000181968,-74.01,-0.00000271876,-74.01,-0.00000151171,-74.01,-7.15546e-7
-72.01,0.999855,-72.01,0.93031,-72.01,0.854045,-72.01,0.784325,-72.01,0.707507,-72.01,0.636384,-72.01,0.555338,-72.01,0.474251,-72.01,0.367971,-72.01,0.248223,-72.01,0.116282,-72.01,0.0403608,-72.01,0.00876392,-72.01,0.00136818,-72.01,-0.00000182279,-72.01,-0.00000272342,-72.01,-0.00000151429,-72.01,-7.16772e-7
