Inactivation: Test Potentials (mV),Calcium Concenteration = 1e-9 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 3e-9 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 1e-8 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 3e-8 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 1e-7 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 3e-7 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.000001 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.000003 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.00001 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.00003 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.0001 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.0003 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.001 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.003 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.01 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.03 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.1 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.3 mM
-90.01,1,-90.01,1,-90.01,0.999999,-90.01,0.999998,-90.01,0.999992,-90.01,0.999977,-90.01,0.999922,-90.01,0.999765,-90.01,0.999211,-90.01,0.997592,-90.01,0.991606,-90.01,0.973041,-90.01,0.906764,-90.01,0.758998,-90.01,0.50324,-90.01,0.266161,-90.01,0.105104,-90.01,0.0429868
-88.01,0.999926,-88.01,0.999926,-88.01,0.999925,-88.01,0.999923,-88.01,0.999918,-88.01,0.999902,-88.01,0.999847,-88.01,0.99969,-88.01,0.999136,-88.01,0.997518,-88.01,0.991532,-88.01,0.972965,-88.01,0.906676,-88.01,0.758883,-88.01,0.503125,-88.01,0.266091,-88.01,0.105076,-88.01,0.0429748
-86.01,0.999825,-86.01,0.999825,-86.01,0.999824,-86.01,0.999823,-86.01,0.999817,-86.01,0.999802,-86.01,0.999747,-86.01,0.99959,-86.01,0.999036,-86.01,0.997417,-86.01,0.991431,-86.01,0.972863,-86.01,0.906564,-86.01,0.75875,-86.01,0.503002,-86.01,0.266018,-86.01,0.105046,-86.01,0.0429626
-84.01,0.999687,-84.01,0.999687,-84.01,0.999686,-84.01,0.999685,-84.01,0.999679,-84.01,0.999663,-84.01,0.999609,-84.01,0.999452,-84.01,0.998898,-84.01,0.997279,-84.01,0.991294,-84.01,0.972725,-84.01,0.906421,-84.01,0.758593,-84.01,0.502866,-84.01,0.265941,-84.01,0.105015,-84.01,0.04295
-82.01,0.999496,-82.01,0.999495,-82.01,0.999495,-82.01,0.999493,-82.01,0.999488,-82.01,0.999472,-82.01,0.999417,-82.01,0.99926,-82.01,0.998707,-82.01,0.997089,-82.01,0.991104,-82.01,0.972537,-82.01,0.906231,-82.01,0.7584,-82.01,0.502712,-82.01,0.265857,-82.01,0.104983,-82.01,0.0429369
-80.01,0.99923,-80.01,0.999229,-80.01,0.999229,-80.01,0.999227,-80.01,0.999222,-80.01,0.999206,-80.01,0.999151,-80.01,0.998994,-80.01,0.998441,-80.01,0.996823,-80.01,0.99084,-80.01,0.972276,-80.01,0.905977,-80.01,0.758158,-80.01,0.502532,-80.01,0.265765,-80.01,0.104949,-80.01,0.0429231
-78.01,0.998858,-78.01,0.998858,-78.01,0.998857,-78.01,0.998855,-78.01,0.99885,-78.01,0.998834,-78.01,0.99878,-78.01,0.998623,-78.01,0.998069,-78.01,0.996453,-78.01,0.990472,-78.01,0.971914,-78.01,0.905631,-78.01,0.757846,-78.01,0.502316,-78.01,0.26566,-78.01,0.104912,-78.01,0.0429081
-76.01,0.998336,-76.01,0.998336,-76.01,0.998336,-76.01,0.998334,-76.01,0.998329,-76.01,0.998313,-76.01,0.998258,-76.01,0.998102,-76.01,0.997548,-76.01,0.995933,-76.01,0.989956,-76.01,0.971409,-76.01,0.905154,-76.01,0.757434,-76.01,0.502047,-76.01,0.265536,-76.01,0.10487,-76.01,0.0428915
-74.01,0.997604,-74.01,0.997604,-74.01,0.997603,-74.01,0.997602,-74.01,0.997596,-74.01,0.997581,-74.01,0.997526,-74.01,0.997369,-74.01,0.996817,-74.01,0.995203,-74.01,0.989232,-74.01,0.9707,-74.01,0.904495,-74.01,0.75688,-74.01,0.501704,-74.01,0.265386,-74.01,0.104821,-74.01,0.0428724
-72.01,0.996574,-72.01,0.996573,-72.01,0.996573,-72.01,0.996571,-72.01,0.996566,-72.01,0.99655,-72.01,0.996496,-72.01,0.996339,-72.01,0.995788,-72.01,0.994176,-72.01,0.988213,-72.01,0.969705,-72.01,0.903576,-72.01,0.756125,-72.01,0.501255,-72.01,0.265197,-72.01,0.104762,-72.01,0.0428498
-70.01,0.995124,-70.01,0.995124,-70.01,0.995123,-70.01,0.995121,-70.01,0.995116,-70.01,0.9951,-70.01,0.995046,-70.01,0.99489,-70.01,0.994339,-70.01,0.992731,-70.01,0.986781,-70.01,0.968307,-70.01,0.902293,-70.01,0.755089,-70.01,0.500656,-70.01,0.264955,-70.01,0.10469,-70.01,0.0428222
-68.01,0.993082,-68.01,0.993082,-68.01,0.993082,-68.01,0.99308,-68.01,0.993075,-68.01,0.993059,-68.01,0.993005,-68.01,0.992849,-68.01,0.9923,-68.01,0.990697,-68.01,0.984764,-68.01,0.966341,-68.01,0.900495,-68.01,0.753654,-68.01,0.499847,-68.01,0.264637,-68.01,0.104598,-68.01,0.0427874
-66.01,0.990206,-66.01,0.990206,-66.01,0.990206,-66.01,0.990204,-66.01,0.990199,-66.01,0.990183,-66.01,0.990129,-66.01,0.989974,-66.01,0.989428,-66.01,0.987832,-66.01,0.981923,-66.01,0.963572,-66.01,0.89797,-66.01,0.751656,-66.01,0.498739,-66.01,0.264212,-66.01,0.104479,-66.01,0.0427424
-64.01,0.986151,-64.01,0.986151,-64.01,0.98615,-64.01,0.986149,-64.01,0.986144,-64.01,0.986128,-64.01,0.986074,-64.01,0.985921,-64.01,0.985377,-64.01,0.983791,-64.01,0.977917,-64.01,0.95967,-64.01,0.894419,-64.01,0.748863,-64.01,0.497209,-64.01,0.263636,-64.01,0.10432,-64.01,0.0426832
-62.01,0.980425,-62.01,0.980424,-62.01,0.980424,-62.01,0.980422,-62.01,0.980417,-62.01,0.980402,-62.01,0.980349,-62.01,0.980196,-62.01,0.979658,-62.01,0.978085,-62.01,0.972261,-62.01,0.954162,-62.01,0.889413,-62.01,0.744942,-62.01,0.495081,-62.01,0.262844,-62.01,0.104107,-62.01,0.0426035
-60.01,0.972323,-60.01,0.972323,-60.01,0.972323,-60.01,0.972321,-60.01,0.972316,-60.01,0.972301,-60.01,0.972248,-60.01,0.972098,-60.01,0.971566,-60.01,0.970013,-60.01,0.964259,-60.01,0.946371,-60.01,0.882338,-60.01,0.739417,-60.01,0.4921,-60.01,0.261747,-60.01,0.103816,-60.01,0.0424946
-58.01,0.960839,-58.01,0.960839,-58.01,0.960839,-58.01,0.960837,-58.01,0.960832,-58.01,0.960817,-58.01,0.960766,-58.01,0.960618,-58.01,0.960096,-58.01,0.95857,-58.01,0.952917,-58.01,0.935328,-58.01,0.872316,-58.01,0.731604,-58.01,0.487899,-58.01,0.260209,-58.01,0.103411,-58.01,0.0423435
-56.01,0.944537,-56.01,0.944536,-56.01,0.944536,-56.01,0.944534,-56.01,0.944529,-56.01,0.944515,-56.01,0.944465,-56.01,0.944321,-56.01,0.943812,-56.01,0.942326,-56.01,0.936815,-56.01,0.919651,-56.01,0.85809,-56.01,0.720521,-56.01,0.481945,-56.01,0.258033,-56.01,0.102842,-56.01,0.0421303
-54.01,0.9214,-54.01,0.9214,-54.01,0.921399,-54.01,0.921398,-54.01,0.921393,-54.01,0.921379,-54.01,0.921331,-54.01,0.921192,-54.01,0.920703,-54.01,0.919272,-54.01,0.913962,-54.01,0.897399,-54.01,0.837895,-54.01,0.704781,-54.01,0.473476,-54.01,0.254931,-54.01,0.102031,-54.01,0.0418248
-52.01,0.888699,-52.01,0.888699,-52.01,0.888698,-52.01,0.888697,-52.01,0.888692,-52.01,0.888679,-52.01,0.888633,-52.01,0.888502,-52.01,0.88804,-52.01,0.886687,-52.01,0.881658,-52.01,0.865938,-52.01,0.809326,-52.01,0.682479,-52.01,0.461416,-52.01,0.250478,-52.01,0.10086,-52.01,0.041381
-50.01,0.842984,-50.01,0.842984,-50.01,0.842984,-50.01,0.842982,-50.01,0.842978,-50.01,0.842966,-50.01,0.842924,-50.01,0.842804,-50.01,0.842378,-50.01,0.841132,-50.01,0.83649,-50.01,0.821933,-50.01,0.769321,-50.01,0.651155,-50.01,0.444321,-50.01,0.244071,-50.01,0.0991533,-50.01,0.0407288
-48.01,0.780493,-48.01,0.780493,-48.01,0.780492,-48.01,0.780491,-48.01,0.780488,-48.01,0.780477,-48.01,0.78044,-48.01,0.780333,-48.01,0.779957,-48.01,0.778853,-48.01,0.774729,-48.01,0.761728,-48.01,0.714483,-48.01,0.607998,-48.01,0.420413,-48.01,0.234888,-48.01,0.0966523,-48.01,0.0397645
-46.01,0.69842,-46.01,0.69842,-46.01,0.69842,-46.01,0.698419,-46.01,0.698416,-46.01,0.698407,-46.01,0.698376,-46.01,0.698287,-46.01,0.697973,-46.01,0.697049,-46.01,0.693579,-46.01,0.682553,-46.01,0.642148,-46.01,0.55061,-46.01,0.387877,-46.01,0.221923,-46.01,0.0930001,-46.01,0.0383417
-44.01,0.597381,-44.01,0.597381,-44.01,0.59738,-44.01,0.59738,-44.01,0.597377,-44.01,0.59737,-44.01,0.597347,-44.01,0.597278,-44.01,0.597035,-44.01,0.596318,-44.01,0.593606,-44.01,0.584879,-44.01,0.552494,-44.01,0.478594,-44.01,0.345614,-44.01,0.204165,-44.01,0.0877535,-44.01,0.036275
-42.01,0.484118,-42.01,0.484118,-42.01,0.484118,-42.01,0.484118,-42.01,0.484116,-42.01,0.484111,-42.01,0.484094,-42.01,0.484046,-42.01,0.483875,-42.01,0.483368,-42.01,0.481423,-42.01,0.475051,-42.01,0.450982,-42.01,0.395555,-42.01,0.294445,-42.01,0.181063,-42.01,0.0804757,-42.01,0.0333755
