Inactivation: Test Potentials (mV),Calcium Concenteration = 1e-9 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 3e-9 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 1e-8 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 3e-8 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 1e-7 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 3e-7 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.000001 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.000003 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.00001 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.00003 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.0001 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.0003 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.001 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.003 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.01 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.03 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.1 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.3 mM
-90.01,1,-90.01,0.999994,-90.01,0.999974,-90.01,0.999917,-90.01,0.999717,-90.01,0.999146,-90.01,0.997154,-90.01,0.991504,-90.01,0.972225,-90.01,0.921055,-90.01,0.77778,-90.01,0.538463,-90.01,0.25926,-90.01,0.104478,-90.01,0.0338165,-90.01,0.0115322,-90.01,0.0034878,-90.01,0.00116531
-88.01,0.999997,-88.01,0.999991,-88.01,0.999971,-88.01,0.999914,-88.01,0.999714,-88.01,0.999143,-88.01,0.997151,-88.01,0.991501,-88.01,0.972222,-88.01,0.921053,-88.01,0.777778,-88.01,0.538461,-88.01,0.259259,-88.01,0.104478,-88.01,0.0338164,-88.01,0.0115321,-88.01,0.00348779,-88.01,0.00116531
-86.01,0.999993,-86.01,0.999987,-86.01,0.999967,-86.01,0.99991,-86.01,0.99971,-86.01,0.999139,-86.01,0.997146,-86.01,0.991497,-86.01,0.972218,-86.01,0.921048,-86.01,0.777774,-86.01,0.538459,-86.01,0.259258,-86.01,0.104477,-86.01,0.0338163,-86.01,0.0115321,-86.01,0.00348778,-86.01,0.0011653
-84.01,0.999986,-84.01,0.99998,-84.01,0.99996,-84.01,0.999903,-84.01,0.999703,-84.01,0.999132,-84.01,0.99714,-84.01,0.99149,-84.01,0.972211,-84.01,0.921042,-84.01,0.777769,-84.01,0.538455,-84.01,0.259256,-84.01,0.104476,-84.01,0.033816,-84.01,0.011532,-84.01,0.00348775,-84.01,0.00116529
-82.01,0.999976,-82.01,0.99997,-82.01,0.99995,-82.01,0.999893,-82.01,0.999693,-82.01,0.999122,-82.01,0.99713,-82.01,0.99148,-82.01,0.972202,-82.01,0.921033,-82.01,0.777761,-82.01,0.53845,-82.01,0.259254,-82.01,0.104475,-82.01,0.0338157,-82.01,0.0115319,-82.01,0.00348772,-82.01,0.00116528
-80.01,0.999961,-80.01,0.999955,-80.01,0.999935,-80.01,0.999878,-80.01,0.999678,-80.01,0.999107,-80.01,0.997115,-80.01,0.991466,-80.01,0.972187,-80.01,0.921019,-80.01,0.77775,-80.01,0.538442,-80.01,0.25925,-80.01,0.104474,-80.01,0.0338152,-80.01,0.0115317,-80.01,0.00348767,-80.01,0.00116527
-78.01,0.999939,-78.01,0.999933,-78.01,0.999913,-78.01,0.999856,-78.01,0.999656,-78.01,0.999085,-78.01,0.997093,-78.01,0.991444,-78.01,0.972166,-78.01,0.920999,-78.01,0.777732,-78.01,0.53843,-78.01,0.259244,-78.01,0.104472,-78.01,0.0338145,-78.01,0.0115315,-78.01,0.00348759,-78.01,0.00116524
-76.01,0.999906,-76.01,0.9999,-76.01,0.99988,-76.01,0.999823,-76.01,0.999623,-76.01,0.999052,-76.01,0.99706,-76.01,0.991411,-76.01,0.972133,-76.01,0.920968,-76.01,0.777707,-76.01,0.538412,-76.01,0.259236,-76.01,0.104468,-76.01,0.0338133,-76.01,0.0115311,-76.01,0.00348747,-76.01,0.0011652
-74.01,0.999856,-74.01,0.999851,-74.01,0.999831,-74.01,0.999774,-74.01,0.999574,-74.01,0.999003,-74.01,0.997011,-74.01,0.991362,-74.01,0.972085,-74.01,0.920923,-74.01,0.777668,-74.01,0.538386,-74.01,0.259223,-74.01,0.104463,-74.01,0.0338117,-74.01,0.0115305,-74.01,0.0034873,-74.01,0.00116514
-72.01,0.999783,-72.01,0.999777,-72.01,0.999757,-72.01,0.9997,-72.01,0.9995,-72.01,0.998929,-72.01,0.996937,-72.01,0.991289,-72.01,0.972014,-72.01,0.920855,-72.01,0.777611,-72.01,0.538346,-72.01,0.259204,-72.01,0.104455,-72.01,0.0338092,-72.01,0.0115297,-72.01,0.00348704,-72.01,0.00116506
