Inactivation: Test Potentials (mV),Calcium Concenteration = 1e-9 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 3e-9 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 1e-8 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 3e-8 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 1e-7 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 3e-7 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.000001 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.000003 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.00001 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.00003 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.0001 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.0003 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.001 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.003 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.01 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.03 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.1 mM,Inactivation: Test Potentials (mV),Calcium Concenteration = 0.3 mM
-90.01,1,-90.01,0.997447397,-90.01,0.997438534,-90.01,0.99742967,-90.01,0.997403081,-90.01,0.997323312,-90.01,0.997048553,-90.01,0.996268591,-90.01,0.99352986,-90.01,0.985810008,-90.01,0.959938312,-90.01,0.895485083,-90.01,0.811060394,-90.01,0.804073529,-90.01,0.642756989,-90.01,0.55038289,-90.01,0.464377892,-90.01,
-88.01,0.992732172,-88.01,0.992218106,-88.01,0.992209243,-88.01,0.992200379,-88.01,0.99217379,-88.01,0.992102884,-88.01,0.991828125,-88.01,0.991048163,-88.01,0.988336022,-88.01,0.980678212,-88.01,0.955028096,-88.01,0.891319377,-88.01,0.831841065,-88.01,0.806764398,-88.01,0.640866467,-88.01,0.548798149,-88.01,0.463095386,-88.01,0.299091521
-86.01,0.985615018,-86.01,0.985508659,-86.01,0.985508659,-86.01,0.985499796,-86.01,0.985473207,-86.01,0.985393438,-86.01,0.985127542,-86.01,0.984356443,-86.01,0.981670891,-86.01,0.974101714,-86.01,0.948726357,-86.01,0.885890663,-86.01,0.848025278,-86.01,0.806229947,-86.01,0.638328931,-86.01,0.546748976,-86.01,0.461433535,-86.01,0.298032368
-84.01,0.976991119,-84.01,0.976964529,-84.01,0.976964529,-84.01,0.976955666,-84.01,0.976929077,-84.01,0.976858171,-84.01,0.976592275,-84.01,0.975830039,-84.01,0.973179941,-84.01,0.965725985,-84.01,0.940705157,-84.01,0.878877209,-84.01,0.858906635,-84.01,0.803266091,-84.01,0.63499548,-84.01,0.544092674,-84.01,0.459281549,-84.01,0.296664776
-82.01,0.966195735,-82.01,0.966186872,-82.01,0.966186872,-82.01,0.966178009,-82.01,0.966151419,-82.01,0.96607165,-82.01,0.965814617,-82.01,0.965070108,-82.01,0.962473189,-82.01,0.955143318,-82.01,0.93056565,-82.01,0.869934235,-82.01,0.864451456,-82.01,0.798121887,-82.01,0.630677326,-82.01,0.540679453,-82.01,0.456509138,-82.01,0.294904543
-80.01,0.952732526,-80.01,0.952732526,-80.01,0.952732526,-80.01,0.952723663,-80.01,0.952697073,-80.01,0.952626168,-80.01,0.952369135,-80.01,0.951642352,-80.01,0.949098612,-80.01,0.941937142,-80.01,0.917900129,-80.01,0.858676192,-80.01,0.86482637,-80.01,0.790758336,-80.01,0.625154663,-80.01,0.536321415,-80.01,0.452978037,-80.01,0.292655062
-78.01,0.936149469,-78.01,0.936149469,-78.01,0.936149469,-78.01,0.936140606,-78.01,0.936114016,-78.01,0.936043111,-78.01,0.935794941,-78.01,0.935085884,-78.01,0.932621913,-78.01,0.925655434,-78.01,0.902265435,-78.01,0.844705121,-78.01,0.860147484,-78.01,0.780976902,-78.01,0.618163367,-78.01,0.530805843,-78.01,0.448495914,-78.01,0.289803769
-76.01,0.91602113,-76.01,0.91602113,-76.01,0.91602113,-76.01,0.916012267,-76.01,0.915985677,-76.01,0.915923635,-76.01,0.915684328,-76.01,0.914992998,-76.01,0.912608796,-76.01,0.90587276,-76.01,0.883266268,-76.01,0.82763636,-76.01,0.850451137,-76.01,0.768497509,-76.01,0.609419815,-76.01,0.523886338,-76.01,0.442868665,-76.01,0.286220375
-74.01,0.892010707,-74.01,0.892010707,-74.01,0.892010707,-74.01,0.892001844,-74.01,0.891984117,-74.01,0.891913211,-74.01,0.891682768,-74.01,0.891026891,-74.01,0.888740184,-74.01,0.882275362,-74.01,0.860566713,-74.01,0.807150834,-74.01,0.835755943,-74.01,0.753011717,-74.01,0.598627976,-74.01,0.515313846,-74.01,0.4358818,-74.01,0.281771932
-72.01,0.863938277,-72.01,0.86393739,-72.01,0.863935618,-72.01,0.863929413,-72.01,0.863907255,-72.01,0.863844327,-72.01,0.863623633,-72.01,0.862998777,-72.01,0.860816656,-72.01,0.854657614,-72.01,0.833963803,-72.01,0.783042916,-72.01,0.816070764,-72.01,0.734251857,-72.01,0.585512205,-72.01,0.504840196,-72.01,0.427326148,-72.01,0.276319288
