environment | time (msec),interface | I_Ca | I_Catot (uA_per_uF),interface | membrane_potential | V_m (mV)
10.8,-6.28483e-5,-81.4245
10.9,-6.28482e-5,-81.4245
11,-6.28482e-5,-81.4245
11.1,-6.28481e-5,-81.4245
11.2,-6.2848e-5,-81.4245
11.3,-6.2848e-5,-81.4245
11.4,-6.28479e-5,-81.4245
11.5,-6.28479e-5,-81.4245
11.6,-6.28478e-5,-81.4245
11.7,-6.28477e-5,-81.4246
11.8,-6.28477e-5,-81.4246
11.9,-6.28476e-5,-81.4246
12,-6.28476e-5,-81.4246
12.1,-6.28475e-5,-81.4246
12.2,-6.28474e-5,-81.4246
12.3,-6.28474e-5,-81.4246
12.4,-6.28473e-5,-81.4246
12.5,-6.28473e-5,-81.4246
12.6,-6.28472e-5,-81.4246
12.7,-6.28472e-5,-81.4246
12.8,-6.28471e-5,-81.4246
12.9,-6.28471e-5,-81.4246
13,-6.2847e-5,-81.4246
13.1,-6.28469e-5,-81.4247
13.2,-6.28469e-5,-81.4247
13.3,-6.28468e-5,-81.4247
13.4,-6.28468e-5,-81.4247
13.5,-6.28467e-5,-81.4247
13.6,-6.28467e-5,-81.4247
13.7,-6.28466e-5,-81.4247
13.8,-6.28466e-5,-81.4247
13.9,-6.28465e-5,-81.4247
14,-6.28465e-5,-81.4247
14.1,-6.28464e-5,-81.4247
14.2,-6.28464e-5,-81.4247
14.3,-6.28463e-5,-81.4247
14.4,-6.28463e-5,-81.4247
14.5,-6.28462e-5,-81.4247
14.6,-6.28462e-5,-81.4248
14.7,-6.28461e-5,-81.4248
14.8,-6.28461e-5,-81.4248
14.9,-6.2846e-5,-81.4248
15,-6.2846e-5,-81.4248
15.1,-6.28459e-5,-81.4248
15.2,-6.28459e-5,-81.4248
15.3,-6.28458e-5,-81.4248
15.4,-6.28458e-5,-81.4248
15.5,-6.28457e-5,-81.4248
15.6,-6.28457e-5,-81.4248
15.7,-6.28456e-5,-81.4248
15.8,-6.28456e-5,-81.4248
15.9,-6.28456e-5,-81.4248
16,-6.28455e-5,-81.4248
16.1,-6.28455e-5,-81.4248
16.2,-6.28454e-5,-81.4249
16.3,-6.28454e-5,-81.4249
16.4,-6.28453e-5,-81.4249
16.5,-6.28453e-5,-81.4249
16.6,-6.28452e-5,-81.4249
16.7,-6.28452e-5,-81.4249
16.8,-6.28451e-5,-81.4249
16.9,-6.28451e-5,-81.4249
17,-6.28451e-5,-81.4249
17.1,-6.2845e-5,-81.4249
17.2,-6.2845e-5,-81.4249
17.3,-6.28449e-5,-81.4249
17.4,-6.28449e-5,-81.4249
17.5,-6.28448e-5,-81.4249
17.6,-6.28448e-5,-81.4249
17.7,-6.28448e-5,-81.4249
17.8,-6.28447e-5,-81.4249
17.9,-6.28447e-5,-81.425
18,-6.28446e-5,-81.425
18.1,-6.28446e-5,-81.425
18.2,-6.28445e-5,-81.425
18.3,-6.28445e-5,-81.425
18.4,-6.28445e-5,-81.425
18.5,-6.28444e-5,-81.425
18.6,-6.28444e-5,-81.425
18.7,-6.28443e-5,-81.425
18.8,-6.28443e-5,-81.425
18.9,-6.28443e-5,-81.425
19,-6.28442e-5,-81.425
19.1,-6.28442e-5,-81.425
19.2,-6.28441e-5,-81.425
19.3,-6.28441e-5,-81.425
19.4,-6.28441e-5,-81.425
19.5,-6.2844e-5,-81.425
19.6,-6.2844e-5,-81.425
19.7,-6.28439e-5,-81.4251
19.8,-6.28439e-5,-81.4251
19.9,-6.28439e-5,-81.4251
20,-6.28438e-5,-81.4251
20.1,-6.28438e-5,-81.4251
20.2,-6.28437e-5,-81.4251
20.3,-6.28437e-5,-81.4251
20.4,-6.28437e-5,-81.4251
20.5,-6.28436e-5,-81.4251
20.6,-6.28436e-5,-81.4251
20.7,-6.28435e-5,-81.4251
20.8,-6.28435e-5,-81.4251
20.9,-6.28435e-5,-81.4251
21,-6.28434e-5,-81.4251
21.1,-6.28434e-5,-81.4251
21.2,-6.28433e-5,-81.4251
21.3,-6.28433e-5,-81.4251
21.4,-6.28433e-5,-81.4251
21.5,-6.28432e-5,-81.4251
21.6,-6.28432e-5,-81.4252
21.7,-6.28432e-5,-81.4252
21.8,-6.28431e-5,-81.4252
21.9,-6.28431e-5,-81.4252
22,-6.2843e-5,-81.4252
22.1,-6.2843e-5,-81.4252
22.2,-6.2843e-5,-81.4252
22.3,-6.28429e-5,-81.4252
22.4,-6.28429e-5,-81.4252
22.5,-6.28429e-5,-81.4252
22.6,-6.28428e-5,-81.4252
22.7,-6.28428e-5,-81.4252
22.8,-6.28427e-5,-81.4252
22.9,-6.28427e-5,-81.4252
23,-6.28427e-5,-81.4252
23.1,-6.28426e-5,-81.4252
23.2,-6.28426e-5,-81.4252
23.3,-6.28426e-5,-81.4252
23.4,-6.28425e-5,-81.4252
23.5,-6.28425e-5,-81.4253
23.6,-6.28424e-5,-81.4253
23.7,-6.28424e-5,-81.4253
23.8,-6.28424e-5,-81.4253
23.9,-6.28423e-5,-81.4253
24,-6.28423e-5,-81.4253
24.1,-6.28423e-5,-81.4253
24.2,-6.28422e-5,-81.4253
24.3,-6.28422e-5,-81.4253
24.4,-6.28422e-5,-81.4253
24.5,-6.28421e-5,-81.4253
24.6,-6.28421e-5,-81.4253
24.7,-6.2842e-5,-81.4253
24.8,-6.2842e-5,-81.4253
24.9,-6.2842e-5,-81.4253
25,-6.28419e-5,-81.4253
25.1,-6.28419e-5,-81.4253
25.2,-6.28419e-5,-81.4253
25.3,-6.28418e-5,-81.4253
25.4,-6.28418e-5,-81.4253
25.5,-6.28418e-5,-81.4254
25.6,-6.28417e-5,-81.4254
25.7,-6.28417e-5,-81.4254
25.8,-6.28417e-5,-81.4254
25.9,-6.28416e-5,-81.4254
26,-6.28416e-5,-81.4254
26.1,-6.28416e-5,-81.4254
26.2,-6.28415e-5,-81.4254
26.3,-6.28415e-5,-81.4254
26.4,-6.28414e-5,-81.4254
26.5,-6.28414e-5,-81.4254
26.6,-6.28414e-5,-81.4254
26.7,-6.28413e-5,-81.4254
26.8,-6.28413e-5,-81.4254
26.9,-6.28413e-5,-81.4254
27,-6.28412e-5,-81.4254
27.1,-6.28412e-5,-81.4254
27.2,-6.28412e-5,-81.4254
27.3,-6.28411e-5,-81.4254
27.4,-6.28411e-5,-81.4254
27.5,-6.28411e-5,-81.4254
27.6,-6.2841e-5,-81.4255
27.7,-6.2841e-5,-81.4255
27.8,-6.2841e-5,-81.4255
27.9,-6.28409e-5,-81.4255
28,-6.28409e-5,-81.4255
28.1,-6.28409e-5,-81.4255
28.2,-6.28408e-5,-81.4255
28.3,-6.28408e-5,-81.4255
28.4,-6.28408e-5,-81.4255
28.5,-6.28407e-5,-81.4255
28.6,-6.28407e-5,-81.4255
28.7,-6.28407e-5,-81.4255
28.8,-6.28406e-5,-81.4255
28.9,-6.28406e-5,-81.4255
29,-6.28406e-5,-81.4255
29.1,-6.28405e-5,-81.4255
29.2,-6.28405e-5,-81.4255
29.3,-6.28404e-5,-81.4255
29.4,-6.28404e-5,-81.4255
29.5,-6.28404e-5,-81.4255
29.6,-6.28403e-5,-81.4256
29.7,-6.28403e-5,-81.4256
29.8,-6.28403e-5,-81.4256
29.9,-6.28402e-5,-81.4256
30,-6.28402e-5,-81.4256
30.1,-6.28402e-5,-81.4256
30.2,-6.28401e-5,-81.4256
30.3,-6.28401e-5,-81.4256
30.4,-6.28401e-5,-81.4256
30.5,-6.284e-5,-81.4256
30.6,-6.284e-5,-81.4256
30.7,-6.284e-5,-81.4256
30.8,-6.28399e-5,-81.4256
30.9,-6.28399e-5,-81.4256
31,-6.28399e-5,-81.4256
31.1,-6.28398e-5,-81.4256
31.2,-6.28398e-5,-81.4256
31.3,-6.28398e-5,-81.4256
31.4,-6.28397e-5,-81.4256
31.5,-6.28397e-5,-81.4256
31.6,-6.28397e-5,-81.4256
31.7,-6.28396e-5,-81.4256
31.8,-6.28396e-5,-81.4257
31.9,-6.28396e-5,-81.4257
32,-6.28395e-5,-81.4257
32.1,-6.28395e-5,-81.4257
32.2,-6.28395e-5,-81.4257
32.3,-6.28394e-5,-81.4257
32.4,-6.28394e-5,-81.4257
32.5,-6.28394e-5,-81.4257
32.6,-6.28394e-5,-81.4257
32.7,-6.28393e-5,-81.4257
32.8,-6.28393e-5,-81.4257
32.9,-6.28393e-5,-81.4257
33,-6.28392e-5,-81.4257
33.1,-6.28392e-5,-81.4257
33.2,-6.28392e-5,-81.4257
33.3,-6.28391e-5,-81.4257
33.4,-6.28391e-5,-81.4257
33.5,-6.28391e-5,-81.4257
33.6,-6.2839e-5,-81.4257
33.7,-6.2839e-5,-81.4257
33.8,-6.2839e-5,-81.4257
33.9,-6.28389e-5,-81.4258
34,-6.28389e-5,-81.4258
34.1,-6.28389e-5,-81.4258
34.2,-6.28388e-5,-81.4258
34.3,-6.28388e-5,-81.4258
34.4,-6.28388e-5,-81.4258
34.5,-6.28387e-5,-81.4258
34.6,-6.28387e-5,-81.4258
34.7,-6.28387e-5,-81.4258
34.8,-6.28386e-5,-81.4258
34.9,-6.28386e-5,-81.4258
35,-6.28386e-5,-81.4258
35.1,-6.28385e-5,-81.4258
35.2,-6.28385e-5,-81.4258
35.3,-6.28385e-5,-81.4258
35.4,-6.28384e-5,-81.4258
35.5,-6.28384e-5,-81.4258
35.6,-6.28384e-5,-81.4258
35.7,-6.28383e-5,-81.4258
35.8,-6.28383e-5,-81.4258
35.9,-6.28383e-5,-81.4258
36,-6.28383e-5,-81.4258
36.1,-6.28382e-5,-81.4259
36.2,-6.28382e-5,-81.4259
36.3,-6.28382e-5,-81.4259
36.4,-6.28381e-5,-81.4259
36.5,-6.28381e-5,-81.4259
36.6,-6.28381e-5,-81.4259
36.7,-6.2838e-5,-81.4259
36.8,-6.2838e-5,-81.4259
36.9,-6.2838e-5,-81.4259
37,-6.28379e-5,-81.4259
37.1,-6.28379e-5,-81.4259
37.2,-6.28379e-5,-81.4259
37.3,-6.28378e-5,-81.4259
37.4,-6.28378e-5,-81.4259
37.5,-6.28378e-5,-81.4259
37.6,-6.28377e-5,-81.4259
37.7,-6.28377e-5,-81.4259
37.8,-6.28377e-5,-81.4259
37.9,-6.28376e-5,-81.4259
38,-6.28376e-5,-81.4259
38.1,-6.28376e-5,-81.4259
38.2,-6.28376e-5,-81.4259
38.3,-6.28375e-5,-81.426
38.4,-6.28375e-5,-81.426
38.5,-6.28375e-5,-81.426
38.6,-6.28374e-5,-81.426
38.7,-6.28374e-5,-81.426
38.8,-6.28374e-5,-81.426
38.9,-6.28373e-5,-81.426
39,-6.28373e-5,-81.426
39.1,-6.28373e-5,-81.426
39.2,-6.28372e-5,-81.426
39.3,-6.28372e-5,-81.426
39.4,-6.28372e-5,-81.426
39.5,-6.28371e-5,-81.426
39.6,-6.28371e-5,-81.426
39.7,-6.28371e-5,-81.426
39.8,-6.28371e-5,-81.426
39.9,-6.2837e-5,-81.426
40,-6.2837e-5,-81.426
40.1,-6.2837e-5,-81.426
40.2,-6.28369e-5,-81.426
40.3,-6.28369e-5,-81.426
40.4,-6.28369e-5,-81.426
40.5,-6.28368e-5,-81.426
40.6,-6.28368e-5,-81.4261
40.7,-6.28368e-5,-81.4261
40.8,-6.28367e-5,-81.4261
40.9,-6.28367e-5,-81.4261
41,-6.28367e-5,-81.4261
41.1,-6.28367e-5,-81.4261
41.2,-6.28366e-5,-81.4261
41.3,-6.28366e-5,-81.4261
41.4,-6.28366e-5,-81.4261
41.5,-6.28365e-5,-81.4261
41.6,-6.28365e-5,-81.4261
41.7,-6.28365e-5,-81.4261
41.8,-6.28364e-5,-81.4261
41.9,-6.28364e-5,-81.4261
42,-6.28364e-5,-81.4261
42.1,-6.28363e-5,-81.4261
42.2,-6.28363e-5,-81.4261
42.3,-6.28363e-5,-81.4261
42.4,-6.28363e-5,-81.4261
42.5,-6.28362e-5,-81.4261
42.6,-6.28362e-5,-81.4261
42.7,-6.28362e-5,-81.4261
42.8,-6.28361e-5,-81.4262
42.9,-6.28361e-5,-81.4262
43,-6.28361e-5,-81.4262
43.1,-6.2836e-5,-81.4262
43.2,-6.2836e-5,-81.4262
43.3,-6.2836e-5,-81.4262
43.4,-6.28359e-5,-81.4262
43.5,-6.28359e-5,-81.4262
43.6,-6.28359e-5,-81.4262
43.7,-6.28359e-5,-81.4262
43.8,-6.28358e-5,-81.4262
43.9,-6.28358e-5,-81.4262
44,-6.28358e-5,-81.4262
44.1,-6.28357e-5,-81.4262
44.2,-6.28357e-5,-81.4262
44.3,-6.28357e-5,-81.4262
44.4,-6.28356e-5,-81.4262
44.5,-6.28356e-5,-81.4262
44.6,-6.28356e-5,-81.4262
44.7,-6.28356e-5,-81.4262
44.8,-6.28355e-5,-81.4262
44.9,-6.28355e-5,-81.4262
45,-6.28355e-5,-81.4262
45.1,-6.28354e-5,-81.4262
45.2,-6.28354e-5,-81.4263
45.3,-6.28354e-5,-81.4263
45.4,-6.28353e-5,-81.4263
45.5,-6.28353e-5,-81.4263
45.6,-6.28353e-5,-81.4263
45.7,-6.28353e-5,-81.4263
45.8,-6.28352e-5,-81.4263
45.9,-6.28352e-5,-81.4263
46,-6.28352e-5,-81.4263
46.1,-6.28351e-5,-81.4263
46.2,-6.28351e-5,-81.4263
46.3,-6.28351e-5,-81.4263
46.4,-6.2835e-5,-81.4263
46.5,-6.2835e-5,-81.4263
46.6,-6.2835e-5,-81.4263
46.7,-6.2835e-5,-81.4263
46.8,-6.28349e-5,-81.4263
46.9,-6.28349e-5,-81.4263
47,-6.28349e-5,-81.4263
47.1,-6.28348e-5,-81.4263
47.2,-6.28348e-5,-81.4263
47.3,-6.28348e-5,-81.4263
47.4,-6.28347e-5,-81.4263
47.5,-6.28347e-5,-81.4264
47.6,-6.28347e-5,-81.4264
47.7,-6.28347e-5,-81.4264
47.8,-6.28346e-5,-81.4264
47.9,-6.28346e-5,-81.4264
48,-6.28346e-5,-81.4264
48.1,-6.28345e-5,-81.4264
48.2,-6.28345e-5,-81.4264
48.3,-6.28345e-5,-81.4264
48.4,-6.28345e-5,-81.4264
48.5,-6.28344e-5,-81.4264
48.6,-6.28344e-5,-81.4264
48.7,-6.28344e-5,-81.4264
48.8,-6.28343e-5,-81.4264
48.9,-6.28343e-5,-81.4264
49,-6.28343e-5,-81.4264
49.1,-6.28342e-5,-81.4264
49.2,-6.28342e-5,-81.4264
49.3,-6.28342e-5,-81.4264
49.4,-6.28342e-5,-81.4264
49.5,-6.28341e-5,-81.4264
49.6,-6.28341e-5,-81.4264
49.7,-6.28341e-5,-81.4264
49.8,-6.2834e-5,-81.4264
49.9,-6.2834e-5,-81.4265
50,-6.2834e-5,-81.4265
50.1,-6.2834e-5,-81.4265
50.2,-6.28339e-5,-81.4265
50.3,-6.28339e-5,-81.4265
50.4,-6.28339e-5,-81.4265
50.5,-6.28338e-5,-81.4265
50.6,-6.28338e-5,-81.4265
50.7,-6.28338e-5,-81.4265
50.8,-6.28338e-5,-81.4265
50.9,-6.28337e-5,-81.4265
51,-6.28337e-5,-81.4265
51.1,-6.28337e-5,-81.4265
51.2,-6.28336e-5,-81.4265
51.3,-6.28336e-5,-81.4265
51.4,-6.28336e-5,-81.4265
51.5,-6.28335e-5,-81.4265
51.6,-6.28335e-5,-81.4265
51.7,-6.28335e-5,-81.4265
51.8,-6.28335e-5,-81.4265
51.9,-6.28334e-5,-81.4265
52,-6.28334e-5,-81.4265
52.1,-6.28334e-5,-81.4265
52.2,-6.28333e-5,-81.4265
52.3,-6.28333e-5,-81.4266
52.4,-6.28333e-5,-81.4266
52.5,-6.28333e-5,-81.4266
52.6,-6.28332e-5,-81.4266
52.7,-6.28332e-5,-81.4266
52.8,-6.28332e-5,-81.4266
52.9,-6.28331e-5,-81.4266
53,-6.28331e-5,-81.4266
53.1,-6.28331e-5,-81.4266
53.2,-6.28331e-5,-81.4266
53.3,-6.2833e-5,-81.4266
53.4,-6.2833e-5,-81.4266
53.5,-6.2833e-5,-81.4266
53.6,-6.28329e-5,-81.4266
53.7,-6.28329e-5,-81.4266
53.8,-6.28329e-5,-81.4266
53.9,-6.28329e-5,-81.4266
54,-6.28328e-5,-81.4266
54.1,-6.28328e-5,-81.4266
54.2,-6.28328e-5,-81.4266
54.3,-6.28327e-5,-81.4266
54.4,-6.28327e-5,-81.4266
54.5,-6.28327e-5,-81.4266
54.6,-6.28327e-5,-81.4266
54.7,-6.28326e-5,-81.4266
54.8,-6.28326e-5,-81.4267
54.9,-6.28326e-5,-81.4267
55,-6.28325e-5,-81.4267
55.1,-6.28325e-5,-81.4267
55.2,-6.28325e-5,-81.4267
55.3,-6.28325e-5,-81.4267
55.4,-6.28324e-5,-81.4267
55.5,-6.28324e-5,-81.4267
55.6,-6.28324e-5,-81.4267
55.7,-6.28324e-5,-81.4267
55.8,-6.28323e-5,-81.4267
55.9,-6.28323e-5,-81.4267
56,-6.28323e-5,-81.4267
56.1,-6.28322e-5,-81.4267
56.2,-6.28322e-5,-81.4267
56.3,-6.28322e-5,-81.4267
56.4,-6.28322e-5,-81.4267
56.5,-6.28321e-5,-81.4267
56.6,-6.28321e-5,-81.4267
56.7,-6.28321e-5,-81.4267
56.8,-6.2832e-5,-81.4267
56.9,-6.2832e-5,-81.4267
57,-6.2832e-5,-81.4267
57.1,-6.2832e-5,-81.4267
57.2,-6.28319e-5,-81.4267
57.3,-6.28319e-5,-81.4268
57.4,-6.28319e-5,-81.4268
57.5,-6.28318e-5,-81.4268
57.6,-6.28318e-5,-81.4268
57.7,-6.28318e-5,-81.4268
57.8,-6.28318e-5,-81.4268
57.9,-6.28317e-5,-81.4268
58,-6.28317e-5,-81.4268
58.1,-6.28317e-5,-81.4268
58.2,-6.28317e-5,-81.4268
58.3,-6.28316e-5,-81.4268
58.4,-6.28316e-5,-81.4268
58.5,-6.28316e-5,-81.4268
58.6,-6.28315e-5,-81.4268
58.7,-6.28315e-5,-81.4268
58.8,-6.28315e-5,-81.4268
58.9,-6.28315e-5,-81.4268
59,-6.28314e-5,-81.4268
59.1,-6.28314e-5,-81.4268
59.2,-6.28314e-5,-81.4268
59.3,-6.28314e-5,-81.4268
59.4,-6.28313e-5,-81.4268
59.5,-6.28313e-5,-81.4268
59.6,-6.28313e-5,-81.4268
59.7,-6.28312e-5,-81.4268
59.8,-6.28312e-5,-81.4269
59.9,-6.28312e-5,-81.4269
60,-6.28312e-5,-81.4269
60.1,-6.28311e-5,-81.4269
60.2,-6.28311e-5,-81.4269
60.3,-6.28311e-5,-81.4269
60.4,-6.2831e-5,-81.4269
60.5,-6.2831e-5,-81.4269
60.6,-6.2831e-5,-81.4269
60.7,-6.2831e-5,-81.4269
60.8,-6.28309e-5,-81.4269
60.9,-6.28309e-5,-81.4269
61,-6.28309e-5,-81.4269
61.1,-6.28309e-5,-81.4269
61.2,-6.28308e-5,-81.4269
61.3,-6.28308e-5,-81.4269
61.4,-6.28308e-5,-81.4269
61.5,-6.28307e-5,-81.4269
61.6,-6.28307e-5,-81.4269
61.7,-6.28307e-5,-81.4269
61.8,-6.28307e-5,-81.4269
61.9,-6.28306e-5,-81.4269
62,-6.28306e-5,-81.4269
62.1,-6.28306e-5,-81.4269
62.2,-6.28306e-5,-81.4269
62.3,-6.28305e-5,-81.4269
62.4,-6.28305e-5,-81.427
62.5,-6.28305e-5,-81.427
62.6,-6.28305e-5,-81.427
62.7,-6.28304e-5,-81.427
62.8,-6.28304e-5,-81.427
62.9,-6.28304e-5,-81.427
63,-6.28303e-5,-81.427
63.1,-6.28303e-5,-81.427
63.2,-6.28303e-5,-81.427
63.3,-6.28303e-5,-81.427
63.4,-6.28302e-5,-81.427
63.5,-6.28302e-5,-81.427
63.6,-6.28302e-5,-81.427
63.7,-6.28302e-5,-81.427
63.8,-6.28301e-5,-81.427
63.9,-6.28301e-5,-81.427
64,-6.28301e-5,-81.427
64.1,-6.283e-5,-81.427
64.2,-6.283e-5,-81.427
64.3,-6.283e-5,-81.427
64.4,-6.283e-5,-81.427
64.5,-6.28299e-5,-81.427
64.6,-6.28299e-5,-81.427
64.7,-6.28299e-5,-81.427
64.8,-6.28299e-5,-81.427
64.9,-6.28298e-5,-81.427
65,-6.28298e-5,-81.4271
65.1,-6.28298e-5,-81.4271
65.2,-6.28298e-5,-81.4271
65.3,-6.28297e-5,-81.4271
65.4,-6.28297e-5,-81.4271
65.5,-6.28297e-5,-81.4271
65.6,-6.28297e-5,-81.4271
65.7,-6.28296e-5,-81.4271
65.8,-6.28296e-5,-81.4271
65.9,-6.28296e-5,-81.4271
66,-6.28295e-5,-81.4271
66.1,-6.28295e-5,-81.4271
66.2,-6.28295e-5,-81.4271
66.3,-6.28295e-5,-81.4271
66.4,-6.28294e-5,-81.4271
66.5,-6.28294e-5,-81.4271
66.6,-6.28294e-5,-81.4271
66.7,-6.28294e-5,-81.4271
66.8,-6.28293e-5,-81.4271
66.9,-6.28293e-5,-81.4271
67,-6.28293e-5,-81.4271
67.1,-6.28293e-5,-81.4271
67.2,-6.28292e-5,-81.4271
67.3,-6.28292e-5,-81.4271
67.4,-6.28292e-5,-81.4271
67.5,-6.28292e-5,-81.4271
67.6,-6.28291e-5,-81.4272
67.7,-6.28291e-5,-81.4272
67.8,-6.28291e-5,-81.4272
67.9,-6.2829e-5,-81.4272
68,-6.2829e-5,-81.4272
68.1,-6.2829e-5,-81.4272
68.2,-6.2829e-5,-81.4272
68.3,-6.28289e-5,-81.4272
68.4,-6.28289e-5,-81.4272
68.5,-6.28289e-5,-81.4272
68.6,-6.28289e-5,-81.4272
68.7,-6.28288e-5,-81.4272
68.8,-6.28288e-5,-81.4272
68.9,-6.28288e-5,-81.4272
69,-6.28288e-5,-81.4272
69.1,-6.28287e-5,-81.4272
69.2,-6.28287e-5,-81.4272
69.3,-6.28287e-5,-81.4272
69.4,-6.28287e-5,-81.4272
69.5,-6.28286e-5,-81.4272
69.6,-6.28286e-5,-81.4272
69.7,-6.28286e-5,-81.4272
69.8,-6.28286e-5,-81.4272
69.9,-6.28285e-5,-81.4272
70,-6.28285e-5,-81.4272
70.1,-6.28285e-5,-81.4272
70.2,-6.28285e-5,-81.4272
70.3,-6.28284e-5,-81.4273
70.4,-6.28284e-5,-81.4273
70.5,-6.28284e-5,-81.4273
70.6,-6.28283e-5,-81.4273
70.7,-6.28283e-5,-81.4273
70.8,-6.28283e-5,-81.4273
70.9,-6.28283e-5,-81.4273
71,-6.28282e-5,-81.4273
71.1,-6.28282e-5,-81.4273
71.2,-6.28282e-5,-81.4273
71.3,-6.28282e-5,-81.4273
71.4,-6.28281e-5,-81.4273
71.5,-6.28281e-5,-81.4273
71.6,-6.28281e-5,-81.4273
71.7,-6.28281e-5,-81.4273
71.8,-6.2828e-5,-81.4273
71.9,-6.2828e-5,-81.4273
72,-6.2828e-5,-81.4273
72.1,-6.2828e-5,-81.4273
72.2,-6.28279e-5,-81.4273
72.3,-6.28279e-5,-81.4273
72.4,-6.28279e-5,-81.4273
72.5,-6.28279e-5,-81.4273
72.6,-6.28278e-5,-81.4273
72.7,-6.28278e-5,-81.4273
72.8,-6.28278e-5,-81.4273
72.9,-6.28278e-5,-81.4273
73,-6.28277e-5,-81.4273
73.1,-6.28277e-5,-81.4274
73.2,-6.28277e-5,-81.4274
73.3,-6.28277e-5,-81.4274
73.4,-6.28276e-5,-81.4274
73.5,-6.28276e-5,-81.4274
73.6,-6.28276e-5,-81.4274
73.7,-6.28276e-5,-81.4274
73.8,-6.28275e-5,-81.4274
73.9,-6.28275e-5,-81.4274
74,-6.28275e-5,-81.4274
74.1,-6.28275e-5,-81.4274
74.2,-6.28274e-5,-81.4274
74.3,-6.28274e-5,-81.4274
