environment | time (msec),interface | I_Ca | I_Catot (uA_per_uF),interface | membrane_potential | V_m (mV)
201.7,-0.0764397,-18.8204
201.8,-0.075977,-18.8782
201.9,-0.0755171,-18.9362
202,-0.0750601,-18.9941
202.1,-0.0746059,-19.0521
202.2,-0.0741546,-19.1101
202.3,-0.073706,-19.1682
202.4,-0.0732603,-19.2263
202.5,-0.0728174,-19.2845
202.6,-0.0723772,-19.3427
202.7,-0.0719398,-19.4009
202.8,-0.0715052,-19.4592
202.9,-0.0710733,-19.5175
203,-0.0706441,-19.5759
203.1,-0.0702176,-19.6343
203.2,-0.0697938,-19.6927
203.3,-0.0693727,-19.7512
203.4,-0.0689542,-19.8097
203.5,-0.0685384,-19.8683
203.6,-0.0681252,-19.9269
203.7,-0.0677146,-19.9856
203.8,-0.0673066,-20.0443
203.9,-0.0669012,-20.1031
204,-0.0664983,-20.1618
204.1,-0.066098,-20.2207
204.2,-0.0657002,-20.2796
204.3,-0.065305,-20.3385
204.4,-0.0649122,-20.3975
204.5,-0.064522,-20.4565
204.6,-0.0641342,-20.5155
204.7,-0.0637489,-20.5746
204.8,-0.063366,-20.6338
204.9,-0.0629855,-20.693
205,-0.0626074,-20.7522
205.1,-0.0622317,-20.8115
205.2,-0.0618584,-20.8708
205.3,-0.0614875,-20.9302
205.4,-0.0611189,-20.9897
205.5,-0.0607526,-21.0491
205.6,-0.0603887,-21.1087
205.7,-0.060027,-21.1682
205.8,-0.0596677,-21.2279
205.9,-0.0593106,-21.2875
206,-0.0589557,-21.3472
206.1,-0.0586031,-21.407
206.2,-0.0582527,-21.4668
206.3,-0.0579045,-21.5267
206.4,-0.0575584,-21.5866
206.5,-0.0572146,-21.6466
206.6,-0.0568729,-21.7066
206.7,-0.0565333,-21.7667
206.8,-0.0561959,-21.8268
206.9,-0.0558606,-21.887
207,-0.0555273,-21.9472
207.1,-0.0551962,-22.0075
207.2,-0.0548671,-22.0678
207.3,-0.05454,-22.1282
207.4,-0.054215,-22.1887
207.5,-0.053892,-22.2492
207.6,-0.053571,-22.3097
207.7,-0.053252,-22.3703
207.8,-0.0529349,-22.431
207.9,-0.0526198,-22.4917
208,-0.0523066,-22.5525
208.1,-0.0519954,-22.6133
208.2,-0.051686,-22.6742
208.3,-0.0513786,-22.7352
208.4,-0.051073,-22.7962
208.5,-0.0507693,-22.8572
208.6,-0.0504675,-22.9183
208.7,-0.0501674,-22.9795
208.8,-0.0498692,-23.0408
208.9,-0.0495728,-23.1021
209,-0.0492782,-23.1634
209.1,-0.0489854,-23.2249
209.2,-0.0486943,-23.2863
209.3,-0.0484049,-23.3479
209.4,-0.0481173,-23.4095
209.5,-0.0478314,-23.4712
209.6,-0.0475473,-23.5329
209.7,-0.0472648,-23.5947
209.8,-0.0469839,-23.6566
209.9,-0.0467048,-23.7185
210,-0.0464273,-23.7805
210.1,-0.0461514,-23.8425
210.2,-0.0458771,-23.9047
210.3,-0.0456045,-23.9669
210.4,-0.0453334,-24.0291
210.5,-0.045064,-24.0914
210.6,-0.0447961,-24.1538
210.7,-0.0445297,-24.2163
210.8,-0.0442649,-24.2788
210.9,-0.0440016,-24.3414
211,-0.0437398,-24.4041
211.1,-0.0434796,-24.4668
211.2,-0.0432208,-24.5296
211.3,-0.0429635,-24.5925
211.4,-0.0427077,-24.6554
211.5,-0.0424533,-24.7185
211.6,-0.0422003,-24.7815
211.7,-0.0419488,-24.8447
211.8,-0.0416987,-24.9079
211.9,-0.0414501,-24.9712
212,-0.0412028,-25.0346
212.1,-0.0409568,-25.0981
212.2,-0.0407123,-25.1616
212.3,-0.0404691,-25.2252
212.4,-0.0402273,-25.2889
212.5,-0.0399868,-25.3526
212.6,-0.0397476,-25.4165
212.7,-0.0395097,-25.4804
212.8,-0.0392732,-25.5444
212.9,-0.0390379,-25.6084
213,-0.0388039,-25.6726
213.1,-0.0385712,-25.7368
213.2,-0.0383397,-25.8011
213.3,-0.0381095,-25.8654
213.4,-0.0378806,-25.9299
213.5,-0.0376528,-25.9944
213.6,-0.0374263,-26.059
213.7,-0.037201,-26.1237
213.8,-0.0369769,-26.1885
213.9,-0.036754,-26.2533
214,-0.0365322,-26.3183
214.1,-0.0363117,-26.3833
214.2,-0.0360923,-26.4484
214.3,-0.035874,-26.5136
214.4,-0.0356569,-26.5788
214.5,-0.035441,-26.6442
214.6,-0.0352261,-26.7096
214.7,-0.0350124,-26.7751
214.8,-0.0347998,-26.8407
214.9,-0.0345882,-26.9064
215,-0.0343778,-26.9722
215.1,-0.0341685,-27.038
215.2,-0.0339602,-27.1039
215.3,-0.033753,-27.17
215.4,-0.0335468,-27.2361
215.5,-0.0333417,-27.3023
215.6,-0.0331377,-27.3685
215.7,-0.0329347,-27.4349
215.8,-0.0327327,-27.5014
215.9,-0.0325317,-27.5679
216,-0.0323317,-27.6345
216.1,-0.0321328,-27.7013
216.2,-0.0319348,-27.7681
216.3,-0.0317378,-27.835
216.4,-0.0315419,-27.9019
216.5,-0.0313468,-27.969
216.6,-0.0311528,-28.0362
216.7,-0.0309597,-28.1034
216.8,-0.0307676,-28.1708
216.9,-0.0305764,-28.2382
217,-0.0303862,-28.3057
217.1,-0.0301969,-28.3734
217.2,-0.0300085,-28.4411
217.3,-0.0298211,-28.5089
217.4,-0.0296345,-28.5768
217.5,-0.0294489,-28.6447
217.6,-0.0292642,-28.7128
217.7,-0.0290804,-28.781
217.8,-0.0288975,-28.8492
217.9,-0.0287154,-28.9176
218,-0.0285343,-28.986
218.1,-0.028354,-29.0546
218.2,-0.0281746,-29.1232
218.3,-0.0279961,-29.1919
218.4,-0.0278184,-29.2608
218.5,-0.0276415,-29.3297
218.6,-0.0274656,-29.3987
218.7,-0.0272904,-29.4678
218.8,-0.0271161,-29.537
218.9,-0.0269427,-29.6063
219,-0.0267701,-29.6757
219.1,-0.0265982,-29.7452
219.2,-0.0264273,-29.8148
219.3,-0.0262571,-29.8845
219.4,-0.0260877,-29.9542
219.5,-0.0259192,-30.0241
219.6,-0.0257514,-30.0941
219.7,-0.0255844,-30.1641
219.8,-0.0254183,-30.2343
219.9,-0.0252529,-30.3046
220,-0.0250883,-30.3749
220.1,-0.0249245,-30.4454
220.2,-0.0247614,-30.516
220.3,-0.0245992,-30.5866
220.4,-0.0244376,-30.6574
220.5,-0.0242769,-30.7282
220.6,-0.0241169,-30.7992
220.7,-0.0239577,-30.8702
220.8,-0.0237992,-30.9414
220.9,-0.0236415,-31.0127
221,-0.0234845,-31.084
221.1,-0.0233282,-31.1555
221.2,-0.0231727,-31.227
221.3,-0.0230179,-31.2987
221.4,-0.0228639,-31.3704
221.5,-0.0227105,-31.4423
221.6,-0.0225579,-31.5143
221.7,-0.022406,-31.5863
221.8,-0.0222549,-31.6585
221.9,-0.0221044,-31.7308
222,-0.0219547,-31.8032
222.1,-0.0218056,-31.8756
222.2,-0.0216573,-31.9482
222.3,-0.0215096,-32.0209
222.4,-0.0213626,-32.0937
222.5,-0.0212164,-32.1666
222.6,-0.0210708,-32.2396
222.7,-0.0209259,-32.3127
222.8,-0.0207817,-32.3859
222.9,-0.0206382,-32.4592
223,-0.0204953,-32.5326
223.1,-0.0203532,-32.6062
223.2,-0.0202117,-32.6798
223.3,-0.0200708,-32.7535
223.4,-0.0199307,-32.8274
223.5,-0.0197912,-32.9013
223.6,-0.0196523,-32.9754
223.7,-0.0195141,-33.0496
223.8,-0.0193766,-33.1238
223.9,-0.0192397,-33.1982
224,-0.0191035,-33.2727
224.1,-0.0189679,-33.3473
224.2,-0.018833,-33.422
224.3,-0.0186987,-33.4969
224.4,-0.018565,-33.5718
224.5,-0.018432,-33.6469
224.6,-0.0182996,-33.722
224.7,-0.0181679,-33.7973
224.8,-0.0180368,-33.8727
224.9,-0.0179063,-33.9482
225,-0.0177764,-34.0238
225.1,-0.0176472,-34.0995
225.2,-0.0175185,-34.1753
225.3,-0.0173905,-34.2513
225.4,-0.0172631,-34.3274
225.5,-0.0171364,-34.4035
225.6,-0.0170102,-34.4798
225.7,-0.0168846,-34.5563
225.8,-0.0167597,-34.6328
225.9,-0.0166354,-34.7094
226,-0.0165116,-34.7862
226.1,-0.0163885,-34.8631
226.2,-0.0162659,-34.9401
226.3,-0.016144,-35.0172
226.4,-0.0160226,-35.0944
226.5,-0.0159019,-35.1718
226.6,-0.0157817,-35.2493
226.7,-0.0156622,-35.3269
226.8,-0.0155432,-35.4046
226.9,-0.0154248,-35.4824
227,-0.0153069,-35.5604
227.1,-0.0151897,-35.6385
227.2,-0.015073,-35.7167
227.3,-0.014957,-35.795
227.4,-0.0148415,-35.8735
227.5,-0.0147265,-35.9521
227.6,-0.0146122,-36.0308
227.7,-0.0144984,-36.1096
227.8,-0.0143852,-36.1886
227.9,-0.0142725,-36.2677
228,-0.0141604,-36.3469
228.1,-0.0140489,-36.4263
228.2,-0.0139379,-36.5058
228.3,-0.0138275,-36.5854
228.4,-0.0137177,-36.6651
228.5,-0.0136084,-36.745
228.6,-0.0134996,-36.825
228.7,-0.0133915,-36.9052
228.8,-0.0132838,-36.9854
228.9,-0.0131768,-37.0658
229,-0.0130702,-37.1464
229.1,-0.0129642,-37.2271
229.2,-0.0128588,-37.3079
229.3,-0.0127539,-37.3888
229.4,-0.0126496,-37.4699
229.5,-0.0125458,-37.5512
229.6,-0.0124425,-37.6325
229.7,-0.0123398,-37.714
229.8,-0.0122376,-37.7957
229.9,-0.0121359,-37.8775
230,-0.0120348,-37.9594
230.1,-0.0119342,-38.0415
230.2,-0.0118341,-38.1237
230.3,-0.0117346,-38.2061
230.4,-0.0116356,-38.2886
230.5,-0.0115371,-38.3713
230.6,-0.0114392,-38.4541
230.7,-0.0113417,-38.537
230.8,-0.0112448,-38.6202
230.9,-0.0111485,-38.7034
231,-0.0110526,-38.7868
231.1,-0.0109572,-38.8704
231.2,-0.0108624,-38.9541
231.3,-0.0107681,-39.038
231.4,-0.0106743,-39.122
231.5,-0.010581,-39.2062
231.6,-0.0104883,-39.2905
231.7,-0.010396,-39.375
231.8,-0.0103043,-39.4596
231.9,-0.0102131,-39.5444
232,-0.0101223,-39.6294
232.1,-0.0100321,-39.7145
232.2,-0.0099424,-39.7998
232.3,-0.00985319,-39.8853
232.4,-0.00976448,-39.9709
232.5,-0.00967628,-40.0567
232.6,-0.00958858,-40.1426
232.7,-0.00950138,-40.2287
232.8,-0.00941468,-40.315
232.9,-0.00932847,-40.4015
233,-0.00924276,-40.4881
233.1,-0.00915755,-40.5749
233.2,-0.00907283,-40.6619
233.3,-0.00898861,-40.749
233.4,-0.00890488,-40.8363
233.5,-0.00882164,-40.9238
233.6,-0.00873889,-41.0115
233.7,-0.00865663,-41.0993
233.8,-0.00857485,-41.1873
233.9,-0.00849357,-41.2755
234,-0.00841277,-41.3639
234.1,-0.00833245,-41.4525
234.2,-0.00825262,-41.5413
234.3,-0.00817328,-41.6302
234.4,-0.00809441,-41.7193
234.5,-0.00801603,-41.8086
234.6,-0.00793813,-41.8981
234.7,-0.0078607,-41.9878
234.8,-0.00778376,-42.0777
234.9,-0.00770729,-42.1677
235,-0.00763129,-42.258
235.1,-0.00755578,-42.3485
235.2,-0.00748073,-42.4391
235.3,-0.00740616,-42.53
235.4,-0.00733206,-42.621
235.5,-0.00725844,-42.7122
235.6,-0.00718528,-42.8037
235.7,-0.00711259,-42.8953
235.8,-0.00704038,-42.9872
235.9,-0.00696862,-43.0792
236,-0.00689734,-43.1715
236.1,-0.00682652,-43.2639
236.2,-0.00675617,-43.3566
236.3,-0.00668628,-43.4495
236.4,-0.00661685,-43.5426
236.5,-0.00654788,-43.6359
236.6,-0.00647938,-43.7294
236.7,-0.00641133,-43.8231
236.8,-0.00634375,-43.9171
236.9,-0.00627662,-44.0113
237,-0.00620995,-44.1056
237.1,-0.00614373,-44.2002
237.2,-0.00607797,-44.2951
237.3,-0.00601267,-44.3901
237.4,-0.00594781,-44.4854
237.5,-0.00588341,-44.5809
237.6,-0.00581947,-44.6766
237.7,-0.00575597,-44.7726
237.8,-0.00569292,-44.8687
237.9,-0.00563032,-44.9651
238,-0.00556816,-45.0618
238.1,-0.00550646,-45.1587
238.2,-0.0054452,-45.2558
238.3,-0.00538438,-45.3531
238.4,-0.005324,-45.4507
238.5,-0.00526407,-45.5485
238.6,-0.00520459,-45.6466
238.7,-0.00514554,-45.7449
238.8,-0.00508693,-45.8435
238.9,-0.00502876,-45.9423
239,-0.00497102,-46.0413
239.1,-0.00491373,-46.1406
239.2,-0.00485687,-46.2402
239.3,-0.00480044,-46.3399
239.4,-0.00474445,-46.44
239.5,-0.00468889,-46.5403
239.6,-0.00463376,-46.6408
239.7,-0.00457906,-46.7417
239.8,-0.00452479,-46.8427
239.9,-0.00447095,-46.9441
240,-0.00441753,-47.0456
240.1,-0.00436455,-47.1475
240.2,-0.00431198,-47.2496
240.3,-0.00425984,-47.352
240.4,-0.00420813,-47.4546
240.5,-0.00415683,-47.5576
240.6,-0.00410596,-47.6607
240.7,-0.0040555,-47.7642
240.8,-0.00400547,-47.8679
240.9,-0.00395585,-47.9719
241,-0.00390664,-48.0762
241.1,-0.00385785,-48.1808
241.2,-0.00380948,-48.2856
241.3,-0.00376152,-48.3907
241.4,-0.00371397,-48.4961
241.5,-0.00366682,-48.6018
241.6,-0.00362009,-48.7077
241.7,-0.00357377,-48.814
241.8,-0.00352785,-48.9205
241.9,-0.00348234,-49.0273
242,-0.00343723,-49.1344
242.1,-0.00339252,-49.2418
242.2,-0.00334822,-49.3495
242.3,-0.00330431,-49.4574
242.4,-0.00326081,-49.5657
242.5,-0.0032177,-49.6743
242.6,-0.00317499,-49.7831
242.7,-0.00313267,-49.8923
242.8,-0.00309075,-50.0018
242.9,-0.00304921,-50.1115
243,-0.00300807,-50.2216
243.1,-0.00296732,-50.3319
243.2,-0.00292696,-50.4426
243.3,-0.00288698,-50.5536
243.4,-0.00284739,-50.6648
243.5,-0.00280819,-50.7764
243.6,-0.00276936,-50.8883
243.7,-0.00273092,-51.0005
243.8,-0.00269286,-51.113
243.9,-0.00265517,-51.2258
244,-0.00261786,-51.3389
244.1,-0.00258093,-51.4524
244.2,-0.00254437,-51.5661
244.3,-0.00250818,-51.6802
244.4,-0.00247236,-51.7945
244.5,-0.00243691,-51.9092
244.6,-0.00240183,-52.0242
244.7,-0.00236712,-52.1396
244.8,-0.00233277,-52.2552
244.9,-0.00229878,-52.3712
245,-0.00226515,-52.4874
245.1,-0.00223188,-52.604
245.2,-0.00219897,-52.7209
245.3,-0.00216642,-52.8382
245.4,-0.00213422,-52.9557
245.5,-0.00210238,-53.0736
245.6,-0.00207088,-53.1918
245.7,-0.00203974,-53.3103
245.8,-0.00200894,-53.4292
245.9,-0.00197849,-53.5483
246,-0.00194838,-53.6678
246.1,-0.00191862,-53.7876
246.2,-0.00188919,-53.9077
246.3,-0.00186011,-54.0282
246.4,-0.00183136,-54.1489
246.5,-0.00180295,-54.27
246.6,-0.00177487,-54.3914
246.7,-0.00174712,-54.5131
246.8,-0.0017197,-54.6352
246.9,-0.00169261,-54.7575
247,-0.00166585,-54.8802
247.1,-0.00163941,-55.0032
247.2,-0.00161329,-55.1265
247.3,-0.0015875,-55.2501
247.4,-0.00156202,-55.3741
247.5,-0.00153686,-55.4983
247.6,-0.00151201,-55.6229
247.7,-0.00148748,-55.7478
247.8,-0.00146325,-55.873
247.9,-0.00143934,-55.9985
248,-0.00141573,-56.1243
248.1,-0.00139242,-56.2504
248.2,-0.00136942,-56.3768
248.3,-0.00134672,-56.5035
248.4,-0.00132432,-56.6305
248.5,-0.00130222,-56.7578
248.6,-0.0012804,-56.8854
248.7,-0.00125889,-57.0133
248.8,-0.00123766,-57.1415
248.9,-0.00121672,-57.27
249,-0.00119606,-57.3987
249.1,-0.00117569,-57.5278
249.2,-0.0011556,-57.6571
249.3,-0.00113579,-57.7867
249.4,-0.00111626,-57.9166
249.5,-0.001097,-58.0467
249.6,-0.00107802,-58.1771
249.7,-0.00105931,-58.3078
249.8,-0.00104086,-58.4387
249.9,-0.00102268,-58.5699
250,-0.00100477,-58.7014
250.1,-0.000987118,-58.833
250.2,-0.000969726,-58.965
250.3,-0.000952591,-59.0971
250.4,-0.000935712,-59.2295
250.5,-0.000919086,-59.3622
250.6,-0.000902711,-59.495
250.7,-0.000886585,-59.6281
250.8,-0.000870704,-59.7614
250.9,-0.000855068,-59.8949
251,-0.000839673,-60.0286
251.1,-0.000824518,-60.1625
251.2,-0.000809599,-60.2966
251.3,-0.000794916,-60.4309
251.4,-0.000780465,-60.5653
251.5,-0.000766244,-60.6999
251.6,-0.000752251,-60.8347
251.7,-0.000738484,-60.9697
251.8,-0.00072494,-61.1048
251.9,-0.000711616,-61.24
252,-0.000698512,-61.3754
252.1,-0.000685623,-61.5109
252.2,-0.000672949,-61.6466
252.3,-0.000660486,-61.7823
252.4,-0.000648232,-61.9182
252.5,-0.000636185,-62.0541
252.6,-0.000624343,-62.1902
252.7,-0.000612703,-62.3263
252.8,-0.000601263,-62.4625
252.9,-0.000590021,-62.5988
253,-0.000578973,-62.7351
253.1,-0.000568119,-62.8715
253.2,-0.000557455,-63.0079
253.3,-0.00054698,-63.1443
253.4,-0.000536691,-63.2807
253.5,-0.000526585,-63.4172
253.6,-0.00051666,-63.5536
253.7,-0.000506915,-63.69
253.8,-0.000497346,-63.8265
253.9,-0.000487952,-63.9628
254,-0.00047873,-64.0991
254.1,-0.000469678,-64.2354
254.2,-0.000460793,-64.3716
254.3,-0.000452074,-64.5077
254.4,-0.000443517,-64.6437
254.5,-0.000435122,-64.7797
254.6,-0.000426885,-64.9155
254.7,-0.000418804,-65.0512
254.8,-0.000410878,-65.1867
254.9,-0.000403103,-65.3221
255,-0.000395478,-65.4573
255.1,-0.000388,-65.5924
255.2,-0.000380668,-65.7272
255.3,-0.000373479,-65.8619
255.4,-0.000366431,-65.9964
255.5,-0.000359521,-66.1306
255.6,-0.000352749,-66.2646
255.7,-0.000346111,-66.3983
255.8,-0.000339605,-66.5318
255.9,-0.00033323,-66.665
256,-0.000326982,-66.7979
256.1,-0.000320862,-66.9305
256.2,-0.000314865,-67.0628
256.3,-0.00030899,-67.1948
256.4,-0.000303236,-67.3264
256.5,-0.000297599,-67.4577
256.6,-0.000292079,-67.5885
256.7,-0.000286673,-67.7191
256.8,-0.000281379,-67.8492
256.9,-0.000276195,-67.9789
257,-0.00027112,-68.1082
257.1,-0.000266151,-68.237
257.2,-0.000261287,-68.3654
257.3,-0.000256525,-68.4933
257.4,-0.000251865,-68.6208
257.5,-0.000247303,-68.7478
257.6,-0.000242839,-68.8743
257.7,-0.00023847,-69.0002
257.8,-0.000234195,-69.1257
257.9,-0.000230011,-69.2506
258,-0.000225918,-69.3749
258.1,-0.000221914,-69.4987
258.2,-0.000217997,-69.6219
258.3,-0.000214164,-69.7445
258.4,-0.000210416,-69.8665
258.5,-0.000206749,-69.9879
258.6,-0.000203162,-70.1087
258.7,-0.000199655,-70.2289
258.8,-0.000196224,-70.3484
258.9,-0.00019287,-70.4672
259,-0.000189589,-70.5854
259.1,-0.000186382,-70.7029
259.2,-0.000183245,-70.8198
259.3,-0.000180178,-70.9359
259.4,-0.00017718,-71.0513
259.5,-0.000174249,-71.166
259.6,-0.000171383,-71.2799
259.7,-0.000168581,-71.3932
259.8,-0.000165842,-71.5056
259.9,-0.000163165,-71.6174
260,-0.000160549,-71.7283
260.1,-0.000157991,-71.8385
260.2,-0.000155491,-71.9479
260.3,-0.000153047,-72.0566
260.4,-0.000150659,-72.1644
260.5,-0.000148325,-72.2714
260.6,-0.000146043,-72.3776
260.7,-0.000143814,-72.483
260.8,-0.000141635,-72.5876
260.9,-0.000139506,-72.6913
261,-0.000137426,-72.7942
261.1,-0.000135393,-72.8963
261.2,-0.000133406,-72.9975
261.3,-0.000131464,-73.0979
261.4,-0.000129567,-73.1974
261.5,-0.000127713,-73.2961
261.6,-0.000125902,-73.3939
261.7,-0.000124132,-73.4908
261.8,-0.000122403,-73.5869
261.9,-0.000120713,-73.6821
262,-0.000119062,-73.7764
262.1,-0.000117448,-73.8698
262.2,-0.000115872,-73.9623
262.3,-0.000114332,-74.054
262.4,-0.000112827,-74.1448
262.5,-0.000111356,-74.2347
262.6,-0.00010992,-74.3237
262.7,-0.000108516,-74.4118
262.8,-0.000107144,-74.499
262.9,-0.000105804,-74.5854
263,-0.000104495,-74.6708
263.1,-0.000103215,-74.7554
263.2,-0.000101965,-74.8391
263.3,-0.000100743,-74.9219
263.4,-9.95496e-5,-75.0038
263.5,-9.83833e-5,-75.0848
263.6,-9.72437e-5,-75.1649
263.7,-9.61302e-5,-75.2441
263.8,-9.50421e-5,-75.3225
263.9,-9.3979e-5,-75.4
264,-9.29402e-5,-75.4766
264.1,-9.19252e-5,-75.5523
264.2,-9.09334e-5,-75.6272
264.3,-8.99644e-5,-75.7012
264.4,-8.90175e-5,-75.7743
264.5,-8.80921e-5,-75.8466
264.6,-8.71878e-5,-75.918
264.7,-8.63042e-5,-75.9886
264.8,-8.54406e-5,-76.0583
264.9,-8.45966e-5,-76.1272
265,-8.37719e-5,-76.1952
265.1,-8.29658e-5,-76.2624
265.2,-8.21781e-5,-76.3287
265.3,-8.14083e-5,-76.3943
265.4,-8.0656e-5,-76.459
265.5,-7.99207e-5,-76.5228
265.6,-7.92021e-5,-76.5859
265.7,-7.84998e-5,-76.6482
265.8,-7.78133e-5,-76.7097
265.9,-7.71425e-5,-76.7703
266,-7.64868e-5,-76.8302
266.1,-7.58459e-5,-76.8893
266.2,-7.52195e-5,-76.9476
266.3,-7.46072e-5,-77.0052
266.4,-7.40088e-5,-77.062
266.5,-7.34239e-5,-77.118
266.6,-7.28522e-5,-77.1733
266.7,-7.22933e-5,-77.2278
266.8,-7.17471e-5,-77.2816
266.9,-7.12131e-5,-77.3346
267,-7.06912e-5,-77.3869
267.1,-7.01811e-5,-77.4385
267.2,-6.96824e-5,-77.4894
267.3,-6.91949e-5,-77.5396
267.4,-6.87184e-5,-77.5891
267.5,-6.82526e-5,-77.6378
267.6,-6.77973e-5,-77.6859
267.7,-6.73522e-5,-77.7333
267.8,-6.69171e-5,-77.7801
267.9,-6.64918e-5,-77.8262
268,-6.6076e-5,-77.8716
268.1,-6.56696e-5,-77.9163
268.2,-6.52723e-5,-77.9604
268.3,-6.48839e-5,-78.0039
268.4,-6.45043e-5,-78.0468
268.5,-6.41331e-5,-78.089
268.6,-6.37703e-5,-78.1306
268.7,-6.34157e-5,-78.1716
268.8,-6.3069e-5,-78.2119
268.9,-6.27301e-5,-78.2517
269,-6.23989e-5,-78.2909
269.1,-6.20751e-5,-78.3296
269.2,-6.17585e-5,-78.3676
269.3,-6.14491e-5,-78.4051
269.4,-6.11467e-5,-78.442
269.5,-6.08511e-5,-78.4783
269.6,-6.05621e-5,-78.5141
269.7,-6.02796e-5,-78.5494
269.8,-6.00036e-5,-78.5841
269.9,-5.97337e-5,-78.6183
270,-5.947e-5,-78.652
270.1,-5.92122e-5,-78.6852
270.2,-5.89603e-5,-78.7178
270.3,-5.87141e-5,-78.75
270.4,-5.84735e-5,-78.7816
270.5,-5.82383e-5,-78.8128
270.6,-5.80085e-5,-78.8435
270.7,-5.77839e-5,-78.8737
270.8,-5.75645e-5,-78.9035
270.9,-5.735e-5,-78.9328
271,-5.71405e-5,-78.9616
271.1,-5.69357e-5,-78.99
271.2,-5.67357e-5,-79.0179
271.3,-5.65402e-5,-79.0454
271.4,-5.63493e-5,-79.0725
271.5,-5.61627e-5,-79.0991
271.6,-5.59805e-5,-79.1253
271.7,-5.58025e-5,-79.1511
271.8,-5.56286e-5,-79.1766
271.9,-5.54588e-5,-79.2016
272,-5.52929e-5,-79.2262
272.1,-5.51309e-5,-79.2504
272.2,-5.49727e-5,-79.2742
272.3,-5.48182e-5,-79.2977
272.4,-5.46673e-5,-79.3207
272.5,-5.452e-5,-79.3434
272.6,-5.43762e-5,-79.3658
272.7,-5.42358e-5,-79.3878
272.8,-5.40988e-5,-79.4094
272.9,-5.3965e-5,-79.4307
273,-5.38344e-5,-79.4517
273.1,-5.3707e-5,-79.4723
273.2,-5.35826e-5,-79.4926
273.3,-5.34613e-5,-79.5126
273.4,-5.33429e-5,-79.5322
273.5,-5.32274e-5,-79.5515
273.6,-5.31147e-5,-79.5705
273.7,-5.30048e-5,-79.5892
273.8,-5.28976e-5,-79.6077
273.9,-5.27931e-5,-79.6258
274,-5.26911e-5,-79.6436
274.1,-5.25918e-5,-79.6611
274.2,-5.24949e-5,-79.6784
274.3,-5.24005e-5,-79.6953
274.4,-5.23085e-5,-79.712
274.5,-5.22188e-5,-79.7285
274.6,-5.21314e-5,-79.7446
274.7,-5.20463e-5,-79.7605
274.8,-5.19634e-5,-79.7762
274.9,-5.18827e-5,-79.7916
275,-5.1804e-5,-79.8067
275.1,-5.17275e-5,-79.8216
275.2,-5.1653e-5,-79.8362
275.3,-5.15805e-5,-79.8507
275.4,-5.151e-5,-79.8649
275.5,-5.14413e-5,-79.8788
275.6,-5.13746e-5,-79.8925
275.7,-5.13097e-5,-79.906
275.8,-5.12466e-5,-79.9193
275.9,-5.11852e-5,-79.9324
276,-5.11256e-5,-79.9453
276.1,-5.10677e-5,-79.9579
276.2,-5.10115e-5,-79.9704
276.3,-5.09569e-5,-79.9826
276.4,-5.09038e-5,-79.9947
276.5,-5.08524e-5,-80.0065
276.6,-5.08025e-5,-80.0182
276.7,-5.07541e-5,-80.0297
276.8,-5.07071e-5,-80.041
276.9,-5.06616e-5,-80.0521
277,-5.06175e-5,-80.063
277.1,-5.05749e-5,-80.0738
277.2,-5.05335e-5,-80.0844
277.3,-5.04935e-5,-80.0948
277.4,-5.04548e-5,-80.105
277.5,-5.04174e-5,-80.1151
277.6,-5.03813e-5,-80.1251
277.7,-5.03463e-5,-80.1348
277.8,-5.03126e-5,-80.1444
277.9,-5.02801e-5,-80.1539
278,-5.02487e-5,-80.1632
278.1,-5.02184e-5,-80.1723
278.2,-5.01893e-5,-80.1814
278.3,-5.01613e-5,-80.1902
278.4,-5.01343e-5,-80.199
278.5,-5.01084e-5,-80.2075
278.6,-5.00835e-5,-80.216
278.7,-5.00596e-5,-80.2243
278.8,-5.00366e-5,-80.2325
278.9,-5.00147e-5,-80.2406
279,-4.99937e-5,-80.2485
279.1,-4.99736e-5,-80.2563
279.2,-4.99545e-5,-80.264
279.3,-4.99362e-5,-80.2715
279.4,-4.99188e-5,-80.279
279.5,-4.99023e-5,-80.2863
279.6,-4.98866e-5,-80.2935
279.7,-4.98717e-5,-80.3006
279.8,-4.98577e-5,-80.3076
279.9,-4.98444e-5,-80.3145
280,-4.98319e-5,-80.3213
280.1,-4.98201e-5,-80.328
280.2,-4.98091e-5,-80.3345
280.3,-4.97989e-5,-80.341
280.4,-4.97893e-5,-80.3474
280.5,-4.97805e-5,-80.3536
280.6,-4.97723e-5,-80.3598
280.7,-4.97648e-5,-80.3659
280.8,-4.97579e-5,-80.3719
280.9,-4.97518e-5,-80.3778
281,-4.97462e-5,-80.3836
281.1,-4.97413e-5,-80.3893
281.2,-4.97369e-5,-80.3949
281.3,-4.97332e-5,-80.4005
281.4,-4.973e-5,-80.406
281.5,-4.97274e-5,-80.4113
281.6,-4.97254e-5,-80.4166
281.7,-4.97239e-5,-80.4219
281.8,-4.9723e-5,-80.427
281.9,-4.97226e-5,-80.4321
282,-4.97227e-5,-80.4371
282.1,-4.97233e-5,-80.442
282.2,-4.97244e-5,-80.4468
282.3,-4.9726e-5,-80.4516
282.4,-4.9728e-5,-80.4563
282.5,-4.97305e-5,-80.461
282.6,-4.97335e-5,-80.4655
282.7,-4.97369e-5,-80.47
282.8,-4.97408e-5,-80.4745
282.9,-4.97451e-5,-80.4789
