environment | time (msec),interface | I_Ca | I_Catot (uA_per_uF),interface | membrane_potential | V_m (mV)
35.5,-0.000188536,-81.4251
35.6,-0.000188536,-81.4251
35.7,-0.000188536,-81.4251
35.8,-0.000188536,-81.4251
35.9,-0.000188536,-81.4251
36,-0.000188536,-81.4251
36.1,-0.000188536,-81.4251
36.2,-0.000188536,-81.4251
36.3,-0.000188535,-81.4251
36.4,-0.000188535,-81.4251
36.5,-0.000188535,-81.4251
36.6,-0.000188535,-81.4251
36.7,-0.000188535,-81.4251
36.8,-0.000188535,-81.4251
36.9,-0.000188535,-81.4251
37,-0.000188535,-81.4252
37.1,-0.000188535,-81.4252
37.2,-0.000188535,-81.4252
37.3,-0.000188534,-81.4252
37.4,-0.000188534,-81.4252
37.5,-0.000188534,-81.4252
37.6,-0.000188534,-81.4252
37.7,-0.000188534,-81.4252
37.8,-0.000188534,-81.4252
37.9,-0.000188534,-81.4252
38,-0.000188534,-81.4252
38.1,-0.000188534,-81.4252
38.2,-0.000188534,-81.4252
38.3,-0.000188534,-81.4252
38.4,-0.000188533,-81.4252
38.5,-0.000188533,-81.4252
38.6,-0.000188533,-81.4252
38.7,-0.000188533,-81.4252
38.8,-0.000188533,-81.4252
38.9,-0.000188533,-81.4252
39,-0.000188533,-81.4252
39.1,-0.000188533,-81.4252
39.2,-0.000188533,-81.4252
39.3,-0.000188533,-81.4253
39.4,-0.000188533,-81.4253
39.5,-0.000188532,-81.4253
39.6,-0.000188532,-81.4253
39.7,-0.000188532,-81.4253
39.8,-0.000188532,-81.4253
39.9,-0.000188532,-81.4253
40,-0.000188532,-81.4253
40.1,-0.000188532,-81.4253
40.2,-0.000188532,-81.4253
40.3,-0.000188532,-81.4253
40.4,-0.000188532,-81.4253
40.5,-0.000188531,-81.4253
40.6,-0.000188531,-81.4253
40.7,-0.000188531,-81.4253
40.8,-0.000188531,-81.4253
40.9,-0.000188531,-81.4253
41,-0.000188531,-81.4253
41.1,-0.000188531,-81.4253
41.2,-0.000188531,-81.4253
41.3,-0.000188531,-81.4253
41.4,-0.000188531,-81.4253
41.5,-0.000188531,-81.4253
41.6,-0.00018853,-81.4254
41.7,-0.00018853,-81.4254
41.8,-0.00018853,-81.4254
41.9,-0.00018853,-81.4254
42,-0.00018853,-81.4254
42.1,-0.00018853,-81.4254
42.2,-0.00018853,-81.4254
42.3,-0.00018853,-81.4254
42.4,-0.00018853,-81.4254
42.5,-0.00018853,-81.4254
42.6,-0.00018853,-81.4254
42.7,-0.000188529,-81.4254
42.8,-0.000188529,-81.4254
42.9,-0.000188529,-81.4254
43,-0.000188529,-81.4254
43.1,-0.000188529,-81.4254
43.2,-0.000188529,-81.4254
43.3,-0.000188529,-81.4254
43.4,-0.000188529,-81.4254
43.5,-0.000188529,-81.4254
43.6,-0.000188529,-81.4254
43.7,-0.000188529,-81.4254
43.8,-0.000188528,-81.4254
43.9,-0.000188528,-81.4255
44,-0.000188528,-81.4255
44.1,-0.000188528,-81.4255
44.2,-0.000188528,-81.4255
44.3,-0.000188528,-81.4255
44.4,-0.000188528,-81.4255
44.5,-0.000188528,-81.4255
44.6,-0.000188528,-81.4255
44.7,-0.000188528,-81.4255
44.8,-0.000188528,-81.4255
44.9,-0.000188527,-81.4255
45,-0.000188527,-81.4255
45.1,-0.000188527,-81.4255
45.2,-0.000188527,-81.4255
45.3,-0.000188527,-81.4255
45.4,-0.000188527,-81.4255
45.5,-0.000188527,-81.4255
45.6,-0.000188527,-81.4255
45.7,-0.000188527,-81.4255
45.8,-0.000188527,-81.4255
45.9,-0.000188527,-81.4255
46,-0.000188527,-81.4255
46.1,-0.000188526,-81.4255
46.2,-0.000188526,-81.4255
46.3,-0.000188526,-81.4256
46.4,-0.000188526,-81.4256
46.5,-0.000188526,-81.4256
46.6,-0.000188526,-81.4256
46.7,-0.000188526,-81.4256
46.8,-0.000188526,-81.4256
46.9,-0.000188526,-81.4256
47,-0.000188526,-81.4256
47.1,-0.000188526,-81.4256
47.2,-0.000188525,-81.4256
47.3,-0.000188525,-81.4256
47.4,-0.000188525,-81.4256
47.5,-0.000188525,-81.4256
47.6,-0.000188525,-81.4256
47.7,-0.000188525,-81.4256
47.8,-0.000188525,-81.4256
47.9,-0.000188525,-81.4256
48,-0.000188525,-81.4256
48.1,-0.000188525,-81.4256
48.2,-0.000188525,-81.4256
48.3,-0.000188524,-81.4256
48.4,-0.000188524,-81.4256
48.5,-0.000188524,-81.4256
48.6,-0.000188524,-81.4256
48.7,-0.000188524,-81.4257
48.8,-0.000188524,-81.4257
48.9,-0.000188524,-81.4257
49,-0.000188524,-81.4257
49.1,-0.000188524,-81.4257
49.2,-0.000188524,-81.4257
49.3,-0.000188524,-81.4257
49.4,-0.000188524,-81.4257
49.5,-0.000188523,-81.4257
49.6,-0.000188523,-81.4257
49.7,-0.000188523,-81.4257
49.8,-0.000188523,-81.4257
49.9,-0.000188523,-81.4257
50,-0.000188523,-81.4257
50.1,-0.000188523,-81.4257
50.2,-0.000188523,-81.4257
50.3,-0.000188523,-81.4257
50.4,-0.000188523,-81.4257
50.5,-0.000188523,-81.4257
50.6,-0.000188522,-81.4257
50.7,-0.000188522,-81.4257
50.8,-0.000188522,-81.4257
50.9,-0.000188522,-81.4257
51,-0.000188522,-81.4257
51.1,-0.000188522,-81.4257
51.2,-0.000188522,-81.4258
51.3,-0.000188522,-81.4258
51.4,-0.000188522,-81.4258
51.5,-0.000188522,-81.4258
51.6,-0.000188522,-81.4258
51.7,-0.000188522,-81.4258
51.8,-0.000188521,-81.4258
51.9,-0.000188521,-81.4258
52,-0.000188521,-81.4258
52.1,-0.000188521,-81.4258
52.2,-0.000188521,-81.4258
52.3,-0.000188521,-81.4258
52.4,-0.000188521,-81.4258
52.5,-0.000188521,-81.4258
52.6,-0.000188521,-81.4258
52.7,-0.000188521,-81.4258
52.8,-0.000188521,-81.4258
52.9,-0.00018852,-81.4258
53,-0.00018852,-81.4258
53.1,-0.00018852,-81.4258
53.2,-0.00018852,-81.4258
53.3,-0.00018852,-81.4258
53.4,-0.00018852,-81.4258
53.5,-0.00018852,-81.4258
53.6,-0.00018852,-81.4259
53.7,-0.00018852,-81.4259
53.8,-0.00018852,-81.4259
53.9,-0.00018852,-81.4259
54,-0.00018852,-81.4259
54.1,-0.000188519,-81.4259
54.2,-0.000188519,-81.4259
54.3,-0.000188519,-81.4259
54.4,-0.000188519,-81.4259
54.5,-0.000188519,-81.4259
54.6,-0.000188519,-81.4259
54.7,-0.000188519,-81.4259
54.8,-0.000188519,-81.4259
54.9,-0.000188519,-81.4259
55,-0.000188519,-81.4259
55.1,-0.000188519,-81.4259
55.2,-0.000188519,-81.4259
55.3,-0.000188518,-81.4259
55.4,-0.000188518,-81.4259
55.5,-0.000188518,-81.4259
55.6,-0.000188518,-81.4259
55.7,-0.000188518,-81.4259
55.8,-0.000188518,-81.4259
55.9,-0.000188518,-81.4259
56,-0.000188518,-81.4259
56.1,-0.000188518,-81.426
56.2,-0.000188518,-81.426
56.3,-0.000188518,-81.426
56.4,-0.000188518,-81.426
56.5,-0.000188517,-81.426
56.6,-0.000188517,-81.426
56.7,-0.000188517,-81.426
56.8,-0.000188517,-81.426
56.9,-0.000188517,-81.426
57,-0.000188517,-81.426
57.1,-0.000188517,-81.426
57.2,-0.000188517,-81.426
57.3,-0.000188517,-81.426
57.4,-0.000188517,-81.426
57.5,-0.000188517,-81.426
57.6,-0.000188517,-81.426
57.7,-0.000188516,-81.426
57.8,-0.000188516,-81.426
57.9,-0.000188516,-81.426
58,-0.000188516,-81.426
58.1,-0.000188516,-81.426
58.2,-0.000188516,-81.426
58.3,-0.000188516,-81.426
58.4,-0.000188516,-81.426
58.5,-0.000188516,-81.426
58.6,-0.000188516,-81.426
58.7,-0.000188516,-81.4261
58.8,-0.000188516,-81.4261
58.9,-0.000188515,-81.4261
59,-0.000188515,-81.4261
59.1,-0.000188515,-81.4261
59.2,-0.000188515,-81.4261
59.3,-0.000188515,-81.4261
59.4,-0.000188515,-81.4261
59.5,-0.000188515,-81.4261
59.6,-0.000188515,-81.4261
59.7,-0.000188515,-81.4261
59.8,-0.000188515,-81.4261
59.9,-0.000188515,-81.4261
60,-0.000188515,-81.4261
60.1,-0.000188514,-81.4261
60.2,-0.000188514,-81.4261
60.3,-0.000188514,-81.4261
60.4,-0.000188514,-81.4261
60.5,-0.000188514,-81.4261
60.6,-0.000188514,-81.4261
60.7,-0.000188514,-81.4261
60.8,-0.000188514,-81.4261
60.9,-0.000188514,-81.4261
61,-0.000188514,-81.4261
61.1,-0.000188514,-81.4261
61.2,-0.000188514,-81.4261
61.3,-0.000188513,-81.4262
61.4,-0.000188513,-81.4262
61.5,-0.000188513,-81.4262
61.6,-0.000188513,-81.4262
61.7,-0.000188513,-81.4262
61.8,-0.000188513,-81.4262
61.9,-0.000188513,-81.4262
62,-0.000188513,-81.4262
62.1,-0.000188513,-81.4262
62.2,-0.000188513,-81.4262
62.3,-0.000188513,-81.4262
62.4,-0.000188513,-81.4262
62.5,-0.000188512,-81.4262
62.6,-0.000188512,-81.4262
62.7,-0.000188512,-81.4262
62.8,-0.000188512,-81.4262
62.9,-0.000188512,-81.4262
63,-0.000188512,-81.4262
63.1,-0.000188512,-81.4262
63.2,-0.000188512,-81.4262
63.3,-0.000188512,-81.4262
63.4,-0.000188512,-81.4262
63.5,-0.000188512,-81.4262
63.6,-0.000188512,-81.4262
63.7,-0.000188512,-81.4262
63.8,-0.000188511,-81.4262
63.9,-0.000188511,-81.4263
64,-0.000188511,-81.4263
64.1,-0.000188511,-81.4263
64.2,-0.000188511,-81.4263
64.3,-0.000188511,-81.4263
64.4,-0.000188511,-81.4263
64.5,-0.000188511,-81.4263
64.6,-0.000188511,-81.4263
64.7,-0.000188511,-81.4263
64.8,-0.000188511,-81.4263
64.9,-0.000188511,-81.4263
65,-0.00018851,-81.4263
65.1,-0.00018851,-81.4263
65.2,-0.00018851,-81.4263
65.3,-0.00018851,-81.4263
65.4,-0.00018851,-81.4263
65.5,-0.00018851,-81.4263
65.6,-0.00018851,-81.4263
65.7,-0.00018851,-81.4263
65.8,-0.00018851,-81.4263
65.9,-0.00018851,-81.4263
66,-0.00018851,-81.4263
66.1,-0.00018851,-81.4263
66.2,-0.00018851,-81.4263
66.3,-0.000188509,-81.4263
66.4,-0.000188509,-81.4263
66.5,-0.000188509,-81.4263
66.6,-0.000188509,-81.4264
66.7,-0.000188509,-81.4264
66.8,-0.000188509,-81.4264
66.9,-0.000188509,-81.4264
67,-0.000188509,-81.4264
67.1,-0.000188509,-81.4264
67.2,-0.000188509,-81.4264
67.3,-0.000188509,-81.4264
67.4,-0.000188509,-81.4264
67.5,-0.000188509,-81.4264
67.6,-0.000188508,-81.4264
67.7,-0.000188508,-81.4264
67.8,-0.000188508,-81.4264
67.9,-0.000188508,-81.4264
68,-0.000188508,-81.4264
68.1,-0.000188508,-81.4264
68.2,-0.000188508,-81.4264
68.3,-0.000188508,-81.4264
68.4,-0.000188508,-81.4264
68.5,-0.000188508,-81.4264
68.6,-0.000188508,-81.4264
68.7,-0.000188508,-81.4264
68.8,-0.000188507,-81.4264
68.9,-0.000188507,-81.4264
69,-0.000188507,-81.4264
69.1,-0.000188507,-81.4264
69.2,-0.000188507,-81.4264
69.3,-0.000188507,-81.4265
69.4,-0.000188507,-81.4265
69.5,-0.000188507,-81.4265
69.6,-0.000188507,-81.4265
69.7,-0.000188507,-81.4265
69.8,-0.000188507,-81.4265
69.9,-0.000188507,-81.4265
70,-0.000188507,-81.4265
70.1,-0.000188506,-81.4265
70.2,-0.000188506,-81.4265
70.3,-0.000188506,-81.4265
70.4,-0.000188506,-81.4265
70.5,-0.000188506,-81.4265
70.6,-0.000188506,-81.4265
70.7,-0.000188506,-81.4265
70.8,-0.000188506,-81.4265
70.9,-0.000188506,-81.4265
71,-0.000188506,-81.4265
71.1,-0.000188506,-81.4265
71.2,-0.000188506,-81.4265
71.3,-0.000188506,-81.4265
71.4,-0.000188505,-81.4265
71.5,-0.000188505,-81.4265
71.6,-0.000188505,-81.4265
71.7,-0.000188505,-81.4265
71.8,-0.000188505,-81.4265
71.9,-0.000188505,-81.4265
72,-0.000188505,-81.4265
72.1,-0.000188505,-81.4266
72.2,-0.000188505,-81.4266
72.3,-0.000188505,-81.4266
72.4,-0.000188505,-81.4266
72.5,-0.000188505,-81.4266
72.6,-0.000188505,-81.4266
72.7,-0.000188505,-81.4266
72.8,-0.000188504,-81.4266
72.9,-0.000188504,-81.4266
73,-0.000188504,-81.4266
73.1,-0.000188504,-81.4266
73.2,-0.000188504,-81.4266
73.3,-0.000188504,-81.4266
73.4,-0.000188504,-81.4266
73.5,-0.000188504,-81.4266
73.6,-0.000188504,-81.4266
73.7,-0.000188504,-81.4266
73.8,-0.000188504,-81.4266
73.9,-0.000188504,-81.4266
74,-0.000188504,-81.4266
74.1,-0.000188503,-81.4266
74.2,-0.000188503,-81.4266
74.3,-0.000188503,-81.4266
74.4,-0.000188503,-81.4266
74.5,-0.000188503,-81.4266
74.6,-0.000188503,-81.4266
74.7,-0.000188503,-81.4266
74.8,-0.000188503,-81.4266
74.9,-0.000188503,-81.4267
75,-0.000188503,-81.4267
75.1,-0.000188503,-81.4267
75.2,-0.000188503,-81.4267
75.3,-0.000188503,-81.4267
75.4,-0.000188502,-81.4267
75.5,-0.000188502,-81.4267
75.6,-0.000188502,-81.4267
75.7,-0.000188502,-81.4267
75.8,-0.000188502,-81.4267
75.9,-0.000188502,-81.4267
76,-0.000188502,-81.4267
76.1,-0.000188502,-81.4267
76.2,-0.000188502,-81.4267
76.3,-0.000188502,-81.4267
76.4,-0.000188502,-81.4267
76.5,-0.000188502,-81.4267
76.6,-0.000188502,-81.4267
76.7,-0.000188502,-81.4267
76.8,-0.000188501,-81.4267
76.9,-0.000188501,-81.4267
77,-0.000188501,-81.4267
77.1,-0.000188501,-81.4267
77.2,-0.000188501,-81.4267
77.3,-0.000188501,-81.4267
77.4,-0.000188501,-81.4267
77.5,-0.000188501,-81.4267
77.6,-0.000188501,-81.4267
77.7,-0.000188501,-81.4268
77.8,-0.000188501,-81.4268
77.9,-0.000188501,-81.4268
78,-0.000188501,-81.4268
78.1,-0.0001885,-81.4268
78.2,-0.0001885,-81.4268
78.3,-0.0001885,-81.4268
78.4,-0.0001885,-81.4268
78.5,-0.0001885,-81.4268
78.6,-0.0001885,-81.4268
78.7,-0.0001885,-81.4268
78.8,-0.0001885,-81.4268
78.9,-0.0001885,-81.4268
79,-0.0001885,-81.4268
79.1,-0.0001885,-81.4268
79.2,-0.0001885,-81.4268
79.3,-0.0001885,-81.4268
79.4,-0.0001885,-81.4268
79.5,-0.000188499,-81.4268
79.6,-0.000188499,-81.4268
79.7,-0.000188499,-81.4268
79.8,-0.000188499,-81.4268
79.9,-0.000188499,-81.4268
80,-0.000188499,-81.4268
80.1,-0.000188499,-81.4268
80.2,-0.000188499,-81.4268
80.3,-0.000188499,-81.4268
80.4,-0.000188499,-81.4268
80.5,-0.000188499,-81.4268
80.6,-0.000188499,-81.4269
80.7,-0.000188499,-81.4269
80.8,-0.000188499,-81.4269
80.9,-0.000188498,-81.4269
81,-0.000188498,-81.4269
81.1,-0.000188498,-81.4269
81.2,-0.000188498,-81.4269
81.3,-0.000188498,-81.4269
81.4,-0.000188498,-81.4269
81.5,-0.000188498,-81.4269
81.6,-0.000188498,-81.4269
81.7,-0.000188498,-81.4269
81.8,-0.000188498,-81.4269
81.9,-0.000188498,-81.4269
82,-0.000188498,-81.4269
82.1,-0.000188498,-81.4269
82.2,-0.000188497,-81.4269
82.3,-0.000188497,-81.4269
82.4,-0.000188497,-81.4269
82.5,-0.000188497,-81.4269
82.6,-0.000188497,-81.4269
82.7,-0.000188497,-81.4269
82.8,-0.000188497,-81.4269
82.9,-0.000188497,-81.4269
83,-0.000188497,-81.4269
