environment | time (msec),interface | I_Ca | I_Catot (uA_per_uF),interface | membrane_potential | V_m (mV)
0,-0.000251445,-81.423
0.1,-0.000251445,-81.423
0.2,-0.000251445,-81.423
0.3,-0.000251445,-81.423
0.4,-0.000251445,-81.423
0.5,-0.000251445,-81.423
0.6,-0.000251444,-81.423
0.7,-0.000251444,-81.423
0.8,-0.000251444,-81.423
0.9,-0.000251444,-81.423
1,-0.000251444,-81.423
1.1,-0.000251444,-81.423
1.2,-0.000251443,-81.423
1.3,-0.000251443,-81.423
1.4,-0.000251443,-81.423
1.5,-0.000251443,-81.4231
1.6,-0.000251443,-81.4231
1.7,-0.000251443,-81.4231
1.8,-0.000251443,-81.4231
1.9,-0.000251442,-81.4231
2,-0.000251442,-81.4231
2.1,-0.000251442,-81.4231
2.2,-0.000251442,-81.4231
2.3,-0.000251442,-81.4231
2.4,-0.000251442,-81.4231
2.5,-0.000251441,-81.4231
2.6,-0.000251441,-81.4231
2.7,-0.000251441,-81.4231
2.8,-0.000251441,-81.4231
2.9,-0.000251441,-81.4231
3,-0.000251441,-81.4231
3.1,-0.000251441,-81.4231
3.2,-0.00025144,-81.4231
3.3,-0.00025144,-81.4231
3.4,-0.00025144,-81.4232
3.5,-0.00025144,-81.4232
3.6,-0.00025144,-81.4232
3.7,-0.00025144,-81.4232
3.8,-0.000251439,-81.4232
3.9,-0.000251439,-81.4232
4,-0.000251439,-81.4232
4.1,-0.000251439,-81.4232
4.2,-0.000251439,-81.4232
4.3,-0.000251439,-81.4232
4.4,-0.000251439,-81.4232
4.5,-0.000251438,-81.4232
4.6,-0.000251438,-81.4232
4.7,-0.000251438,-81.4232
4.8,-0.000251438,-81.4232
4.9,-0.000251438,-81.4232
5,-0.000251438,-81.4232
5.1,-0.000251438,-81.4232
5.2,-0.000251437,-81.4232
5.3,-0.000251437,-81.4233
5.4,-0.000251437,-81.4233
5.5,-0.000251437,-81.4233
5.6,-0.000251437,-81.4233
5.7,-0.000251437,-81.4233
5.8,-0.000251436,-81.4233
5.9,-0.000251436,-81.4233
6,-0.000251436,-81.4233
6.1,-0.000251436,-81.4233
6.2,-0.000251436,-81.4233
6.3,-0.000251436,-81.4233
6.4,-0.000251436,-81.4233
6.5,-0.000251435,-81.4233
6.6,-0.000251435,-81.4233
6.7,-0.000251435,-81.4233
6.8,-0.000251435,-81.4233
6.9,-0.000251435,-81.4233
7,-0.000251435,-81.4233
7.1,-0.000251435,-81.4233
7.2,-0.000251434,-81.4234
7.3,-0.000251434,-81.4234
7.4,-0.000251434,-81.4234
7.5,-0.000251434,-81.4234
7.6,-0.000251434,-81.4234
7.7,-0.000251434,-81.4234
7.8,-0.000251433,-81.4234
7.9,-0.000251433,-81.4234
8,-0.000251433,-81.4234
8.1,-0.000251433,-81.4234
8.2,-0.000251433,-81.4234
8.3,-0.000251433,-81.4234
8.4,-0.000251433,-81.4234
8.5,-0.000251432,-81.4234
8.6,-0.000251432,-81.4234
8.7,-0.000251432,-81.4234
8.8,-0.000251432,-81.4234
8.9,-0.000251432,-81.4234
9,-0.000251432,-81.4234
9.1,-0.000251432,-81.4235
9.2,-0.000251431,-81.4235
9.3,-0.000251431,-81.4235
9.4,-0.000251431,-81.4235
9.5,-0.000251431,-81.4235
9.6,-0.000251431,-81.4235
9.7,-0.000251431,-81.4235
9.8,-0.000251431,-81.4235
9.9,-0.00025143,-81.4235
10,-0.00025143,-81.4235
10.1,-0.00025143,-81.4235
10.2,-0.00025143,-81.4235
10.3,-0.00025143,-81.4235
10.4,-0.00025143,-81.4235
10.5,-0.00025143,-81.4235
10.6,-0.000251429,-81.4235
10.7,-0.000251429,-81.4235
10.8,-0.000251429,-81.4235
10.9,-0.000251429,-81.4235
11,-0.000251429,-81.4235
11.1,-0.000251429,-81.4236
11.2,-0.000251429,-81.4236
11.3,-0.000251428,-81.4236
11.4,-0.000251428,-81.4236
11.5,-0.000251428,-81.4236
11.6,-0.000251428,-81.4236
11.7,-0.000251428,-81.4236
11.8,-0.000251428,-81.4236
11.9,-0.000251427,-81.4236
12,-0.000251427,-81.4236
12.1,-0.000251427,-81.4236
12.2,-0.000251427,-81.4236
12.3,-0.000251427,-81.4236
12.4,-0.000251427,-81.4236
12.5,-0.000251427,-81.4236
12.6,-0.000251426,-81.4236
12.7,-0.000251426,-81.4236
12.8,-0.000251426,-81.4236
12.9,-0.000251426,-81.4236
13,-0.000251426,-81.4237
13.1,-0.000251426,-81.4237
13.2,-0.000251426,-81.4237
13.3,-0.000251425,-81.4237
13.4,-0.000251425,-81.4237
13.5,-0.000251425,-81.4237
13.6,-0.000251425,-81.4237
13.7,-0.000251425,-81.4237
13.8,-0.000251425,-81.4237
13.9,-0.000251425,-81.4237
14,-0.000251424,-81.4237
14.1,-0.000251424,-81.4237
14.2,-0.000251424,-81.4237
14.3,-0.000251424,-81.4237
14.4,-0.000251424,-81.4237
14.5,-0.000251424,-81.4237
14.6,-0.000251424,-81.4237
14.7,-0.000251423,-81.4237
14.8,-0.000251423,-81.4237
14.9,-0.000251423,-81.4237
15,-0.000251423,-81.4238
15.1,-0.000251423,-81.4238
15.2,-0.000251423,-81.4238
15.3,-0.000251423,-81.4238
15.4,-0.000251422,-81.4238
15.5,-0.000251422,-81.4238
15.6,-0.000251422,-81.4238
15.7,-0.000251422,-81.4238
15.8,-0.000251422,-81.4238
15.9,-0.000251422,-81.4238
16,-0.000251422,-81.4238
16.1,-0.000251421,-81.4238
16.2,-0.000251421,-81.4238
16.3,-0.000251421,-81.4238
16.4,-0.000251421,-81.4238
16.5,-0.000251421,-81.4238
16.6,-0.000251421,-81.4238
16.7,-0.000251421,-81.4238
16.8,-0.00025142,-81.4238
16.9,-0.00025142,-81.4238
17,-0.00025142,-81.4238
17.1,-0.00025142,-81.4239
17.2,-0.00025142,-81.4239
17.3,-0.00025142,-81.4239
17.4,-0.00025142,-81.4239
17.5,-0.00025142,-81.4239
17.6,-0.000251419,-81.4239
17.7,-0.000251419,-81.4239
17.8,-0.000251419,-81.4239
17.9,-0.000251419,-81.4239
18,-0.000251419,-81.4239
18.1,-0.000251419,-81.4239
18.2,-0.000251419,-81.4239
18.3,-0.000251418,-81.4239
18.4,-0.000251418,-81.4239
18.5,-0.000251418,-81.4239
18.6,-0.000251418,-81.4239
18.7,-0.000251418,-81.4239
18.8,-0.000251418,-81.4239
18.9,-0.000251418,-81.4239
19,-0.000251417,-81.4239
19.1,-0.000251417,-81.424
19.2,-0.000251417,-81.424
19.3,-0.000251417,-81.424
19.4,-0.000251417,-81.424
19.5,-0.000251417,-81.424
19.6,-0.000251417,-81.424
19.7,-0.000251416,-81.424
19.8,-0.000251416,-81.424
19.9,-0.000251416,-81.424
20,-0.000251416,-81.424
20.1,-0.000251416,-81.424
20.2,-0.000251416,-81.424
20.3,-0.000251416,-81.424
20.4,-0.000251415,-81.424
20.5,-0.000251415,-81.424
20.6,-0.000251415,-81.424
20.7,-0.000251415,-81.424
20.8,-0.000251415,-81.424
20.9,-0.000251415,-81.424
21,-0.000251415,-81.424
21.1,-0.000251415,-81.424
21.2,-0.000251414,-81.4241
21.3,-0.000251414,-81.4241
21.4,-0.000251414,-81.4241
21.5,-0.000251414,-81.4241
21.6,-0.000251414,-81.4241
21.7,-0.000251414,-81.4241
21.8,-0.000251414,-81.4241
21.9,-0.000251413,-81.4241
22,-0.000251413,-81.4241
22.1,-0.000251413,-81.4241
22.2,-0.000251413,-81.4241
22.3,-0.000251413,-81.4241
22.4,-0.000251413,-81.4241
22.5,-0.000251413,-81.4241
22.6,-0.000251412,-81.4241
22.7,-0.000251412,-81.4241
22.8,-0.000251412,-81.4241
22.9,-0.000251412,-81.4241
23,-0.000251412,-81.4241
23.1,-0.000251412,-81.4241
23.2,-0.000251412,-81.4241
23.3,-0.000251412,-81.4242
23.4,-0.000251411,-81.4242
23.5,-0.000251411,-81.4242
23.6,-0.000251411,-81.4242
23.7,-0.000251411,-81.4242
23.8,-0.000251411,-81.4242
23.9,-0.000251411,-81.4242
24,-0.000251411,-81.4242
24.1,-0.00025141,-81.4242
24.2,-0.00025141,-81.4242
24.3,-0.00025141,-81.4242
24.4,-0.00025141,-81.4242
24.5,-0.00025141,-81.4242
24.6,-0.00025141,-81.4242
24.7,-0.00025141,-81.4242
24.8,-0.000251409,-81.4242
24.9,-0.000251409,-81.4242
25,-0.000251409,-81.4242
25.1,-0.000251409,-81.4242
25.2,-0.000251409,-81.4242
25.3,-0.000251409,-81.4242
25.4,-0.000251409,-81.4243
25.5,-0.000251409,-81.4243
25.6,-0.000251408,-81.4243
25.7,-0.000251408,-81.4243
25.8,-0.000251408,-81.4243
25.9,-0.000251408,-81.4243
26,-0.000251408,-81.4243
26.1,-0.000251408,-81.4243
26.2,-0.000251408,-81.4243
26.3,-0.000251407,-81.4243
26.4,-0.000251407,-81.4243
26.5,-0.000251407,-81.4243
26.6,-0.000251407,-81.4243
26.7,-0.000251407,-81.4243
26.8,-0.000251407,-81.4243
26.9,-0.000251407,-81.4243
27,-0.000251407,-81.4243
27.1,-0.000251406,-81.4243
27.2,-0.000251406,-81.4243
27.3,-0.000251406,-81.4243
27.4,-0.000251406,-81.4243
27.5,-0.000251406,-81.4244
27.6,-0.000251406,-81.4244
27.7,-0.000251406,-81.4244
27.8,-0.000251405,-81.4244
27.9,-0.000251405,-81.4244
28,-0.000251405,-81.4244
28.1,-0.000251405,-81.4244
28.2,-0.000251405,-81.4244
28.3,-0.000251405,-81.4244
28.4,-0.000251405,-81.4244
28.5,-0.000251405,-81.4244
28.6,-0.000251404,-81.4244
28.7,-0.000251404,-81.4244
28.8,-0.000251404,-81.4244
28.9,-0.000251404,-81.4244
29,-0.000251404,-81.4244
29.1,-0.000251404,-81.4244
29.2,-0.000251404,-81.4244
29.3,-0.000251404,-81.4244
29.4,-0.000251403,-81.4244
29.5,-0.000251403,-81.4244
29.6,-0.000251403,-81.4244
29.7,-0.000251403,-81.4245
29.8,-0.000251403,-81.4245
29.9,-0.000251403,-81.4245
30,-0.000251403,-81.4245
30.1,-0.000251402,-81.4245
30.2,-0.000251402,-81.4245
30.3,-0.000251402,-81.4245
30.4,-0.000251402,-81.4245
30.5,-0.000251402,-81.4245
30.6,-0.000251402,-81.4245
30.7,-0.000251402,-81.4245
30.8,-0.000251402,-81.4245
30.9,-0.000251401,-81.4245
31,-0.000251401,-81.4245
31.1,-0.000251401,-81.4245
31.2,-0.000251401,-81.4245
31.3,-0.000251401,-81.4245
31.4,-0.000251401,-81.4245
31.5,-0.000251401,-81.4245
31.6,-0.000251401,-81.4245
31.7,-0.0002514,-81.4245
31.8,-0.0002514,-81.4245
31.9,-0.0002514,-81.4246
32,-0.0002514,-81.4246
32.1,-0.0002514,-81.4246
32.2,-0.0002514,-81.4246
32.3,-0.0002514,-81.4246
32.4,-0.000251399,-81.4246
32.5,-0.000251399,-81.4246
32.6,-0.000251399,-81.4246
32.7,-0.000251399,-81.4246
32.8,-0.000251399,-81.4246
32.9,-0.000251399,-81.4246
33,-0.000251399,-81.4246
33.1,-0.000251399,-81.4246
33.2,-0.000251398,-81.4246
33.3,-0.000251398,-81.4246
33.4,-0.000251398,-81.4246
33.5,-0.000251398,-81.4246
33.6,-0.000251398,-81.4246
33.7,-0.000251398,-81.4246
33.8,-0.000251398,-81.4246
33.9,-0.000251398,-81.4246
34,-0.000251397,-81.4246
34.1,-0.000251397,-81.4247
34.2,-0.000251397,-81.4247
34.3,-0.000251397,-81.4247
34.4,-0.000251397,-81.4247
34.5,-0.000251397,-81.4247
34.6,-0.000251397,-81.4247
34.7,-0.000251397,-81.4247
34.8,-0.000251396,-81.4247
34.9,-0.000251396,-81.4247
35,-0.000251396,-81.4247
35.1,-0.000251396,-81.4247
35.2,-0.000251396,-81.4247
35.3,-0.000251396,-81.4247
35.4,-0.000251396,-81.4247
35.5,-0.000251396,-81.4247
35.6,-0.000251395,-81.4247
35.7,-0.000251395,-81.4247
35.8,-0.000251395,-81.4247
35.9,-0.000251395,-81.4247
36,-0.000251395,-81.4247
36.1,-0.000251395,-81.4247
36.2,-0.000251395,-81.4247
36.3,-0.000251395,-81.4247
36.4,-0.000251394,-81.4248
36.5,-0.000251394,-81.4248
36.6,-0.000251394,-81.4248
36.7,-0.000251394,-81.4248
36.8,-0.000251394,-81.4248
36.9,-0.000251394,-81.4248
37,-0.000251394,-81.4248
37.1,-0.000251394,-81.4248
37.2,-0.000251393,-81.4248
37.3,-0.000251393,-81.4248
37.4,-0.000251393,-81.4248
37.5,-0.000251393,-81.4248
37.6,-0.000251393,-81.4248
37.7,-0.000251393,-81.4248
37.8,-0.000251393,-81.4248
37.9,-0.000251393,-81.4248
38,-0.000251392,-81.4248
38.1,-0.000251392,-81.4248
38.2,-0.000251392,-81.4248
38.3,-0.000251392,-81.4248
38.4,-0.000251392,-81.4248
38.5,-0.000251392,-81.4248
38.6,-0.000251392,-81.4248
38.7,-0.000251392,-81.4249
38.8,-0.000251391,-81.4249
38.9,-0.000251391,-81.4249
39,-0.000251391,-81.4249
39.1,-0.000251391,-81.4249
39.2,-0.000251391,-81.4249
39.3,-0.000251391,-81.4249
39.4,-0.000251391,-81.4249
39.5,-0.000251391,-81.4249
39.6,-0.00025139,-81.4249
39.7,-0.00025139,-81.4249
39.8,-0.00025139,-81.4249
39.9,-0.00025139,-81.4249
40,-0.00025139,-81.4249
40.1,-0.00025139,-81.4249
40.2,-0.00025139,-81.4249
40.3,-0.00025139,-81.4249
40.4,-0.000251389,-81.4249
40.5,-0.000251389,-81.4249
40.6,-0.000251389,-81.4249
40.7,-0.000251389,-81.4249
40.8,-0.000251389,-81.4249
40.9,-0.000251389,-81.4249
41,-0.000251389,-81.425
41.1,-0.000251389,-81.425
41.2,-0.000251388,-81.425
41.3,-0.000251388,-81.425
41.4,-0.000251388,-81.425
41.5,-0.000251388,-81.425
41.6,-0.000251388,-81.425
41.7,-0.000251388,-81.425
41.8,-0.000251388,-81.425
41.9,-0.000251388,-81.425
42,-0.000251387,-81.425
42.1,-0.000251387,-81.425
42.2,-0.000251387,-81.425
42.3,-0.000251387,-81.425
42.4,-0.000251387,-81.425
42.5,-0.000251387,-81.425
42.6,-0.000251387,-81.425
42.7,-0.000251387,-81.425
42.8,-0.000251387,-81.425
42.9,-0.000251386,-81.425
43,-0.000251386,-81.425
43.1,-0.000251386,-81.425
43.2,-0.000251386,-81.425
43.3,-0.000251386,-81.4251
43.4,-0.000251386,-81.4251
43.5,-0.000251386,-81.4251
43.6,-0.000251386,-81.4251
43.7,-0.000251385,-81.4251
43.8,-0.000251385,-81.4251
43.9,-0.000251385,-81.4251
44,-0.000251385,-81.4251
44.1,-0.000251385,-81.4251
44.2,-0.000251385,-81.4251
44.3,-0.000251385,-81.4251
44.4,-0.000251385,-81.4251
44.5,-0.000251384,-81.4251
44.6,-0.000251384,-81.4251
44.7,-0.000251384,-81.4251
44.8,-0.000251384,-81.4251
44.9,-0.000251384,-81.4251
45,-0.000251384,-81.4251
45.1,-0.000251384,-81.4251
45.2,-0.000251384,-81.4251
45.3,-0.000251383,-81.4251
45.4,-0.000251383,-81.4251
45.5,-0.000251383,-81.4251
45.6,-0.000251383,-81.4251
45.7,-0.000251383,-81.4252
45.8,-0.000251383,-81.4252
45.9,-0.000251383,-81.4252
46,-0.000251383,-81.4252
46.1,-0.000251383,-81.4252
46.2,-0.000251382,-81.4252
46.3,-0.000251382,-81.4252
46.4,-0.000251382,-81.4252
46.5,-0.000251382,-81.4252
46.6,-0.000251382,-81.4252
46.7,-0.000251382,-81.4252
46.8,-0.000251382,-81.4252
46.9,-0.000251382,-81.4252
47,-0.000251381,-81.4252
47.1,-0.000251381,-81.4252
47.2,-0.000251381,-81.4252
47.3,-0.000251381,-81.4252
47.4,-0.000251381,-81.4252
47.5,-0.000251381,-81.4252
47.6,-0.000251381,-81.4252
47.7,-0.000251381,-81.4252
47.8,-0.000251381,-81.4252
47.9,-0.00025138,-81.4252
48,-0.00025138,-81.4252
48.1,-0.00025138,-81.4253
48.2,-0.00025138,-81.4253
48.3,-0.00025138,-81.4253
48.4,-0.00025138,-81.4253
48.5,-0.00025138,-81.4253
48.6,-0.00025138,-81.4253
48.7,-0.000251379,-81.4253
48.8,-0.000251379,-81.4253
48.9,-0.000251379,-81.4253
49,-0.000251379,-81.4253
49.1,-0.000251379,-81.4253
49.2,-0.000251379,-81.4253
49.3,-0.000251379,-81.4253
49.4,-0.000251379,-81.4253
49.5,-0.000251379,-81.4253
49.6,-0.000251378,-81.4253
49.7,-0.000251378,-81.4253
49.8,-0.000251378,-81.4253
49.9,-0.000251378,-81.4253
50,-0.000251378,-81.4253
50.1,-0.000251378,-81.4253
50.2,-0.000251378,-81.4253
50.3,-0.000251378,-81.4253
50.4,-0.000251378,-81.4253
50.5,-0.000251377,-81.4253
50.6,-0.000251377,-81.4254
50.7,-0.000251377,-81.4254
50.8,-0.000251377,-81.4254
50.9,-0.000251377,-81.4254
51,-0.000251377,-81.4254
51.1,-0.000251377,-81.4254
51.2,-0.000251377,-81.4254
51.3,-0.000251376,-81.4254
51.4,-0.000251376,-81.4254
51.5,-0.000251376,-81.4254
51.6,-0.000251376,-81.4254
51.7,-0.000251376,-81.4254
51.8,-0.000251376,-81.4254
51.9,-0.000251376,-81.4254
52,-0.000251376,-81.4254
52.1,-0.000251376,-81.4254
52.2,-0.000251375,-81.4254
52.3,-0.000251375,-81.4254
52.4,-0.000251375,-81.4254
52.5,-0.000251375,-81.4254
52.6,-0.000251375,-81.4254
52.7,-0.000251375,-81.4254
52.8,-0.000251375,-81.4254
52.9,-0.000251375,-81.4254
53,-0.000251375,-81.4255
53.1,-0.000251374,-81.4255
53.2,-0.000251374,-81.4255
53.3,-0.000251374,-81.4255
53.4,-0.000251374,-81.4255
53.5,-0.000251374,-81.4255
53.6,-0.000251374,-81.4255
53.7,-0.000251374,-81.4255
53.8,-0.000251374,-81.4255
53.9,-0.000251373,-81.4255
54,-0.000251373,-81.4255
54.1,-0.000251373,-81.4255
54.2,-0.000251373,-81.4255
54.3,-0.000251373,-81.4255
54.4,-0.000251373,-81.4255
54.5,-0.000251373,-81.4255
54.6,-0.000251373,-81.4255
54.7,-0.000251373,-81.4255
54.8,-0.000251372,-81.4255
54.9,-0.000251372,-81.4255
55,-0.000251372,-81.4255
55.1,-0.000251372,-81.4255
55.2,-0.000251372,-81.4255
55.3,-0.000251372,-81.4255
55.4,-0.000251372,-81.4255
55.5,-0.000251372,-81.4255
55.6,-0.000251372,-81.4256
55.7,-0.000251371,-81.4256
55.8,-0.000251371,-81.4256
55.9,-0.000251371,-81.4256
56,-0.000251371,-81.4256
56.1,-0.000251371,-81.4256
56.2,-0.000251371,-81.4256
56.3,-0.000251371,-81.4256
56.4,-0.000251371,-81.4256
56.5,-0.000251371,-81.4256
56.6,-0.00025137,-81.4256
56.7,-0.00025137,-81.4256
56.8,-0.00025137,-81.4256
56.9,-0.00025137,-81.4256
57,-0.00025137,-81.4256
57.1,-0.00025137,-81.4256
57.2,-0.00025137,-81.4256
57.3,-0.00025137,-81.4256
57.4,-0.00025137,-81.4256
57.5,-0.000251369,-81.4256
57.6,-0.000251369,-81.4256
57.7,-0.000251369,-81.4256
57.8,-0.000251369,-81.4256
57.9,-0.000251369,-81.4256
58,-0.000251369,-81.4256
58.1,-0.000251369,-81.4257
58.2,-0.000251369,-81.4257
58.3,-0.000251369,-81.4257
58.4,-0.000251368,-81.4257
58.5,-0.000251368,-81.4257
58.6,-0.000251368,-81.4257
58.7,-0.000251368,-81.4257
58.8,-0.000251368,-81.4257
58.9,-0.000251368,-81.4257
59,-0.000251368,-81.4257
59.1,-0.000251368,-81.4257
59.2,-0.000251368,-81.4257
59.3,-0.000251367,-81.4257
59.4,-0.000251367,-81.4257
59.5,-0.000251367,-81.4257
59.6,-0.000251367,-81.4257
59.7,-0.000251367,-81.4257
59.8,-0.000251367,-81.4257
59.9,-0.000251367,-81.4257
60,-0.000251367,-81.4257
60.1,-0.000251367,-81.4257
60.2,-0.000251366,-81.4257
60.3,-0.000251366,-81.4257
60.4,-0.000251366,-81.4257
60.5,-0.000251366,-81.4257
60.6,-0.000251366,-81.4257
60.7,-0.000251366,-81.4258
60.8,-0.000251366,-81.4258
60.9,-0.000251366,-81.4258
61,-0.000251366,-81.4258
61.1,-0.000251366,-81.4258
61.2,-0.000251365,-81.4258
61.3,-0.000251365,-81.4258
61.4,-0.000251365,-81.4258
61.5,-0.000251365,-81.4258
61.6,-0.000251365,-81.4258
61.7,-0.000251365,-81.4258
61.8,-0.000251365,-81.4258
61.9,-0.000251365,-81.4258
62,-0.000251365,-81.4258
62.1,-0.000251364,-81.4258
62.2,-0.000251364,-81.4258
62.3,-0.000251364,-81.4258
62.4,-0.000251364,-81.4258
62.5,-0.000251364,-81.4258
62.6,-0.000251364,-81.4258
62.7,-0.000251364,-81.4258
62.8,-0.000251364,-81.4258
62.9,-0.000251364,-81.4258
63,-0.000251363,-81.4258
63.1,-0.000251363,-81.4258
63.2,-0.000251363,-81.4258
63.3,-0.000251363,-81.4259
63.4,-0.000251363,-81.4259
63.5,-0.000251363,-81.4259
63.6,-0.000251363,-81.4259
63.7,-0.000251363,-81.4259
63.8,-0.000251363,-81.4259
63.9,-0.000251363,-81.4259
64,-0.000251362,-81.4259
64.1,-0.000251362,-81.4259
64.2,-0.000251362,-81.4259
64.3,-0.000251362,-81.4259
64.4,-0.000251362,-81.4259
64.5,-0.000251362,-81.4259
64.6,-0.000251362,-81.4259
64.7,-0.000251362,-81.4259
64.8,-0.000251362,-81.4259
64.9,-0.000251361,-81.4259
65,-0.000251361,-81.4259
65.1,-0.000251361,-81.4259
65.2,-0.000251361,-81.4259
65.3,-0.000251361,-81.4259
65.4,-0.000251361,-81.4259
65.5,-0.000251361,-81.4259
65.6,-0.000251361,-81.4259
65.7,-0.000251361,-81.4259
65.8,-0.00025136,-81.4259
65.9,-0.00025136,-81.4259
66,-0.00025136,-81.426
66.1,-0.00025136,-81.426
66.2,-0.00025136,-81.426
66.3,-0.00025136,-81.426
66.4,-0.00025136,-81.426
66.5,-0.00025136,-81.426
66.6,-0.00025136,-81.426
66.7,-0.00025136,-81.426
66.8,-0.000251359,-81.426
66.9,-0.000251359,-81.426
67,-0.000251359,-81.426
67.1,-0.000251359,-81.426
67.2,-0.000251359,-81.426
67.3,-0.000251359,-81.426
67.4,-0.000251359,-81.426
67.5,-0.000251359,-81.426
67.6,-0.000251359,-81.426
67.7,-0.000251358,-81.426
67.8,-0.000251358,-81.426
67.9,-0.000251358,-81.426
68,-0.000251358,-81.426
68.1,-0.000251358,-81.426
68.2,-0.000251358,-81.426
68.3,-0.000251358,-81.426
68.4,-0.000251358,-81.426
68.5,-0.000251358,-81.426
68.6,-0.000251358,-81.426
68.7,-0.000251357,-81.4261
68.8,-0.000251357,-81.4261
68.9,-0.000251357,-81.4261
69,-0.000251357,-81.4261
69.1,-0.000251357,-81.4261
69.2,-0.000251357,-81.4261
69.3,-0.000251357,-81.4261
69.4,-0.000251357,-81.4261
69.5,-0.000251357,-81.4261
69.6,-0.000251357,-81.4261
69.7,-0.000251356,-81.4261
69.8,-0.000251356,-81.4261
69.9,-0.000251356,-81.4261
70,-0.000251356,-81.4261
70.1,-0.000251356,-81.4261
70.2,-0.000251356,-81.4261
70.3,-0.000251356,-81.4261
70.4,-0.000251356,-81.4261
70.5,-0.000251356,-81.4261
70.6,-0.000251355,-81.4261
70.7,-0.000251355,-81.4261
70.8,-0.000251355,-81.4261
70.9,-0.000251355,-81.4261
71,-0.000251355,-81.4261
71.1,-0.000251355,-81.4261
71.2,-0.000251355,-81.4261
71.3,-0.000251355,-81.4261
71.4,-0.000251355,-81.4261
71.5,-0.000251355,-81.4262
71.6,-0.000251354,-81.4262
71.7,-0.000251354,-81.4262
71.8,-0.000251354,-81.4262
71.9,-0.000251354,-81.4262
72,-0.000251354,-81.4262
72.1,-0.000251354,-81.4262
72.2,-0.000251354,-81.4262
72.3,-0.000251354,-81.4262
72.4,-0.000251354,-81.4262
72.5,-0.000251354,-81.4262
72.6,-0.000251353,-81.4262
72.7,-0.000251353,-81.4262
72.8,-0.000251353,-81.4262
72.9,-0.000251353,-81.4262
73,-0.000251353,-81.4262
73.1,-0.000251353,-81.4262
73.2,-0.000251353,-81.4262
73.3,-0.000251353,-81.4262
73.4,-0.000251353,-81.4262
73.5,-0.000251353,-81.4262
73.6,-0.000251352,-81.4262
73.7,-0.000251352,-81.4262
73.8,-0.000251352,-81.4262
73.9,-0.000251352,-81.4262
74,-0.000251352,-81.4262
74.1,-0.000251352,-81.4262
74.2,-0.000251352,-81.4262
74.3,-0.000251352,-81.4263
74.4,-0.000251352,-81.4263
74.5,-0.000251352,-81.4263
74.6,-0.000251351,-81.4263
74.7,-0.000251351,-81.4263
74.8,-0.000251351,-81.4263
74.9,-0.000251351,-81.4263
75,-0.000251351,-81.4263
75.1,-0.000251351,-81.4263
75.2,-0.000251351,-81.4263
75.3,-0.000251351,-81.4263
75.4,-0.000251351,-81.4263
75.5,-0.000251351,-81.4263
75.6,-0.00025135,-81.4263
75.7,-0.00025135,-81.4263
75.8,-0.00025135,-81.4263
75.9,-0.00025135,-81.4263
76,-0.00025135,-81.4263
76.1,-0.00025135,-81.4263
76.2,-0.00025135,-81.4263
76.3,-0.00025135,-81.4263
76.4,-0.00025135,-81.4263
76.5,-0.00025135,-81.4263
76.6,-0.000251349,-81.4263
76.7,-0.000251349,-81.4263
76.8,-0.000251349,-81.4263
76.9,-0.000251349,-81.4263
77,-0.000251349,-81.4263
77.1,-0.000251349,-81.4263
77.2,-0.000251349,-81.4264
77.3,-0.000251349,-81.4264
77.4,-0.000251349,-81.4264
77.5,-0.000251349,-81.4264
77.6,-0.000251348,-81.4264
77.7,-0.000251348,-81.4264
77.8,-0.000251348,-81.4264
77.9,-0.000251348,-81.4264
78,-0.000251348,-81.4264
78.1,-0.000251348,-81.4264
78.2,-0.000251348,-81.4264
78.3,-0.000251348,-81.4264
78.4,-0.000251348,-81.4264
78.5,-0.000251348,-81.4264
78.6,-0.000251347,-81.4264
78.7,-0.000251347,-81.4264
78.8,-0.000251347,-81.4264
78.9,-0.000251347,-81.4264
79,-0.000251347,-81.4264
79.1,-0.000251347,-81.4264
79.2,-0.000251347,-81.4264
79.3,-0.000251347,-81.4264
79.4,-0.000251347,-81.4264
79.5,-0.000251347,-81.4264
79.6,-0.000251347,-81.4264
79.7,-0.000251346,-81.4264
79.8,-0.000251346,-81.4264
79.9,-0.000251346,-81.4264
80,-0.000251346,-81.4264
80.1,-0.000251346,-81.4265
80.2,-0.000251346,-81.4265
80.3,-0.000251346,-81.4265
80.4,-0.000251346,-81.4265
80.5,-0.000251346,-81.4265
80.6,-0.000251346,-81.4265
80.7,-0.000251345,-81.4265
80.8,-0.000251345,-81.4265
80.9,-0.000251345,-81.4265
81,-0.000251345,-81.4265
81.1,-0.000251345,-81.4265
81.2,-0.000251345,-81.4265
81.3,-0.000251345,-81.4265
81.4,-0.000251345,-81.4265
81.5,-0.000251345,-81.4265
81.6,-0.000251345,-81.4265
81.7,-0.000251344,-81.4265
81.8,-0.000251344,-81.4265
81.9,-0.000251344,-81.4265
82,-0.000251344,-81.4265
82.1,-0.000251344,-81.4265
82.2,-0.000251344,-81.4265
82.3,-0.000251344,-81.4265
82.4,-0.000251344,-81.4265
82.5,-0.000251344,-81.4265
82.6,-0.000251344,-81.4265
82.7,-0.000251344,-81.4265
82.8,-0.000251343,-81.4265
82.9,-0.000251343,-81.4265
83,-0.000251343,-81.4266
83.1,-0.000251343,-81.4266
83.2,-0.000251343,-81.4266
83.3,-0.000251343,-81.4266
83.4,-0.000251343,-81.4266
