environment | time (msec),interface | I_Ca | I_Catot (uA_per_uF),interface | membrane_potential | V_m (mV)
12.4,-0.000125701,-81.4243
12.5,-0.000125701,-81.4243
12.6,-0.000125701,-81.4243
12.7,-0.000125701,-81.4243
12.8,-0.000125701,-81.4243
12.9,-0.0001257,-81.4243
13,-0.0001257,-81.4243
13.1,-0.0001257,-81.4243
13.2,-0.0001257,-81.4243
13.3,-0.0001257,-81.4243
13.4,-0.0001257,-81.4243
13.5,-0.0001257,-81.4243
13.6,-0.0001257,-81.4243
13.7,-0.0001257,-81.4244
13.8,-0.0001257,-81.4244
13.9,-0.000125699,-81.4244
14,-0.000125699,-81.4244
14.1,-0.000125699,-81.4244
14.2,-0.000125699,-81.4244
14.3,-0.000125699,-81.4244
14.4,-0.000125699,-81.4244
14.5,-0.000125699,-81.4244
14.6,-0.000125699,-81.4244
14.7,-0.000125699,-81.4244
14.8,-0.000125699,-81.4244
14.9,-0.000125699,-81.4244
15,-0.000125698,-81.4244
15.1,-0.000125698,-81.4244
15.2,-0.000125698,-81.4244
15.3,-0.000125698,-81.4245
15.4,-0.000125698,-81.4245
15.5,-0.000125698,-81.4245
15.6,-0.000125698,-81.4245
15.7,-0.000125698,-81.4245
15.8,-0.000125698,-81.4245
15.9,-0.000125698,-81.4245
16,-0.000125698,-81.4245
16.1,-0.000125698,-81.4245
16.2,-0.000125697,-81.4245
16.3,-0.000125697,-81.4245
16.4,-0.000125697,-81.4245
16.5,-0.000125697,-81.4245
16.6,-0.000125697,-81.4245
16.7,-0.000125697,-81.4245
16.8,-0.000125697,-81.4245
16.9,-0.000125697,-81.4245
17,-0.000125697,-81.4245
17.1,-0.000125697,-81.4246
17.2,-0.000125697,-81.4246
17.3,-0.000125697,-81.4246
17.4,-0.000125696,-81.4246
17.5,-0.000125696,-81.4246
17.6,-0.000125696,-81.4246
17.7,-0.000125696,-81.4246
17.8,-0.000125696,-81.4246
17.9,-0.000125696,-81.4246
18,-0.000125696,-81.4246
18.1,-0.000125696,-81.4246
18.2,-0.000125696,-81.4246
18.3,-0.000125696,-81.4246
18.4,-0.000125696,-81.4246
18.5,-0.000125696,-81.4246
18.6,-0.000125696,-81.4246
18.7,-0.000125695,-81.4246
18.8,-0.000125695,-81.4246
18.9,-0.000125695,-81.4247
19,-0.000125695,-81.4247
19.1,-0.000125695,-81.4247
19.2,-0.000125695,-81.4247
19.3,-0.000125695,-81.4247
19.4,-0.000125695,-81.4247
19.5,-0.000125695,-81.4247
19.6,-0.000125695,-81.4247
19.7,-0.000125695,-81.4247
19.8,-0.000125695,-81.4247
19.9,-0.000125695,-81.4247
20,-0.000125694,-81.4247
20.1,-0.000125694,-81.4247
20.2,-0.000125694,-81.4247
20.3,-0.000125694,-81.4247
20.4,-0.000125694,-81.4247
20.5,-0.000125694,-81.4247
20.6,-0.000125694,-81.4247
20.7,-0.000125694,-81.4247
20.8,-0.000125694,-81.4248
20.9,-0.000125694,-81.4248
21,-0.000125694,-81.4248
21.1,-0.000125694,-81.4248
21.2,-0.000125694,-81.4248
21.3,-0.000125693,-81.4248
21.4,-0.000125693,-81.4248
21.5,-0.000125693,-81.4248
21.6,-0.000125693,-81.4248
21.7,-0.000125693,-81.4248
21.8,-0.000125693,-81.4248
21.9,-0.000125693,-81.4248
22,-0.000125693,-81.4248
22.1,-0.000125693,-81.4248
22.2,-0.000125693,-81.4248
22.3,-0.000125693,-81.4248
22.4,-0.000125693,-81.4248
22.5,-0.000125693,-81.4248
22.6,-0.000125693,-81.4248
22.7,-0.000125692,-81.4248
22.8,-0.000125692,-81.4249
22.9,-0.000125692,-81.4249
23,-0.000125692,-81.4249
23.1,-0.000125692,-81.4249
23.2,-0.000125692,-81.4249
23.3,-0.000125692,-81.4249
23.4,-0.000125692,-81.4249
23.5,-0.000125692,-81.4249
23.6,-0.000125692,-81.4249
23.7,-0.000125692,-81.4249
23.8,-0.000125692,-81.4249
23.9,-0.000125692,-81.4249
24,-0.000125692,-81.4249
24.1,-0.000125691,-81.4249
24.2,-0.000125691,-81.4249
24.3,-0.000125691,-81.4249
24.4,-0.000125691,-81.4249
24.5,-0.000125691,-81.4249
24.6,-0.000125691,-81.4249
24.7,-0.000125691,-81.4249
24.8,-0.000125691,-81.425
24.9,-0.000125691,-81.425
25,-0.000125691,-81.425
25.1,-0.000125691,-81.425
25.2,-0.000125691,-81.425
25.3,-0.000125691,-81.425
25.4,-0.000125691,-81.425
25.5,-0.00012569,-81.425
25.6,-0.00012569,-81.425
25.7,-0.00012569,-81.425
25.8,-0.00012569,-81.425
25.9,-0.00012569,-81.425
26,-0.00012569,-81.425
26.1,-0.00012569,-81.425
26.2,-0.00012569,-81.425
26.3,-0.00012569,-81.425
26.4,-0.00012569,-81.425
26.5,-0.00012569,-81.425
26.6,-0.00012569,-81.425
26.7,-0.00012569,-81.425
26.8,-0.00012569,-81.425
26.9,-0.000125689,-81.4251
27,-0.000125689,-81.4251
27.1,-0.000125689,-81.4251
27.2,-0.000125689,-81.4251
27.3,-0.000125689,-81.4251
27.4,-0.000125689,-81.4251
27.5,-0.000125689,-81.4251
27.6,-0.000125689,-81.4251
27.7,-0.000125689,-81.4251
27.8,-0.000125689,-81.4251
27.9,-0.000125689,-81.4251
28,-0.000125689,-81.4251
28.1,-0.000125689,-81.4251
28.2,-0.000125689,-81.4251
28.3,-0.000125689,-81.4251
28.4,-0.000125688,-81.4251
28.5,-0.000125688,-81.4251
28.6,-0.000125688,-81.4251
28.7,-0.000125688,-81.4251
28.8,-0.000125688,-81.4251
28.9,-0.000125688,-81.4251
29,-0.000125688,-81.4252
29.1,-0.000125688,-81.4252
29.2,-0.000125688,-81.4252
29.3,-0.000125688,-81.4252
29.4,-0.000125688,-81.4252
29.5,-0.000125688,-81.4252
29.6,-0.000125688,-81.4252
29.7,-0.000125688,-81.4252
29.8,-0.000125688,-81.4252
29.9,-0.000125687,-81.4252
30,-0.000125687,-81.4252
30.1,-0.000125687,-81.4252
30.2,-0.000125687,-81.4252
30.3,-0.000125687,-81.4252
30.4,-0.000125687,-81.4252
30.5,-0.000125687,-81.4252
30.6,-0.000125687,-81.4252
30.7,-0.000125687,-81.4252
30.8,-0.000125687,-81.4252
30.9,-0.000125687,-81.4252
31,-0.000125687,-81.4252
31.1,-0.000125687,-81.4253
31.2,-0.000125687,-81.4253
31.3,-0.000125687,-81.4253
31.4,-0.000125686,-81.4253
31.5,-0.000125686,-81.4253
31.6,-0.000125686,-81.4253
31.7,-0.000125686,-81.4253
31.8,-0.000125686,-81.4253
31.9,-0.000125686,-81.4253
32,-0.000125686,-81.4253
32.1,-0.000125686,-81.4253
32.2,-0.000125686,-81.4253
32.3,-0.000125686,-81.4253
32.4,-0.000125686,-81.4253
32.5,-0.000125686,-81.4253
32.6,-0.000125686,-81.4253
32.7,-0.000125686,-81.4253
32.8,-0.000125686,-81.4253
32.9,-0.000125685,-81.4253
33,-0.000125685,-81.4253
33.1,-0.000125685,-81.4253
33.2,-0.000125685,-81.4253
33.3,-0.000125685,-81.4254
33.4,-0.000125685,-81.4254
33.5,-0.000125685,-81.4254
33.6,-0.000125685,-81.4254
33.7,-0.000125685,-81.4254
33.8,-0.000125685,-81.4254
33.9,-0.000125685,-81.4254
34,-0.000125685,-81.4254
34.1,-0.000125685,-81.4254
34.2,-0.000125685,-81.4254
34.3,-0.000125685,-81.4254
34.4,-0.000125685,-81.4254
34.5,-0.000125684,-81.4254
34.6,-0.000125684,-81.4254
34.7,-0.000125684,-81.4254
34.8,-0.000125684,-81.4254
34.9,-0.000125684,-81.4254
35,-0.000125684,-81.4254
35.1,-0.000125684,-81.4254
35.2,-0.000125684,-81.4254
35.3,-0.000125684,-81.4254
35.4,-0.000125684,-81.4254
35.5,-0.000125684,-81.4255
35.6,-0.000125684,-81.4255
35.7,-0.000125684,-81.4255
35.8,-0.000125684,-81.4255
35.9,-0.000125684,-81.4255
36,-0.000125683,-81.4255
36.1,-0.000125683,-81.4255
36.2,-0.000125683,-81.4255
36.3,-0.000125683,-81.4255
36.4,-0.000125683,-81.4255
36.5,-0.000125683,-81.4255
36.6,-0.000125683,-81.4255
36.7,-0.000125683,-81.4255
36.8,-0.000125683,-81.4255
36.9,-0.000125683,-81.4255
37,-0.000125683,-81.4255
37.1,-0.000125683,-81.4255
37.2,-0.000125683,-81.4255
37.3,-0.000125683,-81.4255
37.4,-0.000125683,-81.4255
37.5,-0.000125683,-81.4255
37.6,-0.000125682,-81.4255
37.7,-0.000125682,-81.4256
37.8,-0.000125682,-81.4256
37.9,-0.000125682,-81.4256
38,-0.000125682,-81.4256
38.1,-0.000125682,-81.4256
38.2,-0.000125682,-81.4256
38.3,-0.000125682,-81.4256
38.4,-0.000125682,-81.4256
38.5,-0.000125682,-81.4256
38.6,-0.000125682,-81.4256
38.7,-0.000125682,-81.4256
38.8,-0.000125682,-81.4256
38.9,-0.000125682,-81.4256
39,-0.000125682,-81.4256
39.1,-0.000125682,-81.4256
39.2,-0.000125681,-81.4256
39.3,-0.000125681,-81.4256
39.4,-0.000125681,-81.4256
39.5,-0.000125681,-81.4256
39.6,-0.000125681,-81.4256
39.7,-0.000125681,-81.4256
39.8,-0.000125681,-81.4256
39.9,-0.000125681,-81.4257
40,-0.000125681,-81.4257
40.1,-0.000125681,-81.4257
40.2,-0.000125681,-81.4257
40.3,-0.000125681,-81.4257
40.4,-0.000125681,-81.4257
40.5,-0.000125681,-81.4257
40.6,-0.000125681,-81.4257
40.7,-0.000125681,-81.4257
40.8,-0.00012568,-81.4257
40.9,-0.00012568,-81.4257
41,-0.00012568,-81.4257
41.1,-0.00012568,-81.4257
41.2,-0.00012568,-81.4257
41.3,-0.00012568,-81.4257
41.4,-0.00012568,-81.4257
41.5,-0.00012568,-81.4257
41.6,-0.00012568,-81.4257
41.7,-0.00012568,-81.4257
41.8,-0.00012568,-81.4257
41.9,-0.00012568,-81.4257
42,-0.00012568,-81.4257
42.1,-0.00012568,-81.4257
42.2,-0.00012568,-81.4258
42.3,-0.00012568,-81.4258
42.4,-0.00012568,-81.4258
42.5,-0.000125679,-81.4258
42.6,-0.000125679,-81.4258
42.7,-0.000125679,-81.4258
42.8,-0.000125679,-81.4258
42.9,-0.000125679,-81.4258
43,-0.000125679,-81.4258
43.1,-0.000125679,-81.4258
43.2,-0.000125679,-81.4258
43.3,-0.000125679,-81.4258
43.4,-0.000125679,-81.4258
43.5,-0.000125679,-81.4258
43.6,-0.000125679,-81.4258
43.7,-0.000125679,-81.4258
43.8,-0.000125679,-81.4258
43.9,-0.000125679,-81.4258
44,-0.000125679,-81.4258
44.1,-0.000125678,-81.4258
44.2,-0.000125678,-81.4258
44.3,-0.000125678,-81.4258
44.4,-0.000125678,-81.4258
44.5,-0.000125678,-81.4258
44.6,-0.000125678,-81.4259
44.7,-0.000125678,-81.4259
44.8,-0.000125678,-81.4259
44.9,-0.000125678,-81.4259
45,-0.000125678,-81.4259
45.1,-0.000125678,-81.4259
45.2,-0.000125678,-81.4259
45.3,-0.000125678,-81.4259
45.4,-0.000125678,-81.4259
45.5,-0.000125678,-81.4259
45.6,-0.000125678,-81.4259
45.7,-0.000125678,-81.4259
45.8,-0.000125677,-81.4259
45.9,-0.000125677,-81.4259
46,-0.000125677,-81.4259
46.1,-0.000125677,-81.4259
46.2,-0.000125677,-81.4259
46.3,-0.000125677,-81.4259
46.4,-0.000125677,-81.4259
46.5,-0.000125677,-81.4259
46.6,-0.000125677,-81.4259
46.7,-0.000125677,-81.4259
46.8,-0.000125677,-81.4259
46.9,-0.000125677,-81.426
47,-0.000125677,-81.426
47.1,-0.000125677,-81.426
47.2,-0.000125677,-81.426
47.3,-0.000125677,-81.426
47.4,-0.000125677,-81.426
47.5,-0.000125676,-81.426
47.6,-0.000125676,-81.426
47.7,-0.000125676,-81.426
47.8,-0.000125676,-81.426
47.9,-0.000125676,-81.426
48,-0.000125676,-81.426
48.1,-0.000125676,-81.426
48.2,-0.000125676,-81.426
48.3,-0.000125676,-81.426
48.4,-0.000125676,-81.426
48.5,-0.000125676,-81.426
48.6,-0.000125676,-81.426
48.7,-0.000125676,-81.426
48.8,-0.000125676,-81.426
48.9,-0.000125676,-81.426
49,-0.000125676,-81.426
49.1,-0.000125676,-81.426
49.2,-0.000125675,-81.426
49.3,-0.000125675,-81.4261
49.4,-0.000125675,-81.4261
49.5,-0.000125675,-81.4261
49.6,-0.000125675,-81.4261
49.7,-0.000125675,-81.4261
49.8,-0.000125675,-81.4261
49.9,-0.000125675,-81.4261
50,-0.000125675,-81.4261
50.1,-0.000125675,-81.4261
50.2,-0.000125675,-81.4261
50.3,-0.000125675,-81.4261
50.4,-0.000125675,-81.4261
50.5,-0.000125675,-81.4261
50.6,-0.000125675,-81.4261
50.7,-0.000125675,-81.4261
50.8,-0.000125675,-81.4261
50.9,-0.000125674,-81.4261
51,-0.000125674,-81.4261
51.1,-0.000125674,-81.4261
51.2,-0.000125674,-81.4261
51.3,-0.000125674,-81.4261
51.4,-0.000125674,-81.4261
51.5,-0.000125674,-81.4261
51.6,-0.000125674,-81.4261
51.7,-0.000125674,-81.4262
51.8,-0.000125674,-81.4262
51.9,-0.000125674,-81.4262
52,-0.000125674,-81.4262
52.1,-0.000125674,-81.4262
52.2,-0.000125674,-81.4262
52.3,-0.000125674,-81.4262
52.4,-0.000125674,-81.4262
52.5,-0.000125674,-81.4262
52.6,-0.000125673,-81.4262
52.7,-0.000125673,-81.4262
52.8,-0.000125673,-81.4262
52.9,-0.000125673,-81.4262
53,-0.000125673,-81.4262
53.1,-0.000125673,-81.4262
53.2,-0.000125673,-81.4262
53.3,-0.000125673,-81.4262
53.4,-0.000125673,-81.4262
53.5,-0.000125673,-81.4262
53.6,-0.000125673,-81.4262
53.7,-0.000125673,-81.4262
53.8,-0.000125673,-81.4262
53.9,-0.000125673,-81.4262
54,-0.000125673,-81.4262
54.1,-0.000125673,-81.4262
54.2,-0.000125673,-81.4263
54.3,-0.000125673,-81.4263
54.4,-0.000125672,-81.4263
54.5,-0.000125672,-81.4263
54.6,-0.000125672,-81.4263
54.7,-0.000125672,-81.4263
54.8,-0.000125672,-81.4263
54.9,-0.000125672,-81.4263
55,-0.000125672,-81.4263
55.1,-0.000125672,-81.4263
55.2,-0.000125672,-81.4263
55.3,-0.000125672,-81.4263
55.4,-0.000125672,-81.4263
55.5,-0.000125672,-81.4263
55.6,-0.000125672,-81.4263
55.7,-0.000125672,-81.4263
55.8,-0.000125672,-81.4263
55.9,-0.000125672,-81.4263
56,-0.000125672,-81.4263
56.1,-0.000125671,-81.4263
56.2,-0.000125671,-81.4263
56.3,-0.000125671,-81.4263
56.4,-0.000125671,-81.4263
56.5,-0.000125671,-81.4263
56.6,-0.000125671,-81.4263
56.7,-0.000125671,-81.4264
56.8,-0.000125671,-81.4264
56.9,-0.000125671,-81.4264
57,-0.000125671,-81.4264
57.1,-0.000125671,-81.4264
57.2,-0.000125671,-81.4264
57.3,-0.000125671,-81.4264
57.4,-0.000125671,-81.4264
57.5,-0.000125671,-81.4264
57.6,-0.000125671,-81.4264
57.7,-0.000125671,-81.4264
57.8,-0.000125671,-81.4264
57.9,-0.00012567,-81.4264
58,-0.00012567,-81.4264
58.1,-0.00012567,-81.4264
58.2,-0.00012567,-81.4264
58.3,-0.00012567,-81.4264
58.4,-0.00012567,-81.4264
58.5,-0.00012567,-81.4264
58.6,-0.00012567,-81.4264
58.7,-0.00012567,-81.4264
58.8,-0.00012567,-81.4264
58.9,-0.00012567,-81.4264
59,-0.00012567,-81.4264
59.1,-0.00012567,-81.4264
59.2,-0.00012567,-81.4264
59.3,-0.00012567,-81.4265
59.4,-0.00012567,-81.4265
59.5,-0.00012567,-81.4265
59.6,-0.00012567,-81.4265
59.7,-0.00012567,-81.4265
59.8,-0.000125669,-81.4265
59.9,-0.000125669,-81.4265
60,-0.000125669,-81.4265
60.1,-0.000125669,-81.4265
60.2,-0.000125669,-81.4265
60.3,-0.000125669,-81.4265
60.4,-0.000125669,-81.4265
60.5,-0.000125669,-81.4265
60.6,-0.000125669,-81.4265
60.7,-0.000125669,-81.4265
60.8,-0.000125669,-81.4265
60.9,-0.000125669,-81.4265
61,-0.000125669,-81.4265
61.1,-0.000125669,-81.4265
61.2,-0.000125669,-81.4265
61.3,-0.000125669,-81.4265
61.4,-0.000125669,-81.4265
61.5,-0.000125669,-81.4265
61.6,-0.000125668,-81.4265
61.7,-0.000125668,-81.4265
61.8,-0.000125668,-81.4266
61.9,-0.000125668,-81.4266
62,-0.000125668,-81.4266
62.1,-0.000125668,-81.4266
62.2,-0.000125668,-81.4266
62.3,-0.000125668,-81.4266
62.4,-0.000125668,-81.4266
62.5,-0.000125668,-81.4266
62.6,-0.000125668,-81.4266
62.7,-0.000125668,-81.4266
62.8,-0.000125668,-81.4266
62.9,-0.000125668,-81.4266
63,-0.000125668,-81.4266
63.1,-0.000125668,-81.4266
63.2,-0.000125668,-81.4266
63.3,-0.000125668,-81.4266
63.4,-0.000125667,-81.4266
63.5,-0.000125667,-81.4266
63.6,-0.000125667,-81.4266
63.7,-0.000125667,-81.4266
63.8,-0.000125667,-81.4266
63.9,-0.000125667,-81.4266
64,-0.000125667,-81.4266
64.1,-0.000125667,-81.4266
64.2,-0.000125667,-81.4266
64.3,-0.000125667,-81.4266
64.4,-0.000125667,-81.4266
64.5,-0.000125667,-81.4267
64.6,-0.000125667,-81.4267
64.7,-0.000125667,-81.4267
64.8,-0.000125667,-81.4267
64.9,-0.000125667,-81.4267
65,-0.000125667,-81.4267
65.1,-0.000125667,-81.4267
65.2,-0.000125667,-81.4267
65.3,-0.000125666,-81.4267
65.4,-0.000125666,-81.4267
65.5,-0.000125666,-81.4267
65.6,-0.000125666,-81.4267
65.7,-0.000125666,-81.4267
65.8,-0.000125666,-81.4267
65.9,-0.000125666,-81.4267
66,-0.000125666,-81.4267
66.1,-0.000125666,-81.4267
66.2,-0.000125666,-81.4267
66.3,-0.000125666,-81.4267
66.4,-0.000125666,-81.4267
66.5,-0.000125666,-81.4267
66.6,-0.000125666,-81.4267
66.7,-0.000125666,-81.4267
66.8,-0.000125666,-81.4267
66.9,-0.000125666,-81.4267
67,-0.000125666,-81.4267
67.1,-0.000125666,-81.4268
67.2,-0.000125665,-81.4268
67.3,-0.000125665,-81.4268
67.4,-0.000125665,-81.4268
67.5,-0.000125665,-81.4268
67.6,-0.000125665,-81.4268
67.7,-0.000125665,-81.4268
67.8,-0.000125665,-81.4268
67.9,-0.000125665,-81.4268
68,-0.000125665,-81.4268
68.1,-0.000125665,-81.4268
68.2,-0.000125665,-81.4268
68.3,-0.000125665,-81.4268
68.4,-0.000125665,-81.4268
68.5,-0.000125665,-81.4268
68.6,-0.000125665,-81.4268
68.7,-0.000125665,-81.4268
68.8,-0.000125665,-81.4268
68.9,-0.000125665,-81.4268
69,-0.000125665,-81.4268
69.1,-0.000125664,-81.4268
69.2,-0.000125664,-81.4268
69.3,-0.000125664,-81.4268
69.4,-0.000125664,-81.4268
69.5,-0.000125664,-81.4268
69.6,-0.000125664,-81.4268
69.7,-0.000125664,-81.4268
69.8,-0.000125664,-81.4269
69.9,-0.000125664,-81.4269
70,-0.000125664,-81.4269
70.1,-0.000125664,-81.4269
70.2,-0.000125664,-81.4269
70.3,-0.000125664,-81.4269
70.4,-0.000125664,-81.4269
70.5,-0.000125664,-81.4269
70.6,-0.000125664,-81.4269
70.7,-0.000125664,-81.4269
70.8,-0.000125664,-81.4269
70.9,-0.000125664,-81.4269
71,-0.000125664,-81.4269
71.1,-0.000125663,-81.4269
71.2,-0.000125663,-81.4269
71.3,-0.000125663,-81.4269
71.4,-0.000125663,-81.4269
71.5,-0.000125663,-81.4269
71.6,-0.000125663,-81.4269
71.7,-0.000125663,-81.4269
71.8,-0.000125663,-81.4269
71.9,-0.000125663,-81.4269
72,-0.000125663,-81.4269
72.1,-0.000125663,-81.4269
72.2,-0.000125663,-81.4269
72.3,-0.000125663,-81.4269
72.4,-0.000125663,-81.4269
72.5,-0.000125663,-81.4269
72.6,-0.000125663,-81.427
72.7,-0.000125663,-81.427
72.8,-0.000125663,-81.427
72.9,-0.000125663,-81.427
73,-0.000125662,-81.427
73.1,-0.000125662,-81.427
73.2,-0.000125662,-81.427
73.3,-0.000125662,-81.427
73.4,-0.000125662,-81.427
73.5,-0.000125662,-81.427
73.6,-0.000125662,-81.427
73.7,-0.000125662,-81.427
73.8,-0.000125662,-81.427
73.9,-0.000125662,-81.427
74,-0.000125662,-81.427
74.1,-0.000125662,-81.427
74.2,-0.000125662,-81.427
74.3,-0.000125662,-81.427
74.4,-0.000125662,-81.427
74.5,-0.000125662,-81.427
74.6,-0.000125662,-81.427
74.7,-0.000125662,-81.427
74.8,-0.000125662,-81.427
74.9,-0.000125662,-81.427
75,-0.000125661,-81.427
75.1,-0.000125661,-81.427
75.2,-0.000125661,-81.427
75.3,-0.000125661,-81.427
75.4,-0.000125661,-81.4271
75.5,-0.000125661,-81.4271
75.6,-0.000125661,-81.4271
75.7,-0.000125661,-81.4271
75.8,-0.000125661,-81.4271
75.9,-0.000125661,-81.4271
76,-0.000125661,-81.4271
76.1,-0.000125661,-81.4271
76.2,-0.000125661,-81.4271
76.3,-0.000125661,-81.4271
76.4,-0.000125661,-81.4271
76.5,-0.000125661,-81.4271
76.6,-0.000125661,-81.4271
76.7,-0.000125661,-81.4271
76.8,-0.000125661,-81.4271
76.9,-0.000125661,-81.4271
77,-0.000125661,-81.4271
77.1,-0.00012566,-81.4271
77.2,-0.00012566,-81.4271
77.3,-0.00012566,-81.4271
77.4,-0.00012566,-81.4271
77.5,-0.00012566,-81.4271
77.6,-0.00012566,-81.4271
77.7,-0.00012566,-81.4271
77.8,-0.00012566,-81.4271
77.9,-0.00012566,-81.4271
78,-0.00012566,-81.4271
78.1,-0.00012566,-81.4271
78.2,-0.00012566,-81.4272
78.3,-0.00012566,-81.4272
78.4,-0.00012566,-81.4272
78.5,-0.00012566,-81.4272
78.6,-0.00012566,-81.4272
78.7,-0.00012566,-81.4272
78.8,-0.00012566,-81.4272
78.9,-0.00012566,-81.4272
79,-0.00012566,-81.4272
79.1,-0.000125659,-81.4272
79.2,-0.000125659,-81.4272
79.3,-0.000125659,-81.4272
79.4,-0.000125659,-81.4272
79.5,-0.000125659,-81.4272
79.6,-0.000125659,-81.4272
79.7,-0.000125659,-81.4272
79.8,-0.000125659,-81.4272
79.9,-0.000125659,-81.4272
80,-0.000125659,-81.4272
80.1,-0.000125659,-81.4272
80.2,-0.000125659,-81.4272
80.3,-0.000125659,-81.4272
80.4,-0.000125659,-81.4272
80.5,-0.000125659,-81.4272
80.6,-0.000125659,-81.4272
80.7,-0.000125659,-81.4272
80.8,-0.000125659,-81.4272
80.9,-0.000125659,-81.4272
81,-0.000125659,-81.4272
81.1,-0.000125659,-81.4273
81.2,-0.000125658,-81.4273
81.3,-0.000125658,-81.4273
81.4,-0.000125658,-81.4273
81.5,-0.000125658,-81.4273
81.6,-0.000125658,-81.4273
81.7,-0.000125658,-81.4273
81.8,-0.000125658,-81.4273
81.9,-0.000125658,-81.4273
82,-0.000125658,-81.4273
82.1,-0.000125658,-81.4273
82.2,-0.000125658,-81.4273
82.3,-0.000125658,-81.4273
82.4,-0.000125658,-81.4273
82.5,-0.000125658,-81.4273
82.6,-0.000125658,-81.4273
82.7,-0.000125658,-81.4273
82.8,-0.000125658,-81.4273
82.9,-0.000125658,-81.4273
83,-0.000125658,-81.4273
83.1,-0.000125658,-81.4273
