Varela 2016 (RA)_sn,Ramirez 2000_sn,Courtemanche 1998_sn,Lovell 2004_sn,Kurata 2002_sn,Noble* 1998 (dyadic space)_sn,Wang 2008_sn,Bondarenko 2004_sn,Mahajan 2008 (dyadic space)_sn,Cortassa 2006_sn,Jafri 1998_sn,Iyer 2004*_sn,Winslow 1999_sn,Hilgemann* 1987_sn,Fox 2002_sn,Ten tusscher 2004 epi_sn,Cabo 2003_sn,Luo 1994* h=2_sn,Paci 2013 (atrial)_sn,DiFrancesco 1985_sn,Hund 2004_sn,Aslanidi* 2009 (purkinje)_sn,Matsuoka 2003_sn,Faber 2007_sn,Livshitz 2007_sn,Hinch 2004_sn,Grandi* 2010 (dyadic space)_sn,Grandi* 2011 (dyadic space)_sn,Shannon 2004 (dyadic space)_sn,Li 2010_sn,Ten tusscher 2006 epi_sn,Decker 2009_sn,Heijman_sn,Trovato_sn,Bartolucci 2020_sn,O'Hara 2011_sn,Li* 2011_sn,Tomek (sub-membrane space)_sn,Mahajan 2008 (submembrane space)_sn,Wilders 1991_sn,Noble 1991_sn,Noble* 1998 (cytosol)_sn,Varela 2016 (RA),Ramirez 2000,Courtemanche 1998,Lovell 2004,Kurata 2002,Noble* 1998 (dyadic space),Wang 2008,Bondarenko 2004,Mahajan 2008 (dyadic space),Cortassa 2006,Jafri 1998,Iyer 2004*,Winslow 1999,Hilgemann* 1987,Fox 2002,Ten tusscher 2004 epi,Cabo 2003,Luo 1994* h=2,Paci 2013 (atrial),DiFrancesco 1985,Hund 2004,Aslanidi* 2009 (purkinje),Matsuoka 2003,Faber 2007,Livshitz 2007,Hinch 2004,Grandi* 2010 (dyadic space),Grandi* 2011 (dyadic space),Shannon 2004 (dyadic space),Li 2010,Ten tusscher 2006 epi,Decker 2009,Heijman,Trovato,Bartolucci 2020,O'Hara 2011,Li* 2011,Tomek (sub-membrane space),Mahajan 2008 (submembrane space),Wilders 1991,Noble 1991,Noble* 1998 (cytosol)
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,0.1833,0.18836,0.3569,0.8,0.955,1,4.83,5.495,14.09,25.11,36,40,47,0.14,0.18,0.364,0.61,0.61,0.6358,1,7.7,9.1,9.32,19.45,27,46,50,50,50,60,112.46,295,320,330,360,379,410,1042,340,992.76,1151.09,1166.5
